strassenschluessel;bezeichnung
05958000000803501;Am Knochen
05958000000803502;Am Breberg
05958000000803503;Bergkloster
05958000000803504;Bundesstraße
05958000000803505;Am Bähnchen
05958000000803506;Marienstraße
05958000000803507;Ludwigstraße
05958000000803508;Heringhauser Straße
05958000000803509;Heinrich-Heine-Straße
05958000000803510;Ruhrstraße
05958000000803511;Antoniusstraße
05958000000803512;Im Wiebusch
05958000000803513;Hermann-Löns-Straße
05958000000803514;A.v.Droste-Hülshoff-Weg
05958000000803515;Friedr.-Wilhelm-Weber-Weg
05958000000803516;Christine-Koch-Weg
05958000000803517;Wilhelm-Busch-Weg
05958000000803518;Grimmestraße
05958000000803519;Vereinsstraße
05958000000803520;Friedensstraße
05958000000803521;Am Stode
05958000000803522;Zum Bergkloster
05958000000803523;Kapellenstraße
05958000000803524;Westfeld
05958000000803525;Borghausen
05958000000803526;Rathausplatz
05958000000803527;Am Alten Güterbahnhof
05958000000803528;Hegeners Feld
05958000000803529;Thomas-Mann-Straße
05958000000803530;Kellhöhle
05958000000803540;Bundesstraße
05958000000803543;Manhennenweg
05958000000803544;Zum Schützenplatz
05958000000803545;Gartenstraße
05958000000803546;Kapellenstraße
05958000000803547;Zum Ostenberg
05958000000803548;Andreasstraße
05958000000803550;Schlesier Straße
05958000000803551;Südstraße
05958000000803552;Feldstraße
05958000000803553;Lindenweg
05958000000803554;Oberm Kirchhof
05958000000803555;Baumhofstraße
05958000000803556;Alter Kirchplatz
05958000000803557;An der Kleinen Ruhr
05958000000803558;Heimes Hof
05958000000803559;Halbeswiger Straße
05958000000803560;Elisabethstraße
05958000000803561;Veledastraße
05958000000803562;Wiemecker Straße
05958000000803563;Amselweg
05958000000803564;Finkenweg
05958000000803565;Drosselweg
05958000000803566;Meisenweg
05958000000803567;Kanalstraße
05958000000803568;Mühlenstraße
05958000000803569;Gepkerweg
05958000000803570;Am Stockey
05958000000803571;Oststraße
05958000000803572;Unterm Schieferberg
05958000000803573;Zum Hainberg
05958000000803574;Abt-Anno-Straße
05958000000803575;Rüdenbergstraße
05958000000803576;Graf-Gottfried-Straße
05958000000803577;Wilmes Kamp
05958000000803578;Dechant-Nies-Weg
05958000000803579;Hinterm Hofe
05958000000803580;Wiemecker Feld
05958000000803581;Im Öhler
05958000000803582;Femeweg
05958000000803583;Zur Hammecke
05958000000803615;Föckinghausen
05958000000803616;Nierbachtal
05958000000803617;Halbeswig
05958000000803618;Köster's Kamp
05958000000803619;An der Andreaskirche
05958000000803620;Grafschafter Weg
05958000000803621;Vereinsstraße
05958000000803622;Friedensstraße
05958000000803623;Am Stode
05958000000803624;Im Hinterfeld
05958000000803632;Alfert
05958000000803633;Am Knochen
05958000000803635;Hauptstraße
05958000000803636;Elpestraße
05958000000803637;Hangelswiese
05958000000803638;Wilhelmshöhe
05958000000803639;Zum Loh
05958000000803640;Schildstraße
05958000000803641;Mallinckrodtstraße
05958000000803643;Zum Steinberg
05958000000803644;Schieferberg
05958000000803645;Querstraße
05958000000803646;Kampstraße
05958000000803647;In der Gasse
05958000000803648;Am Kreuzfelsen
05958000000803650;Borghausen
05958000000803651;Briloner Straße
05958000000803652;Marktplatz
05958000000803653;Grabweg
05958000000803654;Rotdornweg
05958000000803655;Zum Schulzentrum
05958000000803656;Fliederweg
05958000000803657;Schlehenweg
05958000000803658;Ginsterweg
05958000000803659;Brombeerweg
05958000000803660;Auf dem Schilde
05958000000803661;Ferdinand-von-Lüninck-Straße
05958000000803671;Biggemannstraße
05958000000803672;Bergstraße
05958000000803673;Weststraße
05958000000803674;Am Sengenberg
05958000000803675;Waldstraße
05958000000803676;Zur Hohen Lith
05958000000803677;Kirchstraße
05958000000803678;Nordstraße
05958000000803679;Schützenstraße
05958000000803680;Zum Kreuzberg
05958000000803681;Mittelstraße
05958000000803682;Neuer Weg
05958000000803683;Rüthener Straße
05958000000803684;Am Roh
05958000000803685;Bachstraße
05958000000803686;Schlinkstraße
05958000000803687;Königstraße
05958000000803688;Am Abeloh
05958000000803689;Alte Briloner Straße
05958000000803690;Am Dümel
05958000000803691;Zum Dümelskopf
05958000000803692;Rosenweg
05958000000803693;Asternweg
05958000000803694;Birkenhof
