strassenschluessel;bezeichnung
05334000000201001;Abteiplatz
05334000000201002;Abteistraße
05334000000201004;Achterstraße
05334000000201005;Adalbert-Stifter-Straße
05334000000201006;Adalbertsberg
05334000000201008;Adalbertstift
05334000000201009;Adalbertstraße
05334000000201011;Adlerberg
05334000000201012;Nelly-Sachs-Straße
05334000000201013;Ahornstraße
05334000000201014;Albert-Maas-Straße
05334000000201015;Alexanderstraße
05334000000201016;Alexianergraben
05334000000201017;Alfonsstraße
05334000000201018;Alkuinstraße
05334000000201019;Alsenstraße
05334000000201020;Altdorfstraße
05334000000201023;Altstraße
05334000000201024;Altenberger Straße
05334000000201025;Am Backes
05334000000201026;Am Beverbach
05334000000201028;Am Blockhaus
05334000000201029;Am Branderhof
05334000000201030;Ambrosiusstraße
05334000000201031;Am Chorusberg
05334000000201032;Am Dorbach
05334000000201033;Am Friedrich
05334000000201034;Am Hangeweiher
05334000000201035;Am Hasselholz
05334000000201036;Am Höfling
05334000000201037;Am Hügel
05334000000201038;Karolingerstraße
05334000000201039;Elleterweg
05334000000201040;Am Kupferofen
05334000000201041;Am Lavenstein
05334000000201042;Am Neuenhof
05334000000201043;Am Pappelweiher
05334000000201044;Am Roskapellchen
05334000000201045;Am Römerhof
05334000000201046;Friedrichweg
05334000000201047;Alter Landgraben
05334000000201048;Am Viadukt
05334000000201049;Am Wassersprung
05334000000201050;Am Weberhof
05334000000201051;Am Weißenberg
05334000000201052;Am Wolf
05334000000201054;Am Ziegelweiher
05334000000201055;An den Birkenweiden
05334000000201056;An den Finkenweiden
05334000000201057;An den Frauenbrüdern
05334000000201058;An den Wurmquellen
05334000000201059;An der Ellermühle
05334000000201060;Ginsterbrücksweg
05334000000201061;An der Junkersmühle
05334000000201062;An der Kulprie
05334000000201063;An der Schanz
05334000000201064;Andréstraße
05334000000201065;Am Gut Wolf
05334000000201067;Am Adamshäuschen
05334000000201068;Annuntiatenbach
05334000000201069;An der Kapelle
05334000000201070;Am Tivoli
05334000000201071;Antoniusstraße
05334000000201072;Grünweg
05334000000201074;Hühnertalweg
05334000000201075;Arndtstraße
05334000000201076;Karlshof
05334000000201077;Arnoldstraße
05334000000201078;Karlstreppe
05334000000201079;Arthur-Kampf-Straße
05334000000201080;Atherstraße
05334000000201081;Auf Beverau
05334000000201082;Auf dem Plue
05334000000201083;Auf der Hörn
05334000000201084;Auf der Hüls
05334000000201085;Auf Krummerück
05334000000201086;Auf Vogelsang
05334000000201088;Augustinerbach
05334000000201089;Augustinergasse
05334000000201090;Augustinerplatz
05334000000201091;Aureliusstraße
05334000000201092;Aussemstraße
05334000000201093;Austraße
05334000000201094;Katzenpützweg
05334000000201095;Bachstraße
05334000000201096;Bädersteig
05334000000201097;Bärenstraße
05334000000201098;Bahnhofplatz
05334000000201099;Bahnhofstraße
05334000000201101;Barbarastraße
05334000000201102;Barbarossaplatz
05334000000201103;Klausbergweg
05334000000201104;Bayernallee
05334000000201105;Kreuzertal
05334000000201106;Beeckstraße
05334000000201107;Beethovenstraße
05334000000201108;Merlepützweg
05334000000201109;Beginenstraße
05334000000201110;Moresneter Weg
05334000000201111;Bendelstraße
05334000000201112;Bendstraße
05334000000201113;Benediktinerstraße
05334000000201114;Oberer Backertsweg
05334000000201115;Bergdriesch
05334000000201116;Bergische Gasse
05334000000201117;Bergstraße
05334000000201118;Osterweg
05334000000201119;Kaltbachgässchen
05334000000201120;Philippionsweg
05334000000201121;Revierweg
05334000000201122;Bertholdstraße
05334000000201123;Rotsiefweg
05334000000201124;Beverstraße
05334000000201125;Birkengrund
05334000000201126;Kopernikusstraße
05334000000201127;Hirschweg
05334000000201128;Bischofstraße
05334000000201129;Natternweg
05334000000201131;Südweg
05334000000201133;Trappenweg
05334000000201135;Tunnelweg
05334000000201136;Blücherplatz
05334000000201137;Simpelvelder Straße
05334000000201138;Bodelschwinghstraße
05334000000201139;Vossenweg
05334000000201140;Bonifatiusweg
05334000000201142;Borchersstraße
05334000000201150;Breslauer Straße
05334000000201151;Buchenallee
05334000000201152;Buchkremerstraße
05334000000201153;Büchel
05334000000201154;Bungert
05334000000201155;Bunsenstraße
05334000000201156;Burggrafenstraße
05334000000201157;Brüggemannstraße
05334000000201158;Brüsseler Ring
05334000000201159;Brunssumstraße
05334000000201160;Burtscheider Straße
05334000000201161;Buschhäuserweg
05334000000201162;Buschmühle
05334000000201163;Carlasiedlung
05334000000201164;César-Franck-Straße
05334000000201165;Champierweg
05334000000201167;Charles-de-Coster-Straße
05334000000201168;Charlottenstraße
05334000000201170;Chlodwigstraße
05334000000201171;Claßenstraße
05334000000201172;Clermontstraße
05334000000201173;Colynshofstraße
05334000000201174;Couvenstraße
05334000000201176;Dachsbau
05334000000201178;Dahlienweg
05334000000201179;Dahmengraben
05334000000201181;Damaschkestraße
05334000000201183;Dammstraße
05334000000201184;Danziger Straße
05334000000201185;Dedolphstraße
05334000000201187;Deliusstraße
05334000000201189;Dennewartstraße
05334000000201191;Diepenbenden
05334000000201193;Dr.-Hahn-Straße
05334000000201195;Dr.-Vitus-Metz-Straße
05334000000201197;Domhof
05334000000201199;Dresdener Straße
05334000000201201;Driescher Gässchen
05334000000201205;Drimbornstraße
05334000000201207;Drosselweg
05334000000201209;Düppelstraße
05334000000201210;Düstergasse
05334000000201211;Düsbergweg
05334000000201212;Dunantstraße
05334000000201214;Eberburgweg
05334000000201216;Eckenberger Straße
05334000000201217;Mataréstraße
05334000000201220;Eginhardstraße
05334000000201222;Eichendorffweg
05334000000201224;Eichhörnchenweg
05334000000201226;Eifelstraße
05334000000201228;Sonnenscheinstraße
05334000000201229;Eilfschornsteinstraße
05334000000201231;Eintrachtstraße
05334000000201233;Eisenbahnweg
05334000000201235;Elisabethstraße
05334000000201237;Malmedyer Straße
05334000000201239;Elsa-Brändström-Straße
05334000000201240;Elsassplatz
05334000000201241;Elsassstraße
05334000000201243;Emmastraße
05334000000201245;Engelbertstraße
05334000000201247;Entenfeld
05334000000201248;Entenpfuhler Weg
05334000000201250;Erckensstraße
05334000000201252;Erlenweg
05334000000201253;Eselsweg
05334000000201258;Europadorf
05334000000201259;Europaplatz
05334000000201260;Eynattener Straße
05334000000201261;Feldchen
05334000000201262;Feldstraße
05334000000201264;Felix-Timmermans-Straße
05334000000201266;Fichtestraße
05334000000201267;Fichthang
05334000000201268;Fischmarkt
05334000000201270;Flandrische Straße
05334000000201272;Fliederweg
05334000000201274;Försterstraße
05334000000201276;Forster Linde
05334000000201277;Forster Weg
05334000000201278;Frankenberger Straße
05334000000201279;Frankenstraße
05334000000201280;Franziskusweg
05334000000201281;Frans-Masereel-Straße
05334000000201284;Freunder Weg
05334000000201286;Aretzstraße
05334000000201287;Friedlandstraße
05334000000201288;Friedrich-Ebert-Allee
05334000000201289;Friedrichstraße
05334000000201290;Friedrich-Wilhelm-Platz
05334000000201292;Friesenstraße
05334000000201294;Fringsgraben
05334000000201296;Fuchserde
05334000000201298;Gartenstraße
05334000000201299;Gasborn
05334000000201300;Gerhart-Hauptmann-Straße
05334000000201301;Gemmenicher Weg
05334000000201302;Geschwister-Scholl-Straße
05334000000201303;Schumacherstraße
05334000000201304;Gerlachstraße
05334000000201305;Glatzer Straße
05334000000201306;Giselastraße
05334000000201307;Gleiwitzer Straße
05334000000201310;Prager Ring
05334000000201311;Goethestraße
05334000000201313;Goldbachstraße
05334000000201314;Goldberg
05334000000201315;Gottfriedstraße
05334000000201318;Gut-Dämme-Straße
05334000000201319;Grauenhofer Weg
05334000000201320;Gustav-Freytag-Straße
05334000000201321;Gregorstraße
05334000000201323;Grindelweg
05334000000201324;Gulpener Straße
05334000000201325;Großkölnstraße
05334000000201327;Grüneck
05334000000201328;Grüner Winkel
05334000000201329;Gut Steeg
05334000000201330;Guaitastraße
