strassenschluessel;bezeichnung
057620000020H0010;Abbentalsweg
057620000020H0020;Abt-Heinrich-Straße
057620000020H0030;Adalbert-Stifter-Straße
057620000020H0040;Adolf-Kolping-Straße
057620000020H0050;Adolf-Reuter-Straße
057620000020H0060;Agnes-Miegel-Straße
057620000020H0071;Albaxer Straße
057620000020H0080;Allenbergstraße
057620000020H0090;Allernbusch
057620000020H0100;Altendorfer Straße
057620000020H0110;Alter Kirchweg
057620000020H0121;Alter Postweg
057620000020H0130;Altmärker Straße
057620000020H0140;Am Anger
057620000020H0150;Am Backhaus
057620000020H0160;Am Bielenberg
057620000020H0170;Am Bollerbach
057620000020H0180;Am Brack
057620000020H0190;Am Brink
057620000020H0195;Am Dickteberg
057620000020H0200;Am Ehrenmal
057620000020H0210;Am Ellerberg
057620000020H0220;Am Feldberg
057620000020H0230;Am Freihof
057620000020H0240;Am Friedhof
057620000020H0250;Am Gehrenhof
057620000020H0260;Am Grünenberg
057620000020H0270;Am Haarborn
057620000020H0281;Am Hang
057620000020H0290;Am Heckenbrink
057620000020H0300;Am Heineberg
057620000020H0310;Am Herrenfeld
057620000020H0317;Am Kindergarten
057620000020H0318;Am Kornbrink
057620000020H0320;Am Kreuzkamp
057620000020H0331;Am Langen Acker
057620000020H0333;Am Lehmweg
057620000020H0335;Am Lennekensteine
057620000020H0340;Am Lintrott
057620000020H0350;Am Maiweg
057620000020H0360;Am Maibach
057620000020H0365;Am Markt
057620000020H0370;Am Mühlenhof
057620000020H0375;Am Neuen Tor
057620000020H0380;Am Osterberg
057620000020H0390;Am Petriwall
057620000020H0395;Am Petzberg
057620000020H0397;Am Pfarrmeierhof
057620000020H0400;Am Räuschenberg
057620000020H0410;Am Rathaus
057620000020H0420;Am Roten Turm
057620000020H0430;Am Silberbach
057620000020H0440;Am Solling
057620000020H0450;Am Südhang
057620000020H0460;Am Schäferkamp
057620000020H0469;Am Schiefberg
057620000020H0470;Am Schling
057620000020H0471;Am Schlehenbusch
057620000020H0480;Am Schloß
057620000020H0495;Am Spitzenkamp
057620000020H0500;Am Sportplatz
057620000020H0510;Am Sprung
057620000020H0520;Am Stockfeld
057620000020H0530;Am Weinhof
057620000020H0541;Am Wiehenbrink
057620000020H0550;Amselweg
057620000020H0560;An den Birnbäumen
057620000020H0570;An den Brinkhöfen
057620000020H0575;An den Flütten
057620000020H0580;An den Hopfengärten
057620000020H0590;An den Höfen
057620000020H0600;An den Teichen
057620000020H0610;An der Fähre
057620000020H0615;An der Feuerwehr
057620000020H0620;An der Freilichtbühne
057620000020H0630;An der Hardt
057620000020H0640;An der Kilianikirche
057620000020H0650;An der Kirche
057620000020H0660;An der Landwehr
057620000020H0670;An der Mauer
057620000020H0675;An der Mönchemühle
057620000020H0680;An der Petrischule
057620000020H0690;An der Schelpe
057620000020H0695;An der Steinmühle
057620000020H0700;An der Trift
057620000020H0710;An der Wilhelmshöhe
057620000020H0720;Andreasstraße
057620000020H0730;Anklytherstraße
057620000020H0740;Annastraße
057620000020H0751;Annenweg
057620000020H0760;Annetteweg
057620000020H0780;Ansgarstraße
057620000020H0790;Antoniusstraße
057620000020H0801;Apfelweg
057620000020H0810;Auf dem Kampe
057620000020H0820;Auf dem Luchte
057620000020H0830;Auf dem Schleipen
057620000020H0840;Auf den Birkenstämmen
057620000020H0850;Auf der Brede
057620000020H0851;Auf der Breun
057620000020H0855;Auf der Hurt
057620000020H0860;Auf der Neustadt
057620000020H0870;Auf der Wiese
057620000020H0880;Auguststraße
057620000020H0890;Augustastraße
057620000020H0900;Bachstraße
057620000020H0901;Astrid-Lindgren-Weg
057620000020H0910;Bahnhofstraße
057620000020H0920;Barbarastraße
057620000020H0930;Barrental
057620000020H0940;Beberstraße
057620000020H0950;Beckhausstraße
057620000020H0955;Bei Drostenwiese
057620000020H0961;Bellerburgweg
057620000020H0970;Bergstraße
057620000020H0980;Bergwinkel
057620000020H0990;Berinkhusenstraße
057620000020H1000;Berliner Platz
057620000020H1010;Birkenweg
057620000020H1020;Bismarckstraße
057620000020H1030;Blumenstraße
057620000020H1040;Bobbertweg
057620000020H1050;Bödexer Straße
057620000020H1060;Bödexer Tal
057620000020H1070;Bödexer Weg
057620000020H1080;Böhmerlandstraße
057620000020H1085;Boffzener Straße
057620000020H1091;Bollstraße
057620000020H1100;Bornstraße
057620000020H1110;Bosseborner Straße
057620000020H1120;Brakeler Straße
057620000020H1130;Braunschweiger Straße
057620000020H1135;Bredefeld
057620000020H1141;Brenkhäuser Straße
057620000020H1150;Brettmühle
057620000020H1160;Brinkstraße
057620000020H1170;Brokhusenstraße
057620000020H1180;Bröken
057620000020H1190;Bruchhäuser Straße
057620000020H1210;Brüderstraße
057620000020H1220;Brüder-Grimm-Straße
057620000020H1230;Brunnenallee
057620000020H1240;Brunnenweg
057620000020H1250;Bundesstraße
057620000020H1260;Burgfeldstraße
057620000020H1270;Burgtalstraße
057620000020H1272;Büttnerweg
057620000020H1275;Carl-Bosch-Straße
057620000020H1280;Charlottenstraße
057620000020H1290;Cheruskerweg
057620000020H1300;Corbiestraße
057620000020H1310;Corvey
057620000020H1320;Corvey-Am Hafen
057620000020H1330;Corveyer Allee
057620000020H1340;Corveyer Straße
057620000020H1351;Dahlienweg
057620000020H1360;Dahnefeldweg
057620000020H1365;Dechant-Sander-Straße
057620000020H1370;Derenbornstraße
057620000020H1380;Detmolder Straße
057620000020H1390;Dionysiusstraße
057620000020H1401;Domäne
057620000020H1410;Dorfplatz
057620000020H1415;Dreischäferberg
057620000020H1420;Driburger Straße
057620000020H1430;Drosselweg
057620000020H1440;Drosteweg
057620000020H1445;Dr. Brüning-Weg
057620000020H1450;Dr.-Frankenberg-Straße
057620000020H1460;Edlingsfeld
057620000020H1470;Eichendorffstraße
057620000020H1480;Engemundstraße
057620000020H1485;Ernst-Lülwes-Weg
057620000020H1490;Eschenberg
057620000020H1495;Eugen-Diesel-Straße
057620000020H1500;Eulenwinkel
057620000020H1510;Falkenflucht
057620000020H1520;Feldstraße
057620000020H1530;Felduxen
057620000020H1535;Ferdinand-Wagner-Weg
057620000020H1540;Ferienstraße
057620000020H1550;Finkenweg
057620000020H1561;Flachsberg
057620000020H1570;Flurstraße
057620000020H1580;Forsthausweg
057620000020H1590;Frankenweg
057620000020H1595;Franz-Kesting-Weg
057620000020H1600;Friedenstraße
057620000020H1611;Friedhofstraße
057620000020H1620;Friedrichstraße
057620000020H1630;Friedrich-Wilhelm-Weber-Straße
057620000020H1640;Friesenweg
057620000020H1650;Fürstenberger Straße
057620000020H1660;Fuhlenstraße
057620000020H1665;Fuchsbreite
057620000020H1670;Galgenstieg
057620000020H1680;Gartenstraße
057620000020H1690;Georg-Schumacher-Straße
057620000020H1700;Gerhart-Hauptmann-Straße
057620000020H1705;Gerlachstraße
057620000020H1710;Gerstenbrink
057620000020H1715;Geschwister-Waßmuth-Weg
057620000020H1720;Glockenpfuhl
057620000020H1730;Godelheimer Straße
057620000020H1740;Goethestraße
057620000020H1750;Goldbreite
057620000020H1760;Goldener Timpen
057620000020H1771;Grabenstraße
057620000020H1780;Grabtal
057620000020H1790;Grashofstraße
057620000020H1800;Grasweg
057620000020H1803;Grefenhagen
057620000020H1805;Gronefeldweg
057620000020H1810;Große Breite
057620000020H1821;Grubestraße
057620000020H1830;Grüne Mühle
057620000020H1845;Gutenbergstraße
057620000020H1850;Gutshof
057620000020H1860;Hackelbreite
057620000020H1870;Hansastraße
057620000020H1875;Hasenwinkel
057620000020H1880;Hauptstraße
057620000020H1890;Haus Brunnen
057620000020H1895;Heckenweg
057620000020H1900;Heidebrink
057620000020H1910;Heidestraße
057620000020H1920;Heiligegeiststraße
057620000020H1930;Heiligenbergstraße
057620000020H1940;Heiligengeisterholz
057620000020H1950;Heinemannstraße
057620000020H1958;Heinrich-Grote-Ring
057620000020H1960;Heinrichstraße
057620000020H1961;Heinrich-Heine-Straße
057620000020H1970;Heinser Straße
057620000020H1981;Helderweg
057620000020H1990;Hellengrund
057620000020H2001;Hellweg
