strassenschluessel;bezeichnung
05334000003202559;Sebastianusweg
05334000003203501;Am Roten Kreuz
05334000003203502;Am Wald
05334000003203503;An den Sandgruben
05334000003203504;An der Waldmeisterhütte
05334000003203505;Dachsweg
05334000003203506;Eichhornweg
05334000003203507;Eisenbahnstraße
05334000003203508;Friedhofstraße
05334000003203509;Fuchsweg
05334000003203510;Glasstraße
05334000003203511;Glücksburgweg
05334000003203512;Goethestraße
05334000003203513;Haldenstraße
05334000003203514;Hammstraße
05334000003203516;Heerweg
05334000003203517;Hermann-Löns-Straße
05334000003203518;Hamm-Mühle
05334000003203519;Igelweg
05334000003203520;Im Hirschfeld
05334000003203521;Im Rehgrund
05334000003203522;Jahnstraße
05334000003203523;Karlstraße
05334000003203524;Luchsweg
05334000003203525;Mozartstraße
05334000003203526;Münsterbachstraße
05334000003203527;Nordstraße
05334000003203528;Pastor-Keller-Straße
05334000003203529;Probsteistraße
05334000003203530;Rhenaniastraße
05334000003203531;Schnorrenfeld
05334000003203532;Gut Schwarzenbruch
05334000003203533;Sebastianusstraße
05334000003203534;Spinnereistraße
05334000003203535;Steinbachshochwald
05334000003203536;Steinbachstraße
05334000003203537;Weststraße
05334000003203538;Würselener Straße
05334000003203539;Hasencleverstraße
05334000003203540;Berthold-Wolff-Park
05334000003203548;Ahornweg
05334000003203549;Alt Breinig
05334000003203551;Am Anger
05334000003203552;Am Pampütz
05334000003203553;Am Wingertsberg
05334000003203554;Am Zännloch
05334000003203555;Am Zirkus
05334000003203556;Auf dem Acker
05334000003203557;Auf dem Eisenstein
05334000003203558;Wilhelm-Pitz-Straße
05334000003203559;Auf dem Schiefer
05334000003203560;Auf der Geiß
05334000003203561;Auf der Heide
05334000003203562;Barbarastraße
05334000003203563;Beiersfeld
05334000003203564;Bendenstraße
05334000003203565;Borngasse
05334000003203566;Brauneberg
05334000003203567;Buttergasse
05334000003203568;Corneliastraße
05334000003203569;Entengasse
05334000003203570;Eschenweg
05334000003203571;Essiger Straße
05334000003203572;Frankenstraße
05334000003203573;Gartengasse
05334000003203574;Hofgasse
05334000003203575;Hubertusstraße
05334000003203576;Im Steg
05334000003203577;In der Fahrt
05334000003203578;Kastanienweg
05334000003203579;Keltenweg
05334000003203580;Kirchgasse
05334000003203581;Kirchheid
05334000003203582;Kranichweg
05334000003203583;Neustraße
05334000003203584;Raiffeisenstraße
05334000003203585;Rehhag
05334000003203586;Rochenhaus
05334000003203587;Rönneberg
05334000003203588;Schomet
05334000003203589;Schützheide
05334000003203590;Stefanstraße
05334000003203591;Stockemer Straße
05334000003203592;Weiherstraße
05334000003203593;Weißdornweg
05334000003203594;Winterstraße
05334000003203595;Zehntweg
05334000003203596;Rudolfstraße
05334000003203597;Augustastraße
05334000003203598;Sonnenweg
05334000003203599;Bertholdstraße
05334000003203600;Clemensstraße
05334000003203601;Rolandstraße
05334000003203602;Trappegasse
05334000003203603;Rektor-Kranzhoff-Platz
05334000003203604;Brigidaweg
05334000003203605;Am Tomborn
05334000003203606;An der Hoheburg
05334000003203607;Bleiweg
05334000003203608;Breiniger Berg
05334000003203609;Duvvelor
05334000003203610;Krahfeld
05334000003203611;Rickelssief
05334000003203621;Aachener Straße
05334000003203622;Abteiblick
05334000003203623;Am Denkmal
05334000003203624;Am Felshang
05334000003203625;Am Flachsbach
05334000003203626;Am Kranensterz
05334000003203627;Am Steinbruch
05334000003203628;Atzenach
05334000003203629;Auf der Höhe
05334000003203630;Auf der Liester
05334000003203631;August-Prym-Straße
05334000003203632;Bauschenberg
05334000003203633;Bischofstraße
05334000003203635;Brockenberg
05334000003203636;Büsbacher Berg
05334000003203637;Burgstüttgen
05334000003203638;Dickenbruch
05334000003203639;Drosselweg
05334000003203640;Elgermühle
05334000003203641;Finkensiefstraße
05334000003203642;Galmeistraße
05334000003203643;Gedau
05334000003203644;Grüner Weg
05334000003203645;Habichtweg
05334000003203646;Hassenberg
05334000003203647;Heketweg
05334000003203648;Höhenkreuzweg
05334000003203649;Hostetstraße
05334000003203650;Im Priesterland
05334000003203651;In der Dell
05334000003203652;Kelmesberg
05334000003203653;Konrad-Adenauer-Straße
05334000003203655;Krähenweg
05334000003203656;Kranensterzstraße
05334000003203657;Lehmkaulweg
05334000003203658;Mühlenrötschen
05334000003203659;Obersteinstraße
05334000003203660;Peitschenweg
05334000003203661;Reitmeisterweg
05334000003203662;Schmitzacker
05334000003203663;Schöne Aussicht
05334000003203664;Gut Tannenbusch
05334000003203665;Taubenweg
05334000003203666;Tiefental
05334000003203667;Wilhelmbusch
05334000003203668;An Kurths Mühle
05334000003203669;Hof Elgermühle
05334000003203670;Marie-Juchacz-Park
05334000003203671;Münsterblick
05334000003203672;Am Lüttenhof
05334000003203683;Albert-Schweitzer-Straße
05334000003203684;Am Goepelschacht
05334000003203685;Am Lindchen
05334000003203686;Am Sender
05334000003203687;Asternweg
05334000003203688;Birkengangstraße
05334000003203689;Burgherrenstraße
05334000003203690;Burgholzer Hof
05334000003203691;Dahlienweg
05334000003203692;Distelweg
05334000003203693;Don-Bosco-Straße
05334000003203694;Duffenterstraße
05334000003203695;Eupener Straße
05334000003203696;Fliederweg
05334000003203697;Fröbelstraße
05334000003203698;Görlitzer Straße
05334000003203699;Heidestraße
05334000003203700;Hochweger Hof
05334000003203701;Höhenstraße
05334000003203702;Ilexweg
05334000003203703;Im Güldenen Morgen
05334000003203704;Josefstraße
05334000003203705;Lilienweg
