strassenschluessel;bezeichnung
05362000000401001;Adolf-Silverberg-Straße
05362000000401002;Am Berghof
05362000000401003;Am Majershof
05362000000401004;Am Priorshof
05362000000401005;Am Sandberg
05362000000401006;Am Schwarzen Kreuz
05362000000401007;Amselweg
05362000000401008;Am Tripskreuz
05362000000401009;An den Benden
05362000000401010;Arnold-Freund-Straße
05362000000401011;Augustinerallee
05362000000401012;Bahnstraße
05362000000401013;Bedburger Schweiz
05362000000401014;Bergheimer Straße
05362000000401016;Buchholzer Straße
05362000000401017;Drosselweg
05362000000401018;Eichendorffstraße
05362000000401019;Erftstraße
05362000000401020;Fasanenweg
05362000000401021;Finkenweg
05362000000401022;Frauweilerweg
05362000000401023;Friedhofstraße
05362000000401024;Friedrich-Wilhelm-Straße
05362000000401025;Gartenstraße
05362000000401026;Geddenberger Straße
05362000000401028;Goethestraße
05362000000401029;Gorch-Fock-Straße
05362000000401030;Graf-Salm-Straße
05362000000401031;Hermann-Löns-Straße
05362000000401032;Hundsgasse
05362000000401033;Im Erftbusch
05362000000401034;Johannesstraße
05362000000401035;Karlstraße
05362000000401036;Klosterstraße
05362000000401037;Kölner Straße
05362000000401038;Ladestraße
05362000000401039;Langemarckstraße
05362000000401040;Leitweg
05362000000401041;Lerchenweg
05362000000401042;Lindenstraße
05362000000401044;Ludwig-Uhland-Straße
05362000000401045;Marktplatz
05362000000401046;Meisenweg
05362000000401047;Muchhauser Straße
05362000000401048;Nachtigallenweg
05362000000401049;Neusser Straße
05362000000401050;Neustraße
05362000000401051;Oberschlager Straße
05362000000401052;Oeppenstraße
05362000000401053;Schillerstraße
05362000000401054;Schloßallee
05362000000401055;Schützenstraße
05362000000401056;Starenweg
05362000000401057;Wiesenstraße
05362000000401058;Winkelheimer Straße
05362000000401059;Lessingstraße
05362000000401060;Otto-Hahn-Straße
05362000000401061;Herderstraße
05362000000401062;Verschönerung
05362000000401063;Humboldtstraße
05362000000401064;Zufahrt Schloßparkplatz
05362000000401065;Am Zuggraben
05362000000401066;Matthias-Lammet-Straße
05362000000401067;Vetschauer Straße
05362000000401068;Willy-Brandt-Straße
05362000000401069;Johanneslust
05362000000401070;Albert-Einstein-Straße
05362000000401071;Marie-Curie-Straße
05362000000401072;Karl-Ferdinand-Braun-Straße
05362000000401073;Thomas-Edison-Straße
05362000000401074;James-Watt-Straße
05362000000401075;Max-Planck-Straße
05362000000401076;Justus-von-Liebig-Straße
05362000000401077;St.-Florian-Straße
05362000000401078;Pfarrer-Neunzig-Straße
05362000000401079;von-Droste-Hülshoff-Straße
05362000000401080;An der Wolle
05362000000401081;Am Schloss
05362000000401091;Adolf-Silverberg-Straße
05362000000401092;Akazienweg
05362000000401093;Am Finkelbach
05362000000401094;Beethovenstraße
05362000000401095;Brahmsstraße
05362000000401096;Bruchstraße
05362000000401097;Brucknerstraße
05362000000401098;Feldstraße
05362000000401099;Glescher Weg
05362000000401100;Grüner Weg
05362000000401101;Hirtenend
05362000000401102;Hubert-Hachenberg-Straße
05362000000401103;Kirdorfer Allee
05362000000401104;Kolpingstraße
05362000000401105;Leitweg
05362000000401106;Mozartstraße
05362000000401107;Offenbachstraße
05362000000401108;Pfarrer-Bodden-Straße
05362000000401109;Richard-Wagner-Straße
05362000000401110;Schumannstraße
05362000000401111;Kurt-Stöbe-Straße
05362000000401112;Im Kirchblick
05362000000401113;Echternacher Weg
05362000000401114;Zur alten Kapelle
05362000000401115;Händelstraße
05362000000401136;Agathastraße
05362000000401137;Am Schirkerhof
05362000000401138;Annastraße
05362000000401139;Antoniusstraße
05362000000401140;Augustinerallee
05362000000401141;Buschacker
05362000000401142;Gerhard-vom-Brugh-Straße
05362000000401143;In der Aue
05362000000401144;Lambertusstraße
05362000000401145;Mittelstraße
05362000000401146;Pappelallee
05362000000401147;Pastor-Busch-Straße
05362000000401148;Rupperburg
05362000000401149;Weiherstraße
05362000000401150;Gruppenklärwerk
05362000000401151;An der Biverschnell
05362000000401168;An den Gärten
05362000000401169;Butterstraße
05362000000401170;Grottenhertener Mühle
05362000000401171;Kalrather Straße
05362000000401172;Kapellenweg
05362000000401173;Kreuzgasse
05362000000401174;Margarethenstraße
05362000000401185;Adenauerstraße
05362000000401186;Ahornweg
05362000000401187;Albert-Schlangen-Straße
05362000000401188;Albert-Schweitzer-Straße
05362000000401189;Am Glockenpütz
05362000000401190;Am Pielshof
05362000000401191;Am Rathaus
05362000000401192;Am Tiergarten
05362000000401193;Am Wiedenhof
05362000000401194;Am Zelenberg
05362000000401195;An der Schießbahn
05362000000401196;Barbarastraße
05362000000401197;Beatrixstraße
05362000000401198;Brandenburger Straße
05362000000401199;Breslauer Straße
05362000000401200;Burgundische Straße
05362000000401201;Darshovener Straße
05362000000401202;De-Werth-Straße
05362000000401203;Eichenweg
05362000000401204;Epprather Straße
05362000000401205;Erlenweg
05362000000401206;Eulengasse
05362000000401207;Frankenstraße
05362000000401208;Friedrich-Ebert-Straße
05362000000401209;Gerhardstraße
05362000000401210;Graf-Wilhelm-Straße
05362000000401211;Gustav-Heinemann-Straße
05362000000401212;Hans-Böckler-Straße
05362000000401213;Harffer Schloßallee
05362000000401214;Hauptstraße
05362000000401215;Heinrichstraße
05362000000401216;Hohenholz
05362000000401217;Jülicher Straße
05362000000401218;Karl-Arnold-Straße
05362000000401219;Kettelerstraße
05362000000401220;Kiefernweg
05362000000401221;Kirchstraße
05362000000401222;Königsberger Straße
05362000000401223;Kurt-Schumacher-Straße
05362000000401224;Leuwenend
05362000000401225;Maximilianstraße
05362000000401226;Meßweg
05362000000401227;Morkener Straße
05362000000401228;Omagener Straße
05362000000401229;Oranienstraße
05362000000401230;Reinhardstraße
05362000000401231;Ricardastraße
05362000000401232;Römerstraße
05362000000401233;Rotdornweg
05362000000401234;Schubertstraße
05362000000401235;Schützendelle
05362000000401236;Stettiner Straße
05362000000401237;Stresemannstraße
05362000000401238;St.-Rochus-Straße
05362000000401239;Vikariestraße
05362000000401240;von-Hochstaden-Straße
05362000000401241;von-Sparr-Straße
05362000000401242;Wallstraße
05362000000401243;Wilhelm-Warsch-Straße
05362000000401244;Zollhausstraße
05362000000401245;Zollweg
05362000000401247;Am Sprung
05362000000401248;Friedlandstraße
05362000000401249;Heinrich-Lübke-Straße
05362000000401250;Kardinal-Frings-Straße
05362000000401251;Steifensandstraße
05362000000401252;von-Neuenahr-Straße
05362000000401253;Josef-Weckopp-Straße
05362000000401254;Planstraße 1
05362000000401255;Zufahrt Depot
05362000000401256;Carl-Benz-Straße
05362000000401257;Gottlieb-Daimler-Straße
05362000000401258;Heinrich-Hertz-Straße
05362000000401259;Nikolaus-Otto-Straße
05362000000401260;Robert-Bosch-Straße
05362000000401261;Rudolf-Diesel-Straße
05362000000401262;Werner-von-Siemens-Straße
05362000000401263;Kirchgasse
05362000000401264;Auf dem Wall
05362000000401265;Max-Beckmann-Straße
05362000000401266;Carl-Leyhausen-Allee
05362000000401267;Marie-Nauen-Straße
05362000000401268;Max-Ernst-Straße
05362000000401269;Paul-Klee-Straße
05362000000401270;August-Macke-Straße
05362000000401271;Käthe-Kollwitz-Straße
05362000000401272;Heinrich-Campendonk-Straße
05362000000401273;Reiner-Zimmermann-Straße
05362000000401274;Franz-Vosen-Straße
05362000000401275;Monte-Mare-Weg
05362000000401276;Am Bahndamm
05362000000401277;Am Fließ
05362000000401278;Am Gringel
05362000000401279;Am Harffer Kreuz
05362000000401280;Am Kölner Pfädchen
05362000000401281;Am Pfarrgarten
05362000000401282;Am Rosenstock
05362000000401283;Am Scheideweg
05362000000401284;Am Sportplatz
05362000000401285;Am Ulmenhof
05362000000401286;Breite Straße
05362000000401287;Dominikanergasse
05362000000401288;Drechslerstraße
05362000000401289;Gottesacker
05362000000401290;Hahnerhof
05362000000401291;Kaiskorb
05362000000401292;Karl-Gatzen-Straße
05362000000401293;Kleinfeld
05362000000401294;Küppersgasse
05362000000401295;Lambertsweg
05362000000401296;Lamersend
05362000000401297;Marienstraße
05362000000401298;Martin-Flücken-Straße
05362000000401299;Meftlergasse
05362000000401300;Mollsend
05362000000401301;Mühlenstraße
05362000000401302;Pützer Straße
05362000000401303;Pulverturm
05362000000401304;Ringelgasse
05362000000401305;Schulgasse
05362000000401306;St.-Martinus-Straße
05362000000401307;Weidgasse
05362000000401308;Zaunstraße
05362000000401309;Pfarrer-Dressing-Straße
05362000000401310;Brauereistraße
05362000000401311;Dr.-Hubert-Lesaar-Straße
05362000000401312;Prümer Straße
05362000000401313;Ostenhof
05362000000401326;Am Bildstock
05362000000401327;Am Gehölz
05362000000401328;An den Linden
05362000000401329;An der Spring
05362000000401330;Brunostraße
05362000000401331;Elsdorfer Straße
05362000000401332;Godefriedstraße
05362000000401333;Heinsberger Straße
05362000000401334;Im Kellergarten
05362000000401335;Im Vogelsang
05362000000401336;Oberweg
05362000000401337;Pfarrer-Stein-Straße
05362000000401338;Pfarrgasse
05362000000401339;Rödinger Straße
05362000000401340;Schwarzer Weg
05362000000401341;St.-Matthias-Straße
05362000000401342;Wynrichstraße
05362000000401343;Zum Brezelenberg
05362000000401344;Im Kamp
05362000000401345;Belmener Höfe
05362000000401346;An der Wildhecke
05362000000401347;Am Vogsberg
05362000000401348;Haus Pesch
05362000000401349;Am Veldershof
05362000000401354;Am Bach
05362000000401355;Amelner Weg
05362000000401356;Am Glockensprung
05362000000401357;Am Kleefeldchen
05362000000401358;Am Kriegersweg
05362000000401359;Anton-Heinen-Straße
05362000000401360;Kirchfeldstraße
05362000000401361;Niederembter Weg
05362000000401362;Ohndorfer Weg
05362000000401363;Pestalozzistraße
05362000000401364;Theodor-Heuss-Straße
05362000000401365;Willibrordusstraße
05362000000401366;Zur alten Mühle
05362000000401367;Pfarrer-Müllejans-Straße
05362000000401368;Desdorfer Weg
05362000000401369;Im Embegrund
05362000000401382;Am Anger
05362000000401383;Am Bergacker
05362000000401384;An der Mühle
05362000000401385;Oberembter Straße
05362000000401423;Allhovener Straße
05362000000401424;Brunnenstraße
05362000000401425;Ginnerstraße
05362000000401426;Gustav-Heinemann-Straße
05362000000401427;Hasselberg
05362000000401428;Heidklift
05362000000401429;Hohenholzer Straße
05362000000401430;Im Hamm
05362000000401431;Jahnstraße
05362000000401432;Josef-Schnitzler-Straße
05362000000401433;Kirchplatz
05362000000401434;Neue Bergstraße
05362000000401435;St.-Sebastianus-Straße
05362000000401436;Talstraße
05362000000401437;vom-Stein-Straße
05362000000401438;Pannengasse
05362000000401439;Weiler Hohenholz
05362000000401440;Am Mühlenkreuz
05362000000401441;Pastor-Wertz-Platz
05362000000401442;Am End
05362000000401453;Am Pützbach
05362000000401454;Burgstraße
05362000000401455;Eduard-Beerbaum-Straße
05362000000401456;Eifelstraße
05362000000401457;Erkelenzer Straße
05362000000401458;Etgendorfer Straße
05362000000401459;Friedrich-Neukirchen-Straße
05362000000401460;Germaniastraße
05362000000401461;Heidberg
05362000000401462;Höhenweg
05362000000401463;Karlstraße
05362000000401464;Lichweg
05362000000401465;Lipper Berg
05362000000401466;Lipper Markt
05362000000401467;Margaretenhöhe
05362000000401468;Millendorfer Straße
05362000000401470;Oppendorfer Straße
05362000000401471;Robert-Koch-Straße
05362000000401472;Röntgenstraße
05362000000401473;Sauerbruchstraße
05362000000401474;Schulpfad
05362000000401475;St.-Ursula-Weg
05362000000401476;Ulmenweg
05362000000401477;Virchowstraße
05362000000401478;Ziegeleistraße
05362000000401479;Flemingstraße
05362000000401480;Am Ringofen
05362000000401481;Eisvogelweg
05362000000401482;Sanyallee
05362000000401483;Carl-von-Ossietzky-Ring
05362000000401484;Ludwig-Quidde-Straße
05362000000401485;Ricardagärten
05362000000401486;Wolfsruhe
05362000000401487;Am Waldrand
05362000000401488;Zur Alten Burg
05362000000401515;Etgendorf
05362000000401516;Hubertusstraße
05362000000401517;Schunkenhof
05362000000401518;Zur Gaulshütte
05362000000401524;Auf dem Mertesberg
05362000000401525;Feldburg
05362000000401526;Hochstraße
05362000000401527;Kasterer Straße
05362000000401528;Laubenstraße
05362000000401529;Nepomukstraße
05362000000401530;Schmiedestraße
05362000000401536;Burgring
05362000000401537;Farnweg
05362000000401538;Fliederweg
05362000000401539;Frauweilerring
05362000000401540;Friedensstraße
05362000000401541;Garsdorfer Straße
05362000000401542;Ginsterweg
05362000000401543;Gommershoven
05362000000401544;Gommershovener Weg
05362000000401545;Grevenbroicher Straße
05362000000401546;Holtroper Straße
05362000000401547;Im Grund
05362000000401548;Josefstraße
05362000000401549;Maarweg
05362000000401550;Margeritenweg
05362000000401551;Mohnweg
05362000000401552;Rather Mühle
05362000000401553;Rather Weg
05362000000401554;Rosenweg
05362000000401555;St.-Lucia-Straße
05362000000401556;Frauweilerhof
05362000000401557;Birkenweg
05362000000401558;Gut Stolzenberg
05362000000401559;Gürather Höhe
05362000000401560;Alte Frauweilerstraße
05362000000401561;Gut Marienaue
05362000000401562;Gut Spenrath
05362000000401563;Corneliusweg
05362000000499999;Bedburg
