strassenschluessel;bezeichnung
05774000001200050;Ahornweg
05774000001200070;Akazienweg
05774000001200100;Alfener Kirchweg
05774000001200200;Altenaustraße
05774000001200300;Alter Kirchweg
05774000001200310;Alter Hahnweg
05774000001200400;Am Almehang
05774000001200410;Am Bahneinschnitt
05774000001200500;Am Bogen
05774000001200600;Am Dorfteich
05774000001200710;Am Ehrenmal
05774000001200800;Eschenkamp
05774000001200900;Am Glockenstuhl
05774000001200950;Am Hartmannshof
05774000001201000;Am Holtsaut
05774000001201100;Am Kleeberg
05774000001201210;Am Knick
05774000001201300;Kötterhagen
05774000001201400;Am Kottenberg
05774000001201430;Am Mallinckrodtpark
05774000001201500;Am Rüenmarkt
05774000001201600;Amselweg
05774000001201700;Am Sonneneck
05774000001201720;Am Spielplatz
05774000001201750;Am Turnplatz
05774000001201800;Amtsweg
05774000001201900;Am Wallgraben
05774000001202000;Am Knocken
05774000001202090;Am Solmerge
05774000001202100;An den Steinkisten
05774000001202200;An der Altenau
05774000001202300;An der Trappe
05774000001202400;An der Trift
05774000001202500;Auf dem Bühl
05774000001202510;Anhalter Weg
05774000001202600;Auf dem Heg
05774000001202650;Auf dem Kerslah
05774000001202655;Auf der Rute
05774000001202700;Auf der Schanze
05774000001202720;Bühlberg
05774000001202750;Auf der Schweiz
05774000001202810;Asternweg
05774000001202900;Bachstraße
05774000001203000;Bahnhofstraße
05774000001203010;Bänkelweg
05774000001203100;Bäumerweg
05774000001203200;Beerengrund
05774000001203250;Beim Kampe
05774000001203310;Bellenstraße
05774000001203400;Bergstraße
05774000001203500;Bleichstraße
05774000001203510;Brandenburger Weg
05774000001203600;Bohnenkamp
05774000001203620;Burggraben
05774000001203630;Bomerfeld
05774000001203650;Bonifatiusstraße
05774000001203700;Bohmweg
05774000001203740;Bökerweg
05774000001203800;Bornweg
05774000001203900;Birkenweg
05774000001204000;Buchenhof
05774000001204100;Bülte
05774000001204200;Burgstraße
05774000001204260;Burgweg
05774000001204300;Buschfeld
05774000001204400;Dahlbergweg
05774000001204500;Dahler Straße
05774000001204600;Dahlienweg
05774000001204650;Dahlscher Weg
05774000001204700;Diekberg
05774000001204800;Dörenhagener Straße
05774000001204850;Dolskamp
05774000001204910;Dorfstraße
05774000001204950;Dorstenfeld
05774000001205000;Drosselweg
05774000001205100;Drostenstraße
05774000001205110;Eichenweg
05774000001205200;Ebbinghauser Straße
05774000001205250;Forsthaus Eggeringhausen
05774000001205300;Eggestraße
05774000001205410;Eichsfeld
05774000001205450;Gut Eiferslohn
05774000001205500;Eulenberg
05774000001205600;Finkenweg
05774000001205650;Fischteiche
05774000001205700;Fliederweg
05774000001205800;Florianstraße
05774000001205900;Frankenweg
05774000001206000;Friedhofsweg
05774000001206100;Füllekengrund
05774000001206200;Gartenstraße
05774000001206225;Gellinger Weg
05774000001206250;Gellinghausen
05774000001206300;Ginsterweg
05774000001206320;Hirgenstraße
05774000001206400;Goldregenweg
05774000001206500;Grüner Weg
05774000001206550;Gut Wilhelmsburg
05774000001206600;Haarener Straße
05774000001206700;Hauptstraße
05774000001206760;Haxterberg
05774000001206800;Heinrichstraße
05774000001206900;Hellenberg
05774000001206920;Hellhof
05774000001207000;Hessenberg
05774000001207050;Hilgenweg
05774000001207070;Hinter der Lanfert
05774000001207100;Hissenberg
05774000001207200;Höhenweg
05774000001207300;Hohlweg
05774000001207380;Holsteiner Weg
05774000001207400;Hubertusstraße
05774000001207425;Hugo-Koch-Weg
05774000001207450;Husener Weg
05774000001207510;Im Birkeneck
05774000001207520;Johannesstraße
05774000001207600;Im Kirchenfelde
05774000001207700;Im Mirsch
05774000001207750;Im Winkel
05774000001207770;Josefstraße
05774000001207790;Kastanienweg
05774000001207800;Kattenecke
05774000001207900;Kirchborchener Straße
05774000001207960;Kirchborchener Straße
05774000001208010;Kirchstraße
05774000001208100;Knappenweg
05774000001208200;Kreuzricke
05774000001208300;Krummes Ohr
05774000001208350;Kümerschlag
05774000001208380;Lerchenweg
05774000001208400;Laurentiusstraße
05774000001208430;Leinertsberg
05774000001208500;Liboriusstraße
05774000001208600;Liethberg
05774000001208650;Limberg
05774000001208700;Lindenweg
05774000001208750;Lümmergen
05774000001208800;Mallinckrodtstraße
05774000001208810;Mecklenburger Weg
05774000001208900;Marienstraße
05774000001209000;Meinwerkstraße
05774000001209050;Lechtenberg
05774000001209100;Meinolfusstraße
05774000001209150;Meisenweg
05774000001209160;Melschen Kamp
05774000001209170;Menkenfeld
05774000001209200;Merschweg
05774000001209300;Michaelstraße
05774000001209400;Mühlbachtal
05774000001209450;Mühlenbergweg
05774000001209500;Mühlenweg
05774000001209510;Nikolaus-Otto-Straße
05774000001209550;Parkstraße
05774000001209610;Mühlenwinkel
05774000001209620;Müllmerg
05774000001209700;Ortberg
05774000001209760;Pirolweg
05774000001209800;Paderborner Straße
05774000001209810;Querweg
05774000001209850;Pommernweg
05774000001209900;Pöppenweg
05774000001210000;Rahmental
05774000001210100;Ranzenberg
05774000001210200;Rauher Berg
05774000001210300;Remmert
05774000001210400;Ringstraße
05774000001210500;Ritterholz
05774000001210600;Rosenstraße
05774000001210610;Rotdornweg
05774000001210670;Robert-Bosch-Straße
05774000001210700;Römerweg
05774000001210800;Rudolf-Diesel-Straße
05774000001210910;Sachsenweg
05774000001211000;Salzkottener Straße
05774000001211100;Salzstraße
05774000001211200;Schauernweg
05774000001211300;Schlesierweg
05774000001211330;Schloß Hamborn
05774000001211360;Schmalzgrube
05774000001211410;Schöne Aussicht
05774000001211420;Schören
05774000001211500;Schulstraße
05774000001211600;Schützenstraße
05774000001211700;Schwabenweg
05774000001211705;Schwarzenberger Straße
05774000001211710;Sperenberger Straße
05774000001211750;Sebastianstraße
05774000001211800;Sehrtweg
05774000001211900;Siekenweg
05774000001212000;Sonnenbergstraße
05774000001212050;Sonnenhügel
05774000001212100;Stadtweg
05774000001212130;Stapelsberg
05774000001212160;Stapelsgrund
05774000001212200;Steinweg
05774000001212300;Stemberg
05774000001212400;Sternstraße
05774000001212450;Strothe
05774000001212500;Talweg
05774000001212600;Tannenweg
05774000001212620;Thüringer Weg
05774000001212700;Triftweg
05774000001212800;Tudorfer Straße
05774000001212900;Twete
05774000001213000;Unter der Burg
05774000001213100;Unterm Berge
05774000001213200;Unterm Hahnen
05774000001213300;Veilchenweg
05774000001213350;Vitusstraße
05774000001213400;Walburgisstraße
05774000001213510;Warburger Straße
05774000001213550;Weckerkamp
05774000001213600;Wegelange
05774000001213700;Wehrstraße
05774000001213720;Weidekamp
05774000001213750;Westernecke
05774000001213800;Westernstraße
05774000001213850;Neuenhöfe
05774000001213900;Westfalenweg
05774000001214010;Wewersche Straße
05774000001214050;Wiesenweg
05774000001214070;Wilhelmweg
05774000001214100;Zum Freistuhl
05774000001214200;Zur Dicken Linde
05774000001214300;Zur Kapelle
05774000001214400;Zur Lohne
057740000012=2961;Paderborn Hbf, W 5 - Brilon Wald
057740000012G2001;An der Bülte
057740000012G2003;An der Sähre
057740000012G2005;An der Trift
