strassenschluessel;bezeichnung
05770000003209001;Alte Poststraße
05770000003209002;Am Hang
05770000003209003;Ammerweg
05770000003209004;Am Wiehen
05770000003209005;Auf dem Steinacker
05770000003209006;Auf der Bergbrede
05770000003209007;Auf der Kuhlbrede
05770000003209008;Auf der Lake
05770000003209009;Auf der Riehe
05770000003209010;Aulhauser Weg
05770000003209011;Barkhauser Weg
05770000003209012;Blumenstraße
05770000003209013;Böllingsbrink
05770000003209015;Burkamp
05770000003209016;Düsterstraße
05770000003209017;Edelweißstraße
05770000003209018;Elsterweg
05770000003209019;Erbeweg
05770000003209020;Fährstraße
05770000003209021;Fasanenweg
05770000003209022;Feldstraße
05770000003209023;Flurweg
05770000003209024;Freiherr-vom-Stein-Straße
05770000003209025;Friedrich-Ebert-Straße
05770000003209026;Goethestraße
05770000003209027;Häverstädter Weg
05770000003209028;Heinrichstraße
05770000003209029;Hoher Weg
05770000003209030;Ida-Ströver-Straße
05770000003209031;Jägerweg
05770000003209032;Kaiserstraße
05770000003209033;Kampstraße
05770000003209034;Kapellenweg
05770000003209035;Kapellenwinkel
05770000003209036;Kreisstraße
05770000003209037;Lannertstraße
05770000003209038;Meisenweg
05770000003209039;Neue Friedhofstraße
05770000003209040;Niedernfeldweg
05770000003209041;Niedersachsenstraße
05770000003209042;Obere Breede
05770000003209043;Osterfeldstraße
05770000003209044;Pfarrstraße
05770000003209045;Philosophenweg
05770000003209046;Portastraße
05770000003209047;Reihenweg
05770000003209048;Rieheweg
05770000003209049;Sackstraße
05770000003209050;Schulstraße
05770000003209051;Schwartze Straße
05770000003209052;Steinstraße
05770000003209053;Stresemannstraße
05770000003209054;Stufenweg
05770000003209055;Unter den Tannen
05770000003209056;Untere Breede
05770000003209057;Unterm Berge
05770000003209058;Wachtelweg
05770000003209059;Wendeweg
05770000003209060;Werraweg
05770000003209061;Weserufer
05770000003209062;Wiesenweg
05770000003209063;Winkelstraße
05770000003209065;Dürerweg
05770000003209066;Mittlere Breede
05770000003209067;Füllenkamp
05770000003209068;An der Weide
05770000003209069;An der Landwehr
05770000003209070;Porta-Allee
05770000003209071;Paul-Ehrlich-Straße
05770000003209072;Hans-Nolte-Straße
05770000003209073;Vogelparadies
05770000003209074;Unterm Willem
05770000003209075;An der Erzbahn
05770000003209081;Azaleenweg
05770000003209082;Baumstraße
05770000003209083;Bienenkamp
05770000003209084;Blumenhain
05770000003209085;Breedekamp
05770000003209086;Dammweg
05770000003209087;Eternhop
05770000003209088;Flughafen
05770000003209089;Gutsstraße
05770000003209090;Heerweg
05770000003209091;Im Kirchfeld
05770000003209092;Kanzelweg
05770000003209093;Lithweg
05770000003209094;Maschweg
05770000003209095;Nesselweg
05770000003209099;Vennebecker Straße
05770000003209100;Zu den Teichen
05770000003209101;Holzhauser Straße
05770000003209102;Schafstall
05770000003209103;Zum Südlichen See
05770000003209106;Ahmserort
05770000003209107;Ahmserorter Weg
05770000003209108;Albert-Schweitzer-Straße
05770000003209109;Allensteiner Straße
05770000003209110;Alter Kirchweg
05770000003209111;Am Twiesbach
05770000003209112;An der Windmühle
05770000003209113;Arminstraße
05770000003209114;Aue
05770000003209115;Bahnhofstraße
05770000003209116;Berliner Straße
05770000003209117;Boskettstraße
05770000003209118;Brandströmstraße
05770000003209119;Bruchfeld
05770000003209120;Bruchhof
05770000003209121;Brünnerstraße
05770000003209122;Buschweg
05770000003209123;Charlottenstraße
05770000003209124;Die Emme
05770000003209125;Dillenstraße
05770000003209126;Eisberger Kirchweg
05770000003209127;Eisberger Straße
05770000003209128;Emmstraße
05770000003209129;Fischerstadt
05770000003209130;Fischteich
05770000003209131;Fliederstraße
05770000003209132;Fülmer Straße
05770000003209133;Gerhardstraße
05770000003209134;Goltzenburg
05770000003209135;Grüner Winkel
05770000003209136;Habichthorst
05770000003209137;Hildburgstraße
05770000003209138;Hückerbrink
05770000003209139;Humboldtstraße
05770000003209140;Im Geist
05770000003209141;Kantstraße
05770000003209142;Karolinenstraße
05770000003209143;Kleiserbrink
05770000003209144;Kreuzbreite
05770000003209145;Krietenhof
05770000003209146;Kükenbrink
05770000003209147;Kurzer Weg
05770000003209148;Lammerbach
05770000003209149;Lehmkuhle
05770000003209150;Libellenweg
05770000003209151;Martin-Luther-Weg
05770000003209152;Martinstraße
05770000003209153;Oberer Edeling
05770000003209154;Pappelstraße
05770000003209155;Pommernstraße
05770000003209156;Raiffeisenstraße
05770000003209157;Ravensberger Straße
05770000003209158;Regensbruch
05770000003209159;Restebrink
05770000003209160;Ritterstraße
05770000003209161;Rote Wand
05770000003209162;Rüdeort
05770000003209163;Schaumburger Straße
05770000003209164;Scherfling
05770000003209165;Scheunenkamp
05770000003209166;Schiffstal
05770000003209167;Schnatbach
05770000003209168;Stephanstraße
05770000003209169;Unterer Edeling
05770000003209170;Waterbusch
05770000003209171;Weinsberg
05770000003209172;Werderweg
05770000003209173;Weserstraße
05770000003209174;Wilhelminenstraße
05770000003209175;Drostenfeld
05770000003209176;Meierbreite
05770000003209177;Sperberweg
05770000003209178;Im Zehnten
05770000003209179;Weihenweg
05770000003209180;Auf den Drohnen
05770000003209181;Arminiusweg
05770000003209182;Rohen Feld
05770000003209191;Albersburg
05770000003209192;Am Jungfernholz
05770000003209193;Am Schwimmbad
05770000003209194;Am Wiedemannskopf
05770000003209195;Amselbrink
05770000003209196;Asternweg
05770000003209197;Auf dem Kampe
05770000003209198;Brinkweg
05770000003209199;Brombeerweg
05770000003209200;Burggraben
05770000003209202;Fähranger
05770000003209203;Falkenstraße
05770000003209204;Faulensiek
05770000003209205;Findelsbrink
05770000003209206;Findelsgrund
05770000003209207;Findelshöhe
05770000003209208;Findelstraße
05770000003209209;Frettholzweg
05770000003209210;Gänsekamp
05770000003209211;Glockenbrink
05770000003209212;Hackfeldstraße
05770000003209213;Hafergrund
05770000003209214;Hauptstraße
05770000003209215;Heckenrosenweg
05770000003209217;Heideweg
05770000003209218;Hermannstraße
05770000003209219;Hinter der Kirche
05770000003209220;Hoher Brink
05770000003209221;Hohler Weg
05770000003209222;Hoppenstraße
05770000003209223;Im Werder
05770000003209224;Im Wiesengrund
05770000003209225;Jakobsberg
05770000003209226;Kampweg
05770000003209227;Kempstraße
05770000003209228;Kiefernweg
05770000003209229;Kiekenbrink
05770000003209230;Kirchhofsweg
05770000003209231;Kirchsiek
05770000003209232;Kleinschmidtskamp
05770000003209233;Krahenbrink
05770000003209234;Kronenbrink
05770000003209235;Kronenweg
05770000003209236;Lessingweg
05770000003209237;Mindener Weg
05770000003209238;Nachtigallenweg
05770000003209239;Nammer Weg
05770000003209240;Oebkenbrink
05770000003209241;Ortsstraße
05770000003209242;Platte Weide
05770000003209243;Schalksburgstraße
05770000003209244;Schlesische Straße
05770000003209245;Schloßbrink
05770000003209246;Schneckenstraße
05770000003209247;Schützengrund
05770000003209248;Schützenstraße
05770000003209249;Schwartzen Brink
05770000003209250;Sonnenhang
05770000003209251;Sprengelweg
05770000003209252;Tannenhöhe
05770000003209253;Tieloserfeld
05770000003209254;Tieloserweg
05770000003209255;Turmblick
05770000003209256;Unter dem Friedhof
05770000003209257;Veltheimer Straße
05770000003209258;Vlothoer Straße
05770000003209259;Waldweg
05770000003209260;Weißdornweg
05770000003209261;Wiebehowe
05770000003209262;Hainholzweg
05770000003209263;Anne-Frank-Straße
05770000003209264;Unter der Schalksburg
05770000003209265;Richard-Wagner-Straße
05770000003209266;Hermann-Braun-Straße
05770000003209267;Am Bergsportplatz
05770000003209268;Schalksburgpassage
05770000003209269;Gustav-Pinkus-Straße
05770000003209270;Waterloostraße
05770000003209271;Buchenkamp
05770000003209272;Homanns Kamp
05770000003209273;Hausberger Schweiz
05770000003209274;Am Weinberg
05770000003209276;Rosemeiers Brink
05770000003209281;Am Anger
05770000003209282;Am Berge
05770000003209283;Am Busch
05770000003209284;Am Holtkamp
05770000003209285;Am Obstgarten
05770000003209286;Arndtweg
05770000003209287;Brinkgarten
05770000003209288;Burgstätte
05770000003209289;Erlenweg
05770000003209290;Eschweg
05770000003209291;Feenweg
05770000003209292;Fröbelweg
05770000003209293;Händelstraße
05770000003209294;Holtruper Straße
05770000003209295;Hülsenweg
05770000003209296;Im Heestern
05770000003209297;Im Twellsiek
05770000003209298;In Vössen
05770000003209299;Kriegerweg
05770000003209300;Nordweg
05770000003209301;Oberloh
05770000003209302;Postweg
05770000003209303;Rehwinkel
05770000003209304;Römerring
05770000003209305;Sauerbruchstraße
05770000003209306;Schloßberg
05770000003209307;Schmalenbachweg
05770000003209308;Schmiedebrink
05770000003209309;Staffelweg
05770000003209310;Twellsiekstraße
05770000003209311;Unterloh
05770000003209312;Unterm Brink
05770000003209313;Vennebachstraße
05770000003209314;Vössener Straße
05770000003209315;Wulfshagen
05770000003209317;Osterkamp
05770000003209318;Borlefzener Kirchweg
05770000003209319;Oberfeldstraße
05770000003209320;Südstraße
05770000003209326;Am Hainebuch
05770000003209327;Am Heesen
05770000003209329;Am Kruge
05770000003209330;Am Küffel
05770000003209331;Am Schnakenborn
05770000003209332;Amorkamp
05770000003209333;An der Autobahn
05770000003209334;An der Eisenbahn
05770000003209335;Bornholzweg
05770000003209336;Breslauer Straße
05770000003209337;Brökerskamp
05770000003209338;Bruchmühlenweg
05770000003209339;Costedter Straße
05770000003209340;Danziger Straße
05770000003209341;Eichenweg
05770000003209342;Ellerburger Straße
05770000003209345;Ellernstraße
05770000003209346;Forellenweg
05770000003209347;Frankenring
