strassenschluessel;bezeichnung
05374000003600001;Albertstraße
05374000003600002;Alte Landstraße
05374000003600003;Altendorf
05374000003600004;Altenhof
05374000003600005;Am Graben
05374000003600006;Am Grimmelsberg
05374000003600007;Am Hölterhof
05374000003600008;Am Kattenbusch
05374000003600009;Am Kollenberg
05374000003600010;Am Krankenhaus
05374000003600011;Am Kreuz
05374000003600012;Am Leimholer Berg
05374000003600013;Am Mühlenkämpchen
05374000003600014;Am Pferdefeld
05374000003600015;Amselweg
05374000003600016;Am Telegraf
05374000003600017;Am Wallenberg
05374000003600018;Am Weißpfennig
05374000003600019;An der Eick
05374000003600020;An der Lohmühle
05374000003600021;Andreasstraße
05374000003600022;Auf der Brede
05374000003600023;Auf der Höh
05374000003600024;Auf'm Hagen
05374000003600025;Auf'm Winkel
05374000003600026;An der Wildbahn
05374000003600027;Bahnhof Bergerhof
05374000003600028;Bahnhof Dahlerau
05374000003600029;Bahnhof Dahlhausen
05374000003600030;Bahnhofstraße
05374000003600031;Bahnstraße
05374000003600032;Beck
05374000003600032;Beck
05374000003600033;Berg
05374000003600034;Bergstraße
05374000003600035;Bernd-Rosemeyer-Straße
05374000003600036;Birken
05374000003600037;Birkenweg
05374000003600038;Bischof-Bornewasser-Straße
05374000003600039;Blumenstraße
05374000003600040;Böhlefeldshaus
05374000003600041;Borbeck
05374000003600042;Börkel
05374000003600043;Born
05374000003600044;Braake
05374000003600045;Brebach
05374000003600046;Bredderstraße
05374000003600047;Brückenstraße
05374000003600048;Brunsheide
05374000003600049;Brunshöh
05374000003600050;Burgstraße
05374000003600051;Buschsiepen
05374000003600052;Carl-Diem-Straße
05374000003600053;Dahler Straße
05374000003600054;Dahlhauser Straße
05374000003600055;Dahlienstraße
05374000003600056;Dannenbaum
05374000003600057;Danziger Straße
05374000003600058;Dehnerhofstraße
05374000003600059;Diepenbruch
05374000003600060;Dieplingsberg
05374000003600061;Dietrich-Bonhoeffer-Straße
05374000003600063;Drosselweg
05374000003600064;Dünnwald
05374000003600065;Eich
05374000003600066;Eistringhausen
05374000003600067;Elberfelder Straße
05374000003600068;Elbinger Straße
05374000003600069;Erlenbach
05374000003600070;Espert
05374000003600071;Espertstraße
05374000003600072;Feckinghausen
05374000003600073;Feldmannshaus
05374000003600074;Feldstraße
05374000003600075;Felsenbeck
05374000003600076;Fichtenweg
05374000003600077;Filde
05374000003600078;Filderheide
05374000003600079;Finkensiepen
05374000003600080;Finkenweg
05374000003600081;Flurstraße
05374000003600082;Freiligrathstraße
05374000003600083;Freudenberg
05374000003600085;Friedrichstraße
05374000003600086;Friesenstraße
05374000003600087;Froweinstraße
05374000003600088;Fuhr
05374000003600089;Funkenhausen
05374000003600090;Gartenstraße
05374000003600091;Geilensiepen
05374000003600092;Goethestraße
05374000003600093;Grabenstraße
05374000003600094;Grafweg
05374000003600095;Griesensiepen
05374000003600096;Grüne
05374000003600097;Grünentaler Straße
05374000003600098;Grünstraße
05374000003600099;Grunewald
05374000003600100;Gewerbestraße
05374000003600101;Hahnenberg
05374000003600102;Harbeck
05374000003600103;Hardt
05374000003600104;Hardtbach
05374000003600105;Hardtstraße
05374000003600106;Heide
05374000003600107;Heidersteg
05374000003600108;Heidt
05374000003600109;Herbeck
05374000003600110;Herbecker Straße
05374000003600111;Herderstraße
05374000003600112;Herkingrade
05374000003600113;Hermann-Löns-Weg
05374000003600115;Hermannstraße
05374000003600116;Hinüber
05374000003600117;Hochsteinstraße
05374000003600118;Hohenfuhrstraße
05374000003600119;Hohenstraße
05374000003600120;Hohenzollernstraße
05374000003600121;Höhweg
05374000003600123;Hölterhofer Straße
05374000003600124;Höltersiepen
05374000003600125;Hönde
05374000003600126;Hönderbruch
05374000003600127;Honsberger Straße
05374000003600128;Hückeswagener Straße
05374000003600129;Hulverscheidt
05374000003600130;Hürxtal
05374000003600131;Im Busch
05374000003600132;Im Hagen
05374000003600133;Im Holte
05374000003600134;Im Kamp
05374000003600135;Im Klimop
05374000003600136;Im Springel
05374000003600137;Im Walde
05374000003600138;Im Wiesengrund
05374000003600139;Im Wildental
05374000003600140;In den Höfen
05374000003600141;Industriestraße
05374000003600142;Ispingrade
05374000003600143;Ispingrader Straße
05374000003600144;Jägershaus
05374000003600145;Jahnstraße
05374000003600146;Jakobsholt
05374000003600147;Jung-Stilling-Weg
05374000003600148;Justus-von-Liebig-Straße
05374000003600149;Kaffekanne
05374000003600150;Kaiserstraße
05374000003600151;Kantstraße
05374000003600152;Karl-Goerdeler-Straße
05374000003600153;Karlshöh
05374000003600154;Karthausen
05374000003600155;Kattenbusch
05374000003600156;Kettlershaus
05374000003600157;Keilbecker Straße
05374000003600158;Kirchstraße
05374000003600159;Klaukenburg
05374000003600160;Kleinsiepen
05374000003600161;Knefelskamp
05374000003600162;Kohlstraße
05374000003600163;Kölner Straße
05374000003600164;Kolpingstraße
05374000003600165;Kottenstraße
05374000003600166;Köttershaus
05374000003600167;Kottmannshausen
05374000003600168;Krankenhausstraße
05374000003600169;Kräwinkel
05374000003600171;Krebsöge
05374000003600172;Krebsögersteg
05374000003600173;Kreuzstraße
05374000003600174;Kronenberg
05374000003600175;Kurze Straße
05374000003600176;Laakbaum
05374000003600177;Laake
05374000003600178;Lambeck
05374000003600179;Lambecker Mühle
05374000003600180;Landwehr
05374000003600181;Langenkamp
05374000003600182;Leimhol
05374000003600183;Leimholer Mühle
05374000003600184;Leimholer Straße
05374000003600185;Lessingstraße
05374000003600186;Leye
05374000003600187;Lichteneichen
05374000003600188;Linde
05374000003600189;Lindenstraße
05374000003600190;Lohengrinstraße
05374000003600191;Lorenzhaus
05374000003600192;Lünsenburg
05374000003600193;Ludwig-Beck-Straße
05374000003600194;Margaretenstraße
05374000003600195;Markt
05374000003600196;Mermbach
05374000003600197;Milspe
05374000003600198;Mittelstraße
05374000003600199;Möllersbaum
05374000003600200;Montanusplatz
05374000003600201;Mozartstraße
05374000003600202;Mühlenstraße
05374000003600203;Muskatorstraße
05374000003600204;Mermbacher Straße
05374000003600205;Nadelsiepen
05374000003600207;Nelkenstraße
05374000003600208;Neuenhammer
05374000003600209;Neuenhof
05374000003600210;Neue Landstraße
05374000003600211;Neuenhaus
05374000003600212;Neuland
05374000003600213;Neustraße
05374000003600214;Nibelungenstraße
05374000003600215;Niederdahl
05374000003600216;Niedernfeld
05374000003600217;Niederwönkhausen
05374000003600218;Nordstraße
05374000003600219;Oberbuschsiepen
05374000003600220;Oberdahl
05374000003600221;Oberdahlhausen
05374000003600222;Obergraben
05374000003600223;Obergrunewald
05374000003600224;Oberkarthausen
05374000003600225;Oberm Kümpel
05374000003600226;Obernfeld
05374000003600227;Obernhof
05374000003600228;Oberönkfeld
05374000003600229;Oberschmittensiepen
05374000003600230;Oberste Mühle
05374000003600231;Oderstraße
05374000003600232;Oede Schlenke
05374000003600233;Oege
05374000003600234;Önkfeld
05374000003600235;Oststraße
05374000003600236;Otto-Hahn-Straße
05374000003600237;Pastoratshof
05374000003600238;Plumbeck
05374000003600239;Poststraße
05374000003600240;Raderberg
05374000003600241;Rädereichen
05374000003600242;Rader Straße
05374000003600243;Rechelsiepen
05374000003600244;Remlingrade
05374000003600245;Richard-Wagner-Straße
05374000003600246;Ritter-von-Halt-Straße
05374000003600247;Rochollsberg
05374000003600248;Rochollstraße
05374000003600249;Rosenstraße
05374000003600250;Rudolf-Harbig-Straße
05374000003600251;Röntgenstraße
05374000003600252;Scheidt
05374000003600253;Schillerstraße
05374000003600254;Schlechtenbeck
05374000003600255;Schmittensiepen
05374000003600256;Schnellental
05374000003600257;Schröderweg
05374000003600258;Schüttendeich
05374000003600259;Schützenstraße
05374000003600260;Werner-Seelenbinder-Straße
05374000003600261;Siedlungsweg
05374000003600262;Siepen
05374000003600263;Siepenstraße
05374000003600264;Sieplenbusch
05374000003600265;Sondern
05374000003600266;Sportplatz Dahlhausen
05374000003600267;Stoote
05374000003600268;Stooter Mühle
05374000003600269;Studberg
05374000003600270;Südstraße
05374000003600271;Schubertstraße
05374000003600272;Stauffenbergstraße
05374000003600273;Tanne
05374000003600274;Tannenbergweg
05374000003600275;Tannhäuserweg
05374000003600276;Telegrafenstraße
05374000003600277;Tiefestraße
05374000003600278;1.Uelfe
05374000003600279;2.Uelfe
05374000003600280;3.Uelfe
05374000003600281;4.Uelfe
05374000003600282;Uelfebad
05374000003600283;Uelfestraße
05374000003600284;Uelfe-Wuppertal-Straße
05374000003600285;Umbeck
05374000003600286;Ümminghausen
05374000003600287;Untergraben
05374000003600288;Unterm Busch
05374000003600289;Unterste Mühle
05374000003600290;Vogelshaus
05374000003600291;Vogelsmühle
05374000003600292;Vor der Heide
05374000003600293;Vor der Mark
05374000003600294;Vorm Baum
05374000003600295;Vorm Holte
05374000003600296;Waar
05374000003600297;Waldstraße
05374000003600298;Walkmüllersiepen
05374000003600299;Wasserturmstraße
05374000003600300;Weidenweg
05374000003600301;Wellershausen
05374000003600302;Wellringrade
05374000003600303;Westfalenstraße
05374000003600304;Weststraße
