strassenschluessel;bezeichnung
05166000002413001;Amselweg
05166000002413002;Am Dorfweiher
05166000002413003;An St. Georg
05166000002413004;Antoniusstraße
05166000002413005;An St. Anton
05166000002413006;Amerner Benden
05166000002413007;Bahnstraße
05166000002413010;Birkenweg
05166000002413013;Boisheimer Straße
05166000002413016;Bruchweg
05166000002413019;Brüggener Hütte
05166000002413022;Brüggener Weg
05166000002413025;Buschweg
05166000002413028;Dahlienweg
05166000002413029;Dietrich-Bonhoeffer-Str.
05166000002413030;Dorffeld
05166000002413031;Dorfstraße
05166000002413032;Dopbusch
05166000002413034;Eichendorffstraße
05166000002413037;Eichenweg
05166000002413040;End
05166000002413043;Felderseite
05166000002413046;Fichtenstraße
05166000002413047;Finkenweg
05166000002413049;Fliederweg
05166000002413052;Friedhofstraße
05166000002413055;Frankenmühle
05166000002413058;Frankenweg
05166000002413061;Gartenweg
05166000002413064;Gendohr
05166000002413067;Genend
05166000002413070;Geneschen
05166000002413071;Gertrudisstraße
05166000002413072;Geschw.-Scholl-Straße
05166000002413073;Hagen
05166000002413076;Harikseeweg
05166000002413079;Hauptstraße
05166000002413082;Heidend
05166000002413084;Heidkamp
05166000002413085;Heidweiher
05166000002413088;Heidweiher Straße
05166000002413091;Hermann-Löns-Straße
05166000002413093;Hoferland
05166000002413094;Jansweg
05166000002413097;Jupiterweg
05166000002413100;Kampweg
05166000002413103;Kasender Straße
05166000002413106;Kirchstraße
05166000002413109;Kockskamp
05166000002413112;Kolpingstraße
05166000002413115;Kranenbruch
05166000002413118;Krinsend
05166000002413121;Kronenweg
05166000002413129;Lenzenpfad
05166000002413130;Linde
05166000002413131;Lindenkamp
05166000002413132;Lindheide
05166000002413133;Lotzemer
05166000002413135;Margeritenweg
05166000002413136;Marsweg
05166000002413138;Maximilian-Kolbe-Straße
05166000002413139;Merkurweg
05166000002413142;Mondweg
05166000002413145;Mühlenweg
05166000002413148;Mühleneck
05166000002413151;Mühlrather Mühle
05166000002413154;Nelkenweg
05166000002413157;Neptunweg
05166000002413160;Nordstraße
05166000002413161;Palzeskamp
05166000002413162;Pastorskamp
05166000002413163;Pletschweg
05166000002413165;Otto-Wels-Straße
05166000002413166;Plutoweg
05166000002413169;Polmansstraße
05166000002413171;Printzenhof
05166000002413172;Raderberg
05166000002413173;Quartelsweg
05166000002413175;Radermühle
05166000002413178;Renneperstraße
05166000002413181;Rieth
05166000002413184;Ringstraße
05166000002413187;Roermonder Straße
05166000002413190;Rosenweg
05166000002413193;Rüsgen
05166000002413196;Saturnweg
05166000002413199;Siemensstraße
05166000002413202;Smetsend
05166000002413204;Zum Sonnenbach
05166000002413205;Sonnenweg
05166000002413208;Schagen
05166000002413211;Schellerbaum
05166000002413214;Schellerstraße
05166000002413217;Schieferdyck
05166000002413220;Schier
05166000002413223;Schmalend
05166000002413226;Sternstraße
05166000002413227;Toerschenweg
05166000002413228;Thelen Mühle
05166000002413229;Topsweg
05166000002413232;Tulpenweg
05166000002413235;Uranusweg
05166000002413238;Veilchenweg
05166000002413241;Viehstiege
05166000002413244;Vogelsrath
05166000002413245;Am Volksbank-Stadion
05166000002413247;Vorstadt
05166000002413250;Vossenberg
05166000002413253;Waldnieler Straße
05166000002413256;Winkel
05166000002413257;Winkels Feld
05166000002413261;Amerner Straße
05166000002413262;Am Turm
05166000002413263;Auf dem Mutzer
05166000002413264;Bahnhofstraße
05166000002413265;Bärlauchweg
05166000002413267;Beethovenstraße
05166000002413270;Berg
05166000002413271;Am Bergerpesch
05166000002413272;Bergdell
05166000002413273;Bernhard-Rösler-Straße
05166000002413276;Birgen
05166000002413279;Am Blauenstein
05166000002413282;Bleichwall
05166000002413284;Breslauer Straße
05166000002413285;Brunnenstraße
05166000002413287;Cahn-Weg
05166000002413288;Buchenstraße
05166000002413289;Danziger Straße
05166000002413290;Dresdner Straße
05166000002413291;Dülkener Straße
05166000002413292;Dillweg
05166000002413294;Eicken
05166000002413297;Eickener Straße
05166000002413300;Elisabeth-Rösler-Straße
05166000002413303;Eschenrath
05166000002413305;Fenchelweg
05166000002413306;Fischeln
05166000002413309;Fischelner Weg
05166000002413312;Friedenstraße
05166000002413313;Gangesallee
05166000002413314;Galgheide
05166000002413315;Gartenstraße
05166000002413317;Gerhard-Peters-Straße
05166000002413318;Gerhart-Hauptmann-Straße
05166000002413321;Gladbacher Straße
05166000002413324;Goethestraße
05166000002413327;Gustav-Rösler-Straße
05166000002413330;Häsenberg
05166000002413332;An Haus Clee
05166000002413333;An der Hausermühle
05166000002413336;Haversloh
05166000002413339;Heerstraße
05166000002413342;Hehler
05166000002413343;Heinrich-Jennißen-Str.
05166000002413344;Heinrich-Leven-Straße
05166000002413345;Hochfeld
05166000002413346;Heiligen Weg
05166000002413347;Heide
05166000002413348;Hospitalstraße
05166000002413351;Hostert
05166000002413353;Hühnerkamp
05166000002413354;Industriestraße
05166000002413355;Im Kamp
05166000002413357;Josef-Rösler-Straße
05166000002413358;Kaltensteinsweg
05166000002413359;Kamillenweg
05166000002413360;Kastanienallee
05166000002413361;Kerbelweg
05166000002413362;Kleiststraße
05166000002413363;Klosterstraße
05166000002413364;Korianderweg
05166000002413366;Lange Straße
05166000002413367;Lavendelweg
05166000002413369;Leloh
05166000002413372;Lessingstraße
05166000002413374;Levy-Weg
05166000002413375;Lüttelforst
05166000002413376;Lorbeerweg
05166000002413378;Lüttelforster Straße
05166000002413381;Lüttelforster Weg
05166000002413383;Malvenweg
05166000002413384;Markt
05166000002413385;Marktstraße
05166000002413386;Melissenstraße
05166000002413387;Memelstraße
05166000002413388;St.Michael-Straße
05166000002413390;Mozartstraße
05166000002413393;Naphausen
05166000002413396;Neustraße
05166000002413399;Niederstraße
05166000002413400;Nordtangente
05166000002413401;Am Nottbäumchen
05166000002413402;Oderstraße
05166000002413405;Pannenmühlenweg
05166000002413408;Pumpenstraße
05166000002413411;Querstraße
05166000002413413;Raiffeisenstraße
05166000002413414;Richard-Wagner-Platz
05166000002413417;Rickelrather Straße
05166000002413420;Rochusstraße
05166000002413423;Römerstraße
05166000002413425;Rosmarinstraße
05166000002413426;Roermonder Straße
05166000002413427;Rüsgen
05166000002413428;Rüsgenfeld
05166000002413429;Sechs Linden
05166000002413431;Salbeiweg
05166000002413432;Schillerstraße
05166000002413434;An der Schomm
05166000002413435;Schubertstraße
05166000002413436;Schürensteg
05166000002413438;Schulstraße
05166000002413441;Schulwall
05166000002413444;Schwalmstraße
05166000002413447;Steeg
05166000002413450;Steegskamp
05166000002413451;Stettiner Straße
05166000002413452;Stöcken
05166000002413453;Stöckener Weg
05166000002413454;Stöckener Feld
05166000002413456;Turmstraße
05166000002413459;Ungerath
05166000002413462;Ungerather Kirchweg
05166000002413465;Ungerather Straße
05166000002413468;Vogelsrather Weg
05166000002413471;Waldnieler Heide
05166000002413474;Waldweg
05166000002413477;Wallweg
05166000002413480;Am Wasserturm
05166000002413481;Weg an dem Wall
05166000002413482;Weichselstraße
05166000002413483;Weiherstraße
05166000002413484;Weißdornstraße
05166000002413485;Weserstraße
05166000002413486;Wiesenstraße
05166000002413487;Weyers Weg
05166000002413488;Wilhelm-Engbrocks-Straße
05166000002413489;Willy-Rösler-Straße
05166000002413490;Windhauser Weg
05166000002413492;St.-Wolfhelm-Straße
05166000002413495;Am Zoppenberg
05166000002413496;Zum Burghof
