strassenschluessel;bezeichnung
05554000006002941;Am Esch
05554000006002942;Am Friedhof
05554000006002943;Am Vereinshaus
05554000006002944;Eschke
05554000006002945;Ant kruse Bömken
05554000006002946;Bahnhofstraße
05554000006002947;Beckedahl
05554000006002948;Borkener Straße
05554000006002949;Breul
05554000006002950;Brink
05554000006002951;Doornte
05554000006002952;Doornteweg
05554000006002953;Droste-Hülshoff-Straße
05554000006002954;Eichendorffstraße
05554000006002955;Elpidiusstraße
05554000006002956;Eschlohn
05554000006002957;Eschlohner Straße
05554000006002958;Eschstraße
05554000006002959;Friedhofstraße
05554000006002960;Fünfhausen
05554000006002961;Fürstenberg
05554000006002962;Goethestraße
05554000006002963;Grüwwel
05554000006002964;Haus Lohn
05554000006002965;Haus Volmering
05554000006002966;Holzstraße
05554000006002967;Horst
05554000006002968;Katerhook
05554000006002969;Kettelerplatz
05554000006002970;Kirchplatz
05554000006002971;Kirchstraße
05554000006002972;Kolpingstraße
05554000006002973;Lohnergartenstraße
05554000006002974;Lohner Straße
05554000006002975;Mühlenkamp
05554000006002976;Mühlenplatz
05554000006002977;Nordwall
05554000006002978;Ramsdorfer Straße
05554000006002979;Ringstraße
05554000006002980;Rosenstraße
05554000006002981;Scharperloh
05554000006002982;Schillerstraße
05554000006002983;Südwall
05554000006002985;Tünte
05554000006002986;Uferweg
05554000006002987;Venn
05554000006002988;Vitusring
05554000006002989;Walbree
05554000006002990;Weseker Weg
05554000006002991;Wibbeltstraße
05554000006002992;Wienkamp links
05554000006002993;Wienkamp rechts
05554000006002994;Windmühlenstraße
05554000006002995;Windthorststraße
05554000006002996;Amselstraße
05554000006002997;Drosselstraße
05554000006002998;Finkenstraße
05554000006002999;Reuken
05554000006003000;Marienstraße
05554000006003001;Pröbstingstraße
05554000006003002;Ladestraße
05554000006003003;Lerchenweg
05554000006003004;Robert-Bosch-Straße
05554000006003005;Rudolf-Diesel-Straße
05554000006003006;Nordring
05554000006003007;Südring
05554000006003008;Alte Stadtlohner Straße
05554000006003009;Woorteweg
05554000006003010;Fontanestraße
05554000006003011;Moate
05554000006003012;Mölleringstraße
05554000006003013;Hans-Böckler-Straße
05554000006003014;Ossenschloge
05554000006003016;Böwingkamp
05554000006003017;Goardenbree
05554000006003018;Von-Galen-Straße
05554000006003019;Geschwister-Scholl-Straße
05554000006003020;Auf dem Rott
05554000006003021;Birkenstraße
05554000006003022;Blumenstraße
05554000006003023;Buchenallee
05554000006003024;Burgring
05554000006003025;Burgplatz
05554000006003026;Burloer Straße
05554000006003027;Dahlienweg
05554000006003028;Dahlkamp
05554000006003029;Drosteallee
05554000006003030;Ebbinghook
05554000006003031;Feld
05554000006003032;Fresenhorst
05554000006003033;Friedhofsallee
05554000006003034;Fürst-zu-Salm-Horstmar-Straße
05554000006003035;Gartenstraße
05554000006003036;Grenzweg
05554000006003037;Grüner Weg
05554000006003038;Heinestraße
05554000006003039;Hessinghook
05554000006003040;Hinterm Busch
05554000006003041;Hölderlinstraße
05554000006003042;Im Esch
05554000006003043;Industriestraße
05554000006003044;Jakobistraße
05554000006003045;Kantstraße
05554000006003046;Krügerstraße
05554000006003047;Lessingstraße
05554000006003048;Lindenstraße
05554000006003049;Look
05554000006003050;Lönsstraße
05554000006003051;Mühlenstraße
05554000006003052;Mühlenweg
05554000006003053;Nienkamp
05554000006003054;Panofen
05554000006003055;Pingelerhook
05554000006003056;Raabestraße
05554000006003057;Schultenallee
05554000006003058;Sickinghook
05554000006003059;Uhlandstraße
05554000006003060;Vredener Straße
05554000006003061;Wagenfeldstraße
05554000006003062;Wagnerstraße
05554000006003063;Winterswyker Straße
05554000006003064;Böwingring
05554000006003065;Mozartstraße
05554000006003066;An de Baeke
05554000006003067;Feldstegge
05554000006003068;Hämingkamp
05554000006003069;Von-Keppel-Straße
05554000006003070;Von-Mulert-Straße
05554000006003071;Passkamp
05554000006003072;Pfarrer-Becker-Straße
05554000006003073;Bomkampstegge
05554000006003074;Don-Bosco-Straße
05554000006003075;Bonhoefferstraße
05554000006003076;Flassbree
05554000006003077;Schultenstegge
05554000006003078;Daimlerstraße
05554000006003079;Oedinger Straße
05554000006003081;Heckenweg
05554000006003082;Wiesken
05554000006003083;Heidkämpken
05554000006003084;Sandstegge
05554000006003085;Up de Roddick
05554000006003086;Bree
05554000006003088;Vennstraße
05554000006003089;Am großen Busch
05554000006003090;Lohner Brook
05554000006005001;Von-Fallersleben-Straße
05554000006005101;An der Schlinge
05554000006005102;Kookamp
05554000006005103;Buschweg
