05370000001204202;An der Alten Schule
05370000001204204;Burgunderweg
05370000001204205;Feldstraße
05370000001204206;Flurstraße
05370000001204207;Gartenstraße
05370000001204208;Gotzenstraße
05370000001204209;Im Gang
05370000001204210;Jahnstraße
05370000001204211;Johann-Plum-Platz
05370000001204212;Josefstraße
05370000001204213;Lütticher Straße
05370000001204214;Niederheider Weg
05370000001204215;Nierstraßer Weg
05370000001204216;Pappelweg
05370000001204217;Pestalozzistraße
05370000001204218;Schützenstraße
05370000001204219;Robert-Koch-Straße
05370000001204221;Tongerenweg
05370000001204222;Turmstraße
05370000001204223;Wiesenstraße
05370000001204224;Carl-Diem-Straße
05370000001204225;Walloniestraße
05370000001204226;Flandernstraße
05370000001204227;Brabantstraße
05370000001204228;Limburgstraße
05370000001204229;Geldernstraße
05370000001204230;Luxemburgstraße
05370000001204231;Ardennenstraße
05370000001204232;Niederrheinstraße
05370000001204233;Vennstraße
05370000001204234;Sauerbruchstraße
05370000001204235;Friedrich-Loeffler-Straße
05370000001204236;Namurstraße
05370000001204251;Am Lamersberg
05370000001204252;Am Mühlenhof
05370000001204253;Am Weiher
05370000001204255;Gemeindeberg
05370000001204258;Neuenhof
05370000001204259;Prof.-Schröder-Straße
05370000001204260;Thelensgracht
05370000001204261;Thelgarten
05370000001204262;Zum Schlackenberg
05370000001204264;Im Viereck
05370000001204290;Flahstraß
05370000001204301;Alleebusch
05370000001204302;Am Heidberg
05370000001204303;Am Kaninsberg
05370000001204304;Am Wachbaum
05370000001204305;An der Burg
05370000001204306;Auf der Weide
05370000001204307;Bergstraße
05370000001204308;Birgdener Straße
05370000001204309;Bredriesch
05370000001204310;Von-Bronsfeld-Straße
05370000001204311;Hatterather Weg
05370000001204312;Im Bruch
05370000001204313;Im Sandberg
05370000001204314;Hahnweg
05370000001204315;Karl-Arnold-Straße
05370000001204316;Kolpingweg
05370000001204317;Kreisbahnstraße
05370000001204318;Marienstraße
05370000001204319;Pfarrer-Lowis-Straße
05370000001204320;Püttstraße
05370000001204321;Schleifweg
05370000001204322;Vom-Stein-Straße
05370000001204323;Strippenweg
05370000001204324;Von-Hardenberg-Straße
05370000001204325;Am Zinneberg
05370000001204326;Bergerfeld
05370000001204328;Blasiusstraße
05370000001204351;Am Feldkreuz
05370000001204352;Corneliusstraße
05370000001204353;Grenzweg
05370000001204354;Hinter den Höfen
05370000001204355;Im Kämpchen
05370000001204356;Küfenweg
05370000001204357;Laubenweg
05370000001204358;Scherpenseeler Straße
05370000001204359;Ulweg
05370000001204360;Waldstraße
05370000001204361;Zum Buschfeld
05370000001204362;Emesfeld
05370000001204363;Zum Hochmoor
05370000001204364;Emesfelder Hof
05370000001204380;Hattostraße
05370000001204381;Prof.-Mendel-Straße
05370000001204382;Salzweg
05370000001204383;Zum Hahnhof
05370000001204401;Am Elsenbusch
05370000001204402;Hochheid
05370000001204404;Pfarrer-Holzberg-Straße
05370000001204420;Honsdorf
05370000001204430;Hoven
05370000001204441;Alte Landstraße
05370000001204442;Am Friedhof
05370000001204443;Am Pannhaus
05370000001204444;Apweilerstraße
05370000001204445;Buschweg
05370000001204446;Dürener Straße
05370000001204447;Flovericher Straße
05370000001204448;Friedensstraße
05370000001204449;Grünstraße
05370000001204450;Im Bongert
05370000001204451;Immenweg
05370000001204452;Haus Immendorf
05370000001204453;Kirchwinkel
05370000001204454;Von-Mirbach-Straße
05370000001204455;Paulstraße
05370000001204456;Peterstraße
05370000001204457;Ringstraße
05370000001204458;Schummelshof
05370000001204459;Zehnthofstraße
05370000001204460;Dietrichstraße
05370000001204461;Auf dem Knipp
05370000001204462;Auf dem Göß
05370000001204480;Kogenbroich
05370000001204490;Kraudorf
05370000001204491;Pfarrer-Dederichs-Straße
05370000001204501;Brückenstraße
05370000001204502;Fahrposterweg
05370000001204503;Linderner Straße
05370000001204504;Raiffeisenstraße
05370000001204505;Randerather Straße
05370000001204506;Am Leiffarther Hof
05370000001204522;Am Ringofen
05370000001204524;Birkenweg
05370000001204525;Brachelener Straße
05370000001204526;Diekensweg
05370000001204527;Frankenstraße
05370000001204531;Hofstraße
05370000001204534;Im Südkamp
05370000001204538;Leiffarther Straße
05370000001204539;Linderner Bahn
05370000001204540;Linnicher Straße
05370000001204541;Maarstraße
05370000001204542;Neuer Kahrweg
05370000001204543;Oberste Hof
05370000001204544;Pastor-Pauli-Straße
05370000001204546;Stiftsgasse
05370000001204547;Thomashofstraße
05370000001204548;Weidengracht
05370000001204549;Winkelstraße
05370000001204550;Ziegelbäckerweg
05370000001204551;Am Park
05370000001204553;Neue Linner
05370000001204556;Ursulahof
05370000001204557;Bolleber
05370000001204560;Juliane-Hilgers-Straße
05370000001204580;Am Dreieck
05370000001204581;Blockstraße
05370000001204582;Mühlenstraße
05370000001204583;Opheimer Benden
05370000001204601;Am Forsthaus
05370000001204602;Auf'm Brunk
