strassenschluessel;bezeichnung
05966000001616001;Ahe
05966000001616002;Böminghauser Weg
05966000001616003;Brachthauser Weg
05966000001616004;Brachtweg
05966000001616005;Bruchweg
05966000001616006;Burgweg
05966000001616007;Heinsberger Straße
05966000001616008;Im Kleff
05966000001616009;Im Knickhahn
05966000001616010;In der Grüne
05966000001616011;Kapellenweg
05966000001616012;Kirchweg
05966000001616013;Leggenweg
05966000001616014;Mühlenstraße
05966000001616015;Schützenstraße
05966000001616016;Zum Stüvelhagen
05966000001616017;Langes Stück
05966000001616021;Alpenhaus
05966000001616022;Arnoldihof
05966000001616023;Am Olpebach
05966000001616024;Am Schothen
05966000001616025;Auf'm Bruch
05966000001616026;Bahnweg
05966000001616027;Bundesstraße
05966000001616028;Ennestweg
05966000001616029;Hardtweg
05966000001616030;Im Inken
05966000001616031;Rodeweg
05966000001616032;Triftweg
05966000001616033;Zur Nothelle
05966000001616034;Zur Rimmert
05966000001616035;Heidering
05966000001616040;Berghof
05966000001616041;Bettinghof
05966000001616042;Böminghausen
05966000001616043;Böminghauser Werk
05966000001616044;Am Ahebach
05966000001616045;Am Höchsten
05966000001616046;Am Teich
05966000001616047;Am Wimberg
05966000001616048;Dümpelweg
05966000001616049;Hilchenbacher Straße
05966000001616050;In den Gärten
05966000001616051;Kohlhagenweg
05966000001616052;Schartenbergweg
05966000001616053;Schlerreweg
05966000001616054;Schoppenohr
05966000001616055;Zum Eichholz
05966000001616056;Zum Ellenborn
05966000001616057;Werner-Nies-Straße
05966000001616062;Breitenbruch
05966000001616063;Emlinghausen
05966000001616064;Erlhof
05966000001616065;Am Galgenberg
05966000001616066;Dorfstraße
05966000001616067;Im Bruch
05966000001616068;Schulweg
05966000001616069;Zu den Vierlinden
05966000001616075;Haus Bruch
05966000001616076;Heidschott
05966000001616077;Am Hamberg
05966000001616078;An der Kirche
05966000001616079;Auf dem Kamp
05966000001616080;Bergstraße
05966000001616081;Eichholzstraße
05966000001616082;In der Hude
05966000001616083;Lümkerweg
05966000001616084;Oberndorfer Straße
05966000001616085;Oberhundemer Straße
05966000001616086;Pfeifershof
05966000001616087;Talstraße
05966000001616088;Vor der Höh
05966000001616089;Zur Vogelstange
05966000001616090;Herrntroper Straße
05966000001616091;Alte Landstraße
05966000001616092;Zum Brauke
05966000001616094;Herrntrop
05966000001616095;Am Hohenlohe
05966000001616096;Antoniusstraße
05966000001616097;Eichacker
05966000001616098;Hofolper Straße
05966000001616099;Hogge
05966000001616100;Kampstraße
05966000001616101;Lindenstraße
05966000001616102;Obere Kampstraße
05966000001616103;Saalweg
05966000001616104;Sonnenstraße
05966000001616105;Wilhelmshöh
05966000001616110;Aloys-Mennekes-Straße
05966000001616111;Alter Kirchweg
05966000001616112;Alter Hundemweg
05966000001616113;Am Alten Hammer
05966000001616114;Am Emberg
05966000001616115;Am Krähenberg
05966000001616116;An der Legge
05966000001616117;Bahnhofsweg
05966000001616118;Flaper Schulweg
05966000001616119;Flaper Straße
05966000001616120;Gübecke
05966000001616121;Heitmicke
05966000001616122;Hundemstraße
05966000001616123;Lehmkuhle
05966000001616124;Siegener Straße
05966000001616125;Tötenweg
