strassenschluessel;bezeichnung
05166000001612001;Am Kastell
05166000001612002;Am Bahndamm
05166000001612003;Am Kreuzgarten
05166000001612004;Am Heydevelthof
05166000001612005;Am Quellensee
05166000001612006;Am Hang
05166000001612007;An der Kirche
05166000001612008;Am Alten Pastorat
05166000001612009;Annastraße
05166000001612010;An der Alten Schule
05166000001612011;Baerlo
05166000001612012;Alte Dohrstraße
05166000001612013;Beek
05166000001612014;Alte Tegelsche Straße
05166000001612015;Berg
05166000001612016;Am Breyeller See
05166000001612017;Berger Feld
05166000001612018;Am Sonnendeich
05166000001612019;Berliner Straße
05166000001612020;An der Schanz
05166000001612021;Bieth
05166000001612022;An Peutengut
05166000001612023;Biether Straße
05166000001612024;An Winkelskamp
05166000001612025;Blumenstraße
05166000001612026;Blumental
05166000001612027;Boisheimer Straße
05166000001612028;Bootenkamp
05166000001612029;Brachter Straße
05166000001612030;Bäumges Kirchweg
05166000001612031;Brassertweg
05166000001612032;Breyeller Straße
05166000001612033;Bruckrath
05166000001612034;Beecker Weg
05166000001612035;Buchenweg
05166000001612036;Brückenhausstraße
05166000001612037;Christian-Rötzel-Allee
05166000001612038;Birkenbuschweg
05166000001612039;Dohrstraße
05166000001612040;Brockerhofer Weg
05166000001612041;Dülkener Straße
05166000001612042;Bruckrather Weg
05166000001612043;Erlenbruch
05166000001612044;Buschweg
05166000001612045;Felderend
05166000001612046;Dammer Weg
05166000001612047;Fongern
05166000001612048;Drei Lindenweg
05166000001612049;Furth
05166000001612050;Driesenweg
05166000001612051;Gerhart-Hauptmann-Straße
05166000001612052;Erbenstraße
05166000001612053;Gertrudenhof
05166000001612054;Erkesweg
05166000001612055;Gier
05166000001612057;Grenzweg
05166000001612058;Happelter Weg
05166000001612059;Haagstraße
05166000001612060;Hans-Herbert-Rösges-Str.
05166000001612061;Happelter
05166000001612062;Hainbuchenweg
05166000001612063;Happelter Straße
05166000001612064;Heinrich-Anstoetz-Straße
05166000001612065;Heinrich-Houben-Straße
05166000001612066;Heidefeldweg
05166000001612067;Henri-Dunant-Straße
05166000001612068;Heidstraße
05166000001612069;Hohlweg
05166000001612070;Hülster Weg
05166000001612071;Hubertusplatz
05166000001612072;Im Ferkensbruch
05166000001612073;Hubertusstraße
05166000001612074;Im Voswinkel
05166000001612075;Hühr
05166000001612076;Kirchgasse
05166000001612077;Im Weiherfeld
05166000001612078;Kreuzgartenweg
05166000001612079;Johann-Peters-Straße
05166000001612080;Josef-Hoffmans-Straße
05166000001612081;Josefstraße
05166000001612082;Lenzweg
05166000001612083;Jupp-Busch-Straße
05166000001612084;Luethenmühlenweg
05166000001612085;Carl-Sonnenschein-Straße
05166000001612086;Mühlenweg
05166000001612087;Kettelerstraße
05166000001612088;Nettbrucher Weg
05166000001612089;Kindt
05166000001612090;Ritzbrucher Weg
05166000001612091;Kindter Straße
05166000001612092;Krüchtens Straße
05166000001612093;Kirchweg
05166000001612094;Krämerstraße
05166000001612095;Lambertimarkt
05166000001612096;Römerstraße
05166000001612097;Leutherheide
05166000001612098;Schafweg
05166000001612099;Lindenallee
05166000001612100;Schanzheide
05166000001612101;Lobbericher Straße
05166000001612103;Lötsch
05166000001612104;Steinkoul
05166000001612105;Lötscher Weg
05166000001612106;Tellerweg
05166000001612107;Loirfeld
05166000001612108;Paul-Breuer-Straße
05166000001612109;Lotzstraße
05166000001612111;Metgesheide
05166000001612112;Mußkamp
05166000001612113;Mommer Straße
05166000001612114;Mühlenbachweg
05166000001612115;Moubisstraße
05166000001612116;Nordhoffstraße
05166000001612117;Natt
05166000001612118;Oberonnert
05166000001612119;Onnert
05166000001612120;Unteronnert
05166000001612121;Overbeckstraße
05166000001612122;Samtbandstraße
05166000001612123;Pasch
05166000001612124;Johannes-Torka-Straße
05166000001612125;Paul-Therstappen-Straße
05166000001612126;Graf-Schaesberg-Straße
05166000001612127;Pieper
05166000001612128;Rektor-Bongartz-Weg
