strassenschluessel;bezeichnung
05766000003207501;Akazienweg
05766000003207502;Allee
05766000003207503;Allensteiner Straße
05766000003207504;Altheider Weg
05766000003207505;Am Ehrenmal
05766000003207506;Am Eichholz
05766000003207507;Am Försterberg
05766000003207508;Am Müllerberg
05766000003207509;Am Waldstadion
05766000003207510;Ankerstraße
05766000003207511;Auf der Heide
05766000003207512;Bachstraße
05766000003207513;Bahnhofstraße
05766000003207514;Bergstraße
05766000003207515;Bergwinkel
05766000003207516;Blomberger Straße
05766000003207517;Blumenkamp
05766000003207518;Brunnenstraße
05766000003207519;Buschkamp
05766000003207520;Detmolder Straße
05766000003207521;Dr.-Dettmer-Weg
05766000003207522;Dr.-Piderit-Weg
05766000003207523;Dr.-Trampel-Weg
05766000003207524;Dr.-Wessel-Weg
05766000003207526;Ellernkamp
05766000003207527;Flammenkamps Berg
05766000003207528;Fliederweg
05766000003207529;Gartenstraße
05766000003207530;Ginsterweg
05766000003207531;Goldregenweg
05766000003207532;Hamelner Straße
05766000003207533;Heinrich-Drake-Platz
05766000003207534;Hemmelweg
05766000003207535;Hermannsweg
05766000003207536;Im Rehwinkel
05766000003207537;Johanna-Fuchs-Weg
05766000003207538;Karlsbader Straße
05766000003207539;Kleppergarten
05766000003207540;Königsberger Allee
05766000003207541;Kreuzenstein
05766000003207542;Krumme Straße
05766000003207543;Lärchenweg
05766000003207544;Landecker Straße
05766000003207545;Lichtenbruch
05766000003207546;Marktstraße
05766000003207547;Marienbader Straße
05766000003207548;Moorstraße
05766000003207549;Nacke-Erich-Straße
05766000003207550;Oberf.-Feige-Weg
05766000003207551;Parkstraße
05766000003207552;Promenadenweg
05766000003207553;Pyrmonter Straße
05766000003207554;Röhn
05766000003207555;Röwenhof
05766000003207556;Rosenweg
05766000003207557;Rostocker Straße
05766000003207558;Salzbrunner Weg
05766000003207559;Schanzenberg
05766000003207560;Schlehdornweg
05766000003207561;Schwarzbader Weg
05766000003207562;Seestraße
05766000003207563;Siebenstern
05766000003207564;Steinbachweg
05766000003207565;Stettiner Straße
05766000003207566;Stilles Tal
05766000003207567;Teichweg
05766000003207568;Thorner Straße
05766000003207570;Ulmenstraße
05766000003207571;Unter den Linden
05766000003207572;Upmeiers Grund
05766000003207573;Vahlhausener Straße
05766000003207574;Wällenweg
05766000003207577;Ackhöfe
05766000003207579;Goetheweg
05766000003207580;Prassenhof
05766000003207581;Yogaweg
05766000003207604;Am Brunnen
05766000003207605;Am Steinbruch
05766000003207606;Billerbecker Straße
05766000003207607;Dianaweg
05766000003207608;Hirtenweg
05766000003207609;Höxterstraße
05766000003207610;Hubertusweg
05766000003207611;Im Flette
05766000003207612;Im Grünen Winkel
05766000003207613;Lakeweg
05766000003207614;Milchweg
05766000003207615;Molkenberg
05766000003207616;Niederbeller Weg
05766000003207617;Oberbeller Weg
05766000003207618;Oberer Weg
05766000003207619;Pyrmonter Straße
