strassenschluessel;bezeichnung
05970000003608000;Altenseelbacher Weg
05970000003608001;Am Lohberg
05970000003608002;Am Ziegenberg
05970000003608003;An der Lützelbach
05970000003608004;Bergstraße
05970000003608005;Blumenstraße
05970000003608006;Breitelbachstraße
05970000003608007;Burgstraße
05970000003608008;Daadenbach
05970000003608009;Große Burg
05970000003608010;Hellerbergstraße
05970000003608011;Hohenseelbachstraße
05970000003608012;Hohenseelbachskopf
05970000003608013;Jägerstraße
05970000003608014;Manseifen
05970000003608015;Obere Reihe
05970000003608016;Ringstraße
05970000003608017;Untere Reihe
05970000003608018;Waldstraße
05970000003608019;Lohbergsweg
05970000003608020;Lohmannsfeld
05970000003608021;Zum Baumert
05970000003608022;Obere Daadenbach
05970000003608023;Zur Alten Burg
05970000003608024;Boschstraße
05970000003608025;Kirschbaumweg
05970000003608026;Oberer Pfad
05970000003608028;Am Seelbach
05970000003608029;Am Hellerberg
05970000003608040;Alte Apotheke
05970000003608041;Alte Hütte
05970000003608042;Altenbergstraße
05970000003608043;Altenseelbacher Weg
05970000003608044;Am Flur
05970000003608045;Am Hang
05970000003608046;Am Hellerberg
05970000003608047;Am Kalk
05970000003608048;Am Kirchweg
05970000003608049;Am Leyhof
05970000003608050;Am Lohbau
05970000003608051;Zum Kalk
05970000003608052;Am Siebertsweiher
05970000003608053;Auf der Brache
05970000003608054;Bahnhofstraße
05970000003608055;Bunkerweg
05970000003608056;Emilienstraße
05970000003608057;Feldstraße
05970000003608058;Flurenwende
05970000003608059;Forstweg
05970000003608060;Frankfurter Straße
05970000003608061;Gartenstraße
05970000003608062;Gerberweg
05970000003608063;Glück-Auf-Straße
05970000003608064;Haldenweg
05970000003608065;Heckengarten
05970000003608066;Hellergarten
05970000003608067;Hellerrain
05970000003608068;Hellerstraße
05970000003608069;Hochstraße
05970000003608070;Hofgarten
05970000003608071;Hohenseelbachstraße
05970000003608072;Hubertusweg
05970000003608073;Im Dählfeld
05970000003608074;Im Pfarrfeld
05970000003608075;In der Klotzbach
05970000003608077;In der Trift
05970000003608078;Kirchbergweg
05970000003608079;Kirchstraße
05970000003608080;Knappschaftsglück
05970000003608081;Kölner Straße
05970000003608082;Kurze Straße
05970000003608083;Löhrstraße
05970000003608084;Mühlenbergstraße
05970000003608085;Obere Kirchbergstraße
05970000003608086;Obere Liebach
05970000003608087;Pfarrau
05970000003608088;Schützenweg
05970000003608089;Steimelsweg
05970000003608090;Untere Kirchbergstraße
05970000003608091;Untere Liebach
05970000003608092;Waldstraße
05970000003608093;Wiesenstraße
05970000003608094;Ziegeleistraße
05970000003608095;Zum Schlüssel
05970000003608096;Querweg
05970000003608097;Am Hirtengarten
05970000003608098;Daadenbach
05970000003608099;Brentanoweg
05970000003608100;Chamissoweg
05970000003608101;Eichendorffweg
05970000003608102;Fichteweg
05970000003608103;Hegelstraße
05970000003608104;Heinrich-Heine-Weg
05970000003608105;Hölderlinweg
05970000003608106;Kantstraße
05970000003608107;Kopernikusring
05970000003608108;Novalisweg
05970000003608109;Breslauer Ring
05970000003608110;Waldenburger Straße
05970000003608111;Görlitzer Straße
05970000003608112;Königsberger Straße
05970000003608113;Stettiner Straße
05970000003608114;Danziger Weg
05970000003608115;Sudetenweg
05970000003608116;Posener Weg
05970000003608118;Gleiwitzer Straße
05970000003608119;Fontaneweg
05970000003608120;Hebbelweg
05970000003608121;Von-Kleist-Weg
05970000003608122;Mörikeweg
05970000003608123;Stormweg
05970000003608124;Uhlandweg
05970000003608125;Lessingstraße
05970000003608126;Jung-Stilling-Straße
05970000003608127;Dürerweg
05970000003608128;Herderweg
05970000003608129;Bodelschwinghweg
05970000003608130;Kettelerweg
05970000003608131;Wichernweg
05970000003608132;Bonhoefferstraße
05970000003608133;Kolpingstraße
05970000003608134;Martin-Luther-Straße
05970000003608135;Untere Daadenbach
05970000003608136;Goetheweg
05970000003608137;Raabeweg
05970000003608138;Bitzegarten
05970000003608139;Auf der Ziegelei
05970000003608140;Alter Weg
05970000003608141;Bonifatiusweg
05970000003608142;Benzstraße
05970000003608143;Boschstraße
05970000003608144;Dieselstraße
05970000003608145;Hirschberger Straße
05970000003608146;Liegnitzer Straße
05970000003608147;Pausaer Straße
05970000003608148;West-Lindsey-Straße
05970000003608149;Siemensstraße
05970000003608161;Am Birkenwald
05970000003608162;Am Bohnenbaum
05970000003608163;Am Hirtengarten
05970000003608164;Am Kramberg
05970000003608165;Am Landmann
05970000003608166;Amselweg
05970000003608167;Arbachstraße
05970000003608168;Auf der Hell
05970000003608169;Berliner Straße
05970000003608171;Buchenborn
05970000003608172;Falkenweg
05970000003608173;Fasanenstraße
05970000003608174;Finkenweg
05970000003608175;Fritz-Schäfer-Straße
05970000003608176;Gähneweg
05970000003608177;Gerstenfeld
05970000003608178;Gutenbachstraße
05970000003608179;Heinrichsglück
05970000003608180;Heinrichsglücker Weg
05970000003608181;Hindenburgplatz
05970000003608182;Hüttenweg
05970000003608183;Knappenweg
05970000003608184;Kölner Straße
05970000003608185;Lerchenweg
05970000003608186;Lotzenarbachstraße
05970000003608187;Ludwigseck
05970000003608188;Meisenweg
05970000003608189;Mittelstraße
05970000003608190;Neuer Weg
05970000003608191;Neunkirchener Garten
05970000003608192;Oberes Gerstenfeld
05970000003608193;Pfannenbergstraße
05970000003608194;Rensdorfstraße
05970000003608195;Schmittbrache
05970000003608197;Spandauer Weg
05970000003608198;Weiherstraße
05970000003608199;Wildener Straße
05970000003608200;Wolfsberg
05970000003608201;Friedensweg
05970000003608202;Schwalbenweg
05970000003608203;van-Kinsbergen-Ring
05970000003608204;Arbachshütte
05970000003608205;Alter Hohlweg
05970000003608206;Zur Schmiede
05970000003608270;Ahornstraße
05970000003608271;Alter Weg
05970000003608272;Am Altenberg
05970000003608273;Am Bähnchen
05970000003608274;Am Schiffenberg
05970000003608275;An der Linde
05970000003608276;Birkenstraße
05970000003608277;Brückenstraße
05970000003608278;Buchenstraße
05970000003608279;Eichenstraße
05970000003608280;Fällstraße
05970000003608281;Hohlweg
05970000003608282;Im Alten Dorf
05970000003608283;Im Wiesengrund
05970000003608284;In der Herzbach
05970000003608285;Kölner Straße
05970000003608286;Langewiese
05970000003608287;Malscheider Weg
05970000003608288;Neuwiese
05970000003608289;Rothebornsweg
05970000003608290;Schulweg
05970000003608291;Seelenberg
05970000003608292;Stills Weg
05970000003608293;Ulmenstraße
05970000003608294;Zugarten
05970000003608295;Am Kindergarten
05970000003608296;Erlenstraße
05970000003608297;Pappelweg
05970000003608298;Tannenstraße
05970000003608299;Benzstraße
05970000003608300;Kiefernweg
05970000003608301;Am alten Sportplatz
05970000003608302;Eschenweg
05970000003608303;Kastanienweg
05970000003608304;Nussbaumweg
05970000003608320;Am Köppel
05970000003608321;Eisenstraße
05970000003608322;Flurstraße
05970000003608323;Frankfurter Straße
05970000003608324;Hammerstraße
05970000003608325;In der Hohle
05970000003608326;Langenholzstraße
05970000003608327;Mischenbachstraße
05970000003608328;Oberstraße
05970000003608329;Rosenstraße
05970000003608330;Talstraße
05970000003608331;Am Scheid
05970000003608332;Am Hammergraben
05970000003608350;Am Heckengarten
05970000003608351;Am Hohen Rain
05970000003608352;Am Kirchweg
05970000003608353;Am Mühlenwald
05970000003608354;Am Porzhain
05970000003608355;Am Vogelsang
05970000003608356;Am Wallgraben
05970000003608357;Auf der Forth
05970000003608358;Auf der Ley
05970000003608359;Augarten
05970000003608360;Frankfurter Straße
05970000003608361;Höhenweg
05970000003608362;In der Au
05970000003608363;In der Enge
05970000003608364;Lindenstraße
05970000003608365;Mühlenholzweg
05970000003608366;Neunkirchener Weg
05970000003608367;Neue Reihe
05970000003608368;Obere Stautenbergstraße
05970000003608369;Oranienstraße
05970000003608370;Rothenbachstraße
05970000003608371;Schieferbergstraße
05970000003608372;Stautenbergstraße
05970000003608373;Struthstraße
05970000003608374;Vor dem Berge
05970000003608375;Weidenstraße
05970000003608376;Wohnpark am Weiher
05970000003608377;In der Dahl
05970000003608378;Auf der Breitenheid
05970000003608379;Zenithstraße
05970000003608380;Bonifatiusweg
05970000003691578;Neunkirchen
05970000003691581;Salchendorf
05970000003691582;Altenseelbach
05970000003691583;Struthütten
05970000003691585;Wiederstein
05970000003691588;Zeppenfeld
059700000036=2651;Köln-Deutz - Gießen
059700000036=9275;Herdorf - Neunkirchen Nord
059700000036K0023;Altenseelbach - Zeppenfeld
059700000036L0531;Eiserfeld - Würgendorf
059700000036L0722;Struthütten - Lützel
