strassenschluessel;bezeichnung
05378000000401001;Akazienweg
05378000000401002;Altenberger-Dom-Straße
05378000000401003;Am Hermannshof
05378000000401004;An den Weihern
05378000000401005;Auf dem Kirchenfeld
05378000000401006;Auf dem Krämersfeld
05378000000401007;Auf dem Lichmich
05378000000401008;Bachstraße
05378000000401009;Birkenweg
05378000000401010;Brahmsstraße
05378000000401011;Broicher Feld
05378000000401012;Brucknerstraße
05378000000401013;Concordiaweg
05378000000401014;Curiestraße
05378000000401015;Dünnwalder Weg
05378000000401016;Drosselweg
05378000000401017;Duisbergstraße
05378000000401018;Eibenweg
05378000000401019;Eichenweg
05378000000401020;Erlenweg
05378000000401021;Eschenweg
05378000000401022;Fahner Weg
05378000000401023;Fichtenweg
05378000000401024;Finkenweg
05378000000401025;Gemarkenweg
05378000000401026;Haberlandstraße
05378000000401027;Haydnstraße
05378000000401029;Hoppersheider Busch
05378000000401030;Hoppersheider Weg
05378000000401031;Hoverhof
05378000000401032;Im Aehlemaar
05378000000401033;Im Birkelshof
05378000000401034;Im Odinshof
05378000000401035;In den Wiesen
05378000000401036;In der Broicher Aue
05378000000401037;Isbornweg
05378000000401038;Kalmüntener Straße
05378000000401039;Leverkusener Straße
05378000000401040;Max-Planck-Straße
05378000000401041;Nittumer Weg
05378000000401042;Odenthaler Markweg
05378000000401043;Offenbachstraße
05378000000401044;Pützweg
05378000000401045;Pappelweg
05378000000401046;Platanenweg
05378000000401047;Rothbroicher Straße
05378000000401048;Schüllenbusch
05378000000401049;Schlagbaumweg
05378000000401050;Schlebuscher Straße
05378000000401051;Schwalbenweg
05378000000401052;Starenweg
05378000000401053;Tannenweg
05378000000401054;Unterscheider Weg
05378000000401055;Voiswinkeler Straße
05378000000401056;Waldstraße
05378000000401057;Zehntweg
05378000000401058;Zum Scheider Feld
05378000000401059;Zum Waschbach
05378000000401060;Humperdinckstraße
05378000000401061;Lisztstraße
05378000000401062;Lortzingstraße
05378000000401063;Mendelssohnstraße
05378000000401064;Wagnerstraße
05378000000401065;Am Schild
05378000000401066;Karl-Giesen-Straße
05378000000401067;Auguste-und-Fritz-Fuchs-Platz
05378000000401116;Altenberger-Dom-Straße
05378000000401117;Am Ecksberg
05378000000401118;Am Gänschenwald
05378000000401119;Am Grenzstein
05378000000401120;Am Katterbach
05378000000401121;Am Klutstein
05378000000401122;Am Vorend
05378000000401123;Börnchen
05378000000401125;Eichen
05378000000401126;Hülsenanger
05378000000401128;Heidgen
05378000000401129;Herkenfelder Weg
05378000000401130;Hufe
