strassenschluessel;bezeichnung
05366000002408000;Ginsterweg
05366000002408001;Kiefernweg
05366000002408002;Mastert
05366000002408003;Mühlenweg
05366000002408004;Zum Fahrenbach
05366000002408010;An den Tällen
05366000002408011;Hasselweg
05366000002408012;Hohlweg
05366000002408013;Narzissenweg
05366000002408014;Maistraße
05366000002408015;Wiesenstraße
05366000002408016;Wildenburger Straße
05366000002408025;Asserweg
05366000002408026;Buschweg
05366000002408027;Heisterter Straße
05366000002408028;Salberbach
05366000002408029;Wahlener Straße
05366000002408030;Scheidhof
05366000002408035;Annaweg
05366000002408036;Antoniusweg
05366000002408037;Erlenweg
05366000002408038;Gute Hoffnung
05366000002408039;Lindenstraße
05366000002408040;Schevener Straße
05366000002408041;Wacholderweg
05366000002408050;Eifelstraße
05366000002408051;Hagelsheck
05366000002408052;Hagebuttenweg
05366000002408053;Im Haag
05366000002408054;Rotdornweg
05366000002408055;Schlehenweg
05366000002408056;Vennstraße
05366000002408065;Klausengarten
05366000002408066;Moosberg
05366000002408071;Auf dem Forst
05366000002408072;Auf der Kegelbahn
05366000002408073;Broicher Straße
05366000002408074;Höhenweg
05366000002408075;Kapellenstraße
05366000002408076;Lötzenweg
05366000002408077;Marienstraße
05366000002408078;Mittelstraße
05366000002408079;Oberstraße
05366000002408080;Ronnstraße
05366000002408081;Straßbüscher Weg
05366000002408082;Cäcilienstraße
05366000002408083;Spelzberg
05366000002408084;Wintzener Weg
05366000002408085;Fuhrweg
05366000002408091;Aachener Straße
05366000002408092;Am Hallenbad
05366000002408093;Am Hammerwerk
05366000002408094;Am Hüttengraben
05366000002408095;Amselweg
05366000002408096;Am Trinkpütz
05366000002408097;Auelstraße
05366000002408098;Auf dem Büchel
05366000002408099;Auf dem Fels
05366000002408100;Auf dem Knoppen
05366000002408101;Auf der Natzen
05366000002408102;Bahnhofstraße
05366000002408103;Brunnenweg
05366000002408104;Drosselweg
05366000002408105;Eisenauerstraße
05366000002408106;Gemünder Straße
05366000002408107;Grüner Weg
05366000002408108;Güldenhof
05366000002408109;Heidestraße
05366000002408110;Hindenburgstraße
05366000002408111;Hüttenstraße
05366000002408112;Hüvelspesch
05366000002408113;Im Fleschengarten
05366000002408114;Im Sträßchen
05366000002408115;Im Vogtpesch
05366000002408116;In der Laach
05366000002408117;Kallbachstraße
05366000002408118;Kanalstraße
05366000002408119;Keldenicher Straße
05366000002408120;Keltenstraße
05366000002408121;Knipperweg
05366000002408122;Kölner Straße
05366000002408123;Kropelspfad
05366000002408124;Kupferstraße
05366000002408125;Leiengarten
05366000002408126;Loshardt
05366000002408127;Moorweg
05366000002408128;Pfarrer-Reinartz-Straße
05366000002408129;Quellenweg
05366000002408130;Riedweg
05366000002408131;Steinbusch
05366000002408132;Stürzerhof
05366000002408133;Tanzbergstraße
05366000002408134;Trierer Straße
05366000002408135;Uferstraße
05366000002408136;Wackerberg
05366000002408138;Weidenstraße
05366000002408139;Weiherbenden
05366000002408140;Weißdornweg
05366000002408141;Zinnstraße
05366000002408142;An der Schmelze
05366000002408143;Daimlerstraße
05366000002408144;Siemensring
05366000002408145;Starenweg
05366000002408146;Elsternweg
05366000002408147;Fasanenweg
05366000002408148;Karolingerstraße
05366000002408149;Kruppstraße
05366000002408150;Büchel-Eck
05366000002408151;Zum Ostlandkreuz
05366000002408152;Zum Felsblick
05366000002408153;Am Heidekopf
05366000002408154;Lilienstraße
05366000002408155;Geranienweg
05366000002408156;Akazienstraße
05366000002408157;Beerenweg
05366000002408158;Am Haselbusch
05366000002408159;Benzstraße
05366000002408160;Thyssenstraße
05366000002408161;Am Stellwerk
