strassenschluessel;bezeichnung
05966000002414000;Agathastraße
05966000002414001;Alter Weg
05966000002414002;Am Attenberg
05966000002414003;Am Bahnhof
05966000002414004;Am Bratzkopf
05966000002414005;Am Finkenhagen
05966000002414006;Am Gallenberg
05966000002414007;Am Hang
05966000002414008;Am Kattenhagen
05966000002414009;Am Markt
05966000002414010;Am Oberen Stötchen
05966000002414011;Am Sonnenhang
05966000002414012;Am Stötchen
05966000002414013;An den Eichen
05966000002414014;An den Klippen
05966000002414015;An der Eichhardt
05966000002414016;An der Schingerskuhle
05966000002414017;Anne-Frank-Weg
05966000002414018;Auf dem Gallenberg
05966000002414019;Auf der Fohrt
05966000002414020;Auf der Mauer
05966000002414021;Bahnhofstraße
05966000002414022;Bergstraße
05966000002414023;Biggestr.
05966000002414024;Bilsteiner Straße
05966000002414025;Birkenweg
05966000002414026;Bleichewiese
05966000002414027;Brabeckstraße
05966000002414028;Bruchstraße
05966000002414029;Buchenweg
05966000002414030;Danziger Straße
05966000002414031;Dohlenweg
05966000002414032;Dornröschenweg
05966000002414033;Drosselweg
05966000002414034;Droste-Hülshoff-Straße
05966000002414035;Düringerstr.
05966000002414036;Edith-Stein-Weg
05966000002414037;Eichendorffstraße
05966000002414038;Engelhardtstraße
05966000002414039;Erzbergerstraße
05966000002414040;Eupener Straße
05966000002414041;Felmicke
05966000002414042;Finkenstraße
05966000002414043;Frankfurter Straße
05966000002414044;Franziskanerstraße
05966000002414045;Franz-Menke-Straße
05966000002414046;Freusbergweg
05966000002414047;Friedrichstraße
05966000002414048;Fritz-Reuter-Straße
05966000002414049;Gartenstraße
05966000002414050;Gartenfelderstraße
05966000002414051;Geschwister-Scholl-Weg
05966000002414052;Goerdelerweg
05966000002414053;Görresstraße
05966000002414054;Goethestraße
05966000002414055;Grimmestraße
05966000002414056;Günsestraße
05966000002414057;Hakemickestraße
05966000002414058;Haldenweg
05966000002414059;Hardtweg
05966000002414060;Hasenpfad
05966000002414061;Haselweg
05966000002414062;Hatzenbergstraße
05966000002414063;Hochstraße
05966000002414064;Hoher Stein
05966000002414065;Hospitalweg
05966000002414066;Hubertusweg
05966000002414067;Imbergstraße
05966000002414068;Im Dohm
05966000002414069;Im Osterseifen
05966000002414070;Im Weierhohl
05966000002414071;In der Steinkuhle
05966000002414072;In der Stubicke
05966000002414073;In der Trift
05966000002414074;In der Wasche
05966000002414075;In der Wüste
05966000002414076;Jahnstraße
05966000002414077;Johann-Bergmann-Weg
05966000002414078;Johannes-Hatzfeld-Straße
05966000002414079;Johannesweg
05966000002414080;Josefstraße
05966000002414081;Kampstraße
05966000002414082;Kardinal-von-Galen-Straße
05966000002414083;Keeschladeweg
05966000002414084;Kettelerweg
05966000002414085;Kimicker Straße
05966000002414086;Kirchgasse
05966000002414087;Knappenweg
05966000002414088;Kölner Straße
05966000002414089;Königsberger Straße
05966000002414090;Kolpingstraße
05966000002414091;Kortemickestraße
05966000002414092;Krähenwinkel
05966000002414094;Kupferweg
05966000002414095;Kurfürst-Heinrich-Straße
05966000002414096;Kurkölner Platz
05966000002414097;Leonardusstraße
05966000002414098;Lerchenweg
05966000002414099;Lindenhardt
05966000002414100;Lindenstraße
05966000002414101;Löherweg
05966000002414102;Lütringhauser Weg
05966000002414103;Luise-Hensel-Weg
05966000002414104;Maria-Theresia-Straße
05966000002414105;Marktgasse
05966000002414107;Martinstraße
05966000002414108;Meisenweg
05966000002414109;Mühlenstraße
05966000002414110;Olper Hütte
05966000002414111;Otto-Müller-Straße
05966000002414112;Pannenklöpperstraße
05966000002414113;Papenschlade
05966000002414114;Pater-Deimel-Straße
05966000002414115;Paul-Gerhardt-Weg
05966000002414116;Pfarrer-Ermert-Weg
05966000002414117;Poscheweg
05966000002414118;Quellenweg
05966000002414119;Rhoder Weg
05966000002414120;Rochusstraße
05966000002414121;Römerstraße
05966000002414122;Rötger-Hundt-Weg
05966000002414123;Rotdornweg
05966000002414124;Rüblinghauser Straße
05966000002414126;Sandstraße
05966000002414127;Schillerweg
05966000002414128;Schützenstraße
05966000002414129;Schwanenstr.
05966000002414130;Sebastiansweg
05966000002414131;Seminarstraße
05966000002414132;Stachelauer Weg
05966000002414133;Starenweg
05966000002414134;Stauffenbergring
05966000002414135;Stollenweg
05966000002414136;Tannenbergstraße
05966000002414137;Theodor-Mietens-Weg
05966000002414138;Uhlandweg
05966000002414139;Westfälische Straße
05966000002414140;Wilhelmstraße
