strassenschluessel;bezeichnung
05170000001237001;Am Feldrain
05170000001237002;Am Rott
05170000001237003;Am Schwarzen Wasser
05170000001237004;Am Sportplatz
05170000001237005;Am Wall
05170000001237006;An der Windmühle
05170000001237007;Asternstraße
05170000001237008;Auf der Hufe
05170000001237009;Baumschulenweg
05170000001237010;Beerenhuk
05170000001237011;Bergfrede
05170000001237012;Bislicher Straße
05170000001237013;Bislicherwald
05170000001237014;Blumenkamper Straße
05170000001237015;Bramhorst
05170000001237016;Brauereistraße
05170000001237017;Bruchweg
05170000001237018;Brüner Straße
05170000001237019;Butenfeld
05170000001237020;Diersfordter Straße
05170000001237021;Fasanenweg
05170000001237022;Friedhofstraße
05170000001237023;Feuerdornweg
05170000001237024;Gartenstraße
05170000001237025;Grüner Weg
05170000001237026;Güterstraße
05170000001237027;Heideweg
05170000001237028;Hellefisch
05170000001237029;Hirtenweg
05170000001237030;Hülshorst
05170000001237031;Im Schönen Winkel
05170000001237032;Industriestraße
05170000001237033;Isselbruch
05170000001237034;Isselburger Straße
05170000001237035;Jägerstraße
05170000001237036;Kalthofsfeld
05170000001237037;Kastanienstraße
05170000001237038;Kerschenkamp
05170000001237039;Kesseldorfer Rott
05170000001237040;Kesseldorfer Straße
05170000001237041;Königsberger Straße
05170000001237042;Krokusweg
05170000001237043;Krummer Weg
05170000001237044;Lichtenholz
05170000001237045;Lilienweg
05170000001237046;Margaretenweg
05170000001237047;Marktstraße
05170000001237048;Mehrhooger Straße
05170000001237049;Minkelsches Feld
05170000001237050;Molkereistraße
05170000001237051;Mühlenrott
05170000001237052;Neufeld
05170000001237053;Ortmannsfeld
05170000001237054;Raiffeisenstraße
05170000001237055;Rathausstraße
05170000001237056;Rickelsweg
05170000001237057;Ringenberger Straße
05170000001237058;Rosenstraße
05170000001237059;Roßmühle
05170000001237060;Strauchheide
05170000001237061;Tentenkatweg
05170000001237062;Thülenweg
05170000001237063;Vierwinden
05170000001237064;Vöckingsweg
05170000001237065;Von-Lans-Platz
05170000001237066;Westfeldweg
05170000001237067;Weststraße
05170000001237068;Zum Bislicherwald
05170000001237069;Zum Weißenstein
05170000001237070;Dohlenstraße
05170000001237071;Am Gut Vogelsang
05170000001237072;Marienplatz
05170000001237073;Danziger Straße
05170000001237074;Daßhorst
05170000001237075;Loikumer Rott
05170000001237076;Weißdornweg
05170000001237077;Halfmannsfeld
05170000001237078;Windmühlenweg
05170000001237079;Am Bongert
05170000001237080;Martin-Luther-Straße
05170000001237081;Buschfeld
05170000001237082;Bergerfurther Straße
05170000001237083;Harderwycker Weg
05170000001237084;Heuweg
05170000001237085;Reindersweg
05170000001237086;Risswaldweg
05170000001237087;Stallmannsweg
05170000001237088;Witzenskath
05170000001237089;Gustav-Schippers-Weg
05170000001237090;Heckenweg
05170000001237091;Sedgefieldstraße
05170000001237092;Rigauds Busch
05170000001237093;Via Salza Irpina
05170000001237094;Molkereiplatz
05170000001237095;Fuderweg
05170000001237096;Scheffelweg
05170000001237097;Klafterweg
05170000001237098;Ellenweg
05170000001237099;Elbinger Straße
05170000001237100;Am Honigacker
05170000001237101;Rotering
05170000001237102;Sandberg
05170000001237103;Schultenstegge
05170000001237104;Stapelsweg
05170000001237105;Stegge
05170000001237106;Stenertsdick
05170000001237107;Sternweg
05170000001237108;Stockum
05170000001237109;Uhlandsweg
05170000001237110;Underhook
05170000001237111;Veengotte
05170000001237112;Weller Berg
05170000001237113;Zum Bildstock
05170000001237114;Zum Schießstand
05170000001237115;Zum Uhlenberg
05170000001237116;Zum Venn
05170000001237117;Zum Waldsee
05170000001237118;Pater-Terörde-Weg
05170000001237119;Akazienweg
05170000001237120;Messingsfeld
05170000001237121;Hasselmannsfeld
05170000001237122;Alte Kornbrennerei
05170000001237123;Am Königsbach
05170000001237124;Kiepenkerlstraße
05170000001237125;Hasseler Paß
05170000001237126;Am Wegehaspel
05170000001237127;Kerkenpatt
05170000001237128;Markenweg
05170000001237129;Zur Hohen Heide
05170000001237130;Nikolaus-Groß-Straße
05170000001237131;Schwanenschlatt
05170000001237132;Hüttemannstraße
05170000001237133;An der Feuerwehr
05170000001237141;Am Koppelgarten
