strassenschluessel;bezeichnung
05962000005202001;Ölmühle
05962000005202002;Am Hasentanz
05962000005202003;Schattweg
05962000005202004;Am Friedhahn
05962000005202005;Am Stübel
05962000005202006;Am Spiecker
05962000005202007;Nordstraße
05962000005202008;Südstraße
05962000005202009;Am Obergraben
05962000005202010;Theobald-Pfeiffer-Straße
05962000005202011;Am Eisenwerk
05962000005202012;Rötelmannstraße
05962000005202013;Friedrich-Maiweg-Straße
05962000005202014;Alter Weg
05962000005202015;Am Gringel
05962000005202016;Am Königssiepen
05962000005202017;Forsthaus Burg
05962000005202018;Auf der Burg
05962000005202019;Lennestraße
05962000005202020;Farnacker
05962000005202021;Heilige Eiche
05962000005202022;Marienweg
05962000005202030;Ohler Straße
05962000005202031;Finkenweg
05962000005202032;Elsterweg
05962000005202033;Amselweg
05962000005202034;Drosselweg
05962000005202040;Gringel
05962000005202043;Selscheid
05962000005202044;Schlechtenweg
05962000005202046;Erkelze
05962000005202049;Winterhof
05962000005202052;Sechtenbecke
05962000005202055;Breitenfeld
05962000005202058;Grimminghausen
05962000005202061;Hilfringhausen
05962000005202064;Teindeln
05962000005202067;Elhausen
05962000005202070;Brüninghausen
05962000005202073;Hohagen
05962000005202076;Jeutmecke
05962000005202079;Solmbecke
05962000005202082;Hechtenberg
05962000005202084;Kilian-Kirchhoff-Damm
05962000005202085;Dammstraße
05962000005202086;Werdenstraße
05962000005202087;Schulstraße
05962000005202088;Eickackerstraße
05962000005202089;Heinrichstraße
05962000005202090;Karlstraße
05962000005202091;Breddestraße
05962000005202092;Bannewerthstraße
05962000005202093;Bachstraße
05962000005202094;Feldstraße
05962000005202095;Poststraße
05962000005202096;Bahnhofsplatz
05962000005202097;Brauckstraße
05962000005202098;Mittelstraße
05962000005202099;Jüttenstraße
05962000005202100;Kurze Straße
05962000005202101;Reichsstraße
05962000005202102;Im Meggenbrauck
05962000005202103;Blumenstraße
05962000005202104;Hallenbergstraße
05962000005202105;Am Friedhof
05962000005202106;Am Rohe
05962000005202107;Lechteickenweg
05962000005202108;Silbergstraße
05962000005202109;Grabenstraße
05962000005202110;Randstraße
05962000005202111;Hallenstraße
05962000005202112;Affelner Straße
05962000005202113;Im Bogen
05962000005202114;Auf der Halle
05962000005202115;Unterm Einig
05962000005202116;In der Blemke
05962000005202117;Böhl
05962000005202118;Kampstraße
05962000005202119;Schlehenweg
05962000005202120;Rohsiepenweg
05962000005202122;Untere Grabenstraße
05962000005202130;Kahley
05962000005202131;Im Knapp
05962000005202132;Am Hallenbad
05962000005202133;Ohler Straße
05962000005202134;Böddinghauser Weg
05962000005202135;In der Bommecke
05962000005202136;Hohlweg
05962000005202137;Wilhelm-Graewe-Straße
05962000005202138;Im Kerkel
05962000005202139;In der Ostert
05962000005202140;Am Rappholz
05962000005202141;Steinertweg
05962000005202142;Auf dem Rode
05962000005202143;Albert-Schweitzer-Straße
05962000005202144;Am Werkshagen
05962000005202146;Am Brandrücken
05962000005202147;Im Brauck
05962000005202148;Im Maisel
05962000005202149;Im Diergarten
05962000005202150;Jakobshagen
05962000005202151;Böddinghauser Feld
05962000005202155;Kahlberg
05962000005202158;Einig
05962000005202161;Leinschede
05962000005202162;Auf dem Brink
05962000005202164;Hohe Blemke
05962000005202167;Siesel
05962000005202168;Am Wasserwerk
05962000005202170;Wiebecke
05962000005202173;Pasel
05962000005202174;Lindenallee
05962000005202174;Lindenallee
05962000005202175;In den Mauern
05962000005202176;Hausstätte
05962000005202177;Am Steimel
05962000005202178;Im Ohl
05962000005202180;Brockhauser Weg
05962000005202181;Auf dem Loh
05962000005202182;Im Erlenkamp
05962000005202183;Eschensiedlung
05962000005202184;Schreberstraße
05962000005202185;Eschener Weg
05962000005202186;Damaschkestraße
05962000005202187;Derfflingerstraße
05962000005202188;Unterm Saley
05962000005202189;Brandenbergstraße
05962000005202190;Carl-Schirmer-Straße
05962000005202191;Jakob-Kurth-Straße
05962000005202192;Elise-Lüsebrink-Straße
05962000005202195;Brockhausen
05962000005202198;Soen
05962000005202199;Auf dem Heidlande
05962000005202202;Danziger Straße
