strassenschluessel;bezeichnung
05758000002805502;Am Donoer Feld
05758000002805503;Am Höger Siek
05758000002805504;Am Hünengrab
05758000002805505;Am Rundteil
05758000002805506;Amselweg
05758000002805507;Aueweg
05758000002805508;Bahnhofstraße
05758000002805509;Bahnstraße
05758000002805510;Böckelfeld
05758000002805511;Böschenfeldweg
05758000002805512;Bremerfeld
05758000002805513;Bunte-Mühlen-Weg
05758000002805514;Donoer Straße
05758000002805515;Drosselweg
05758000002805516;Finkenweg
05758000002805517;Hansastraße
05758000002805518;Heidkamp
05758000002805519;Högerfeldweg
05758000002805520;Höger Heide
05758000002805521;Holzeler Weg
05758000002805522;Im Böckelfeld
05758000002805523;Im Loh
05758000002805524;In der Flage
05758000002805525;Kirchsieksbrink
05758000002805526;Klosteracker
05758000002805527;Lohmühlenweg
05758000002805528;Mühlenkamp
05758000002805529;Oberbauerschafter Straße
05758000002805530;Papenwandweg
05758000002805531;Rilkestraße
05758000002805532;Rüschener Straße
05758000002805533;Schiemkerweg
05758000002805534;Schierenacker
05758000002805535;Schluchtenweg
05758000002805536;Steinbrinkweg
05758000002805538;Vor dem Berge
05758000002805539;Vor den Bäumen
05758000002805540;Waghorster Straße
05758000002805541;Zum Stillen Frieden
05758000002805542;Im Südholz
05758000002805543;Fliederweg
05758000002805544;Lohacker
05758000002805545;Auenwiese
05758000002805546;Im Böskenbruch
05758000002805547;Sperlingweg
05758000002805548;Starenweg
05758000002805561;Albert-Schweitzer-Straße
05758000002805562;Am Feuerwehrhaus
05758000002805563;Am Freibad
05758000002805564;Am Heidenbrockacker
05758000002805565;Am Schulwald
05758000002805566;Auf dem Kamp
05758000002805567;Bauringstraße Nord
05758000002805568;Bauringstraße Süd
05758000002805569;Birkamp
05758000002805570;Böllstraße
05758000002805572;Brechtstraße
05758000002805573;Bruchmühlener Straße
05758000002805574;Bruchstraße
05758000002805575;Burkamp
05758000002805576;Buschweg
05758000002805577;Darnauer Weg
05758000002805578;Diekenweg
05758000002805579;Dorfstraße
05758000002805580;Drögerhorst
05758000002805581;Eichendorffstraße
05758000002805582;Ernst-Reuter-Straße
05758000002805583;Feldstraße
05758000002805584;Friedhofsweg
05758000002805585;Fünfhausenstraße
05758000002805586;Gebrüder-Grimm-Straße
05758000002805587;Gellertweg
05758000002805588;Gerhart-Hauptmann-Straße
05758000002805589;Gossnerweg
05758000002805590;Großer Ort
05758000002805591;Heidestraße
05758000002805592;Heinrich-Heine-Straße
05758000002805593;Herderstraße
05758000002805594;Hindenburgstraße
05758000002805595;Holtkampstraße
05758000002805596;Im Dieken
05758000002805597;Im Felde
05758000002805598;Im Fuchsloch
05758000002805599;Im Holtkamp
05758000002805600;In der Lage
05758000002805601;Käthe-Kollwitz-Straße
05758000002805602;Industriestraße
05758000002805603;Kilverstraße
05758000002805604;Kleine Heide
05758000002805605;Kleiststraße
05758000002805606;Ladestraße
05758000002805607;Lessingstraße
05758000002805608;Limbreede
05758000002805609;Luskampweg
05758000002805610;Möllenberg
05758000002805611;Mörikestraße
05758000002805612;Mühlenstraße
05758000002805613;Neue Straße
05758000002805614;Niedernfeld
05758000002805615;Osnabrücker Straße
05758000002805616;Rennerskamp
05758000002805617;Rückertstraße
05758000002805618;Sachsenweg
05758000002805619;Schwarzer Weg
05758000002805620;Stockhude
05758000002805621;Stormweg
05758000002805622;Studieker Weg
05758000002805623;Telgenweg
05758000002805624;Westkilverstraße
05758000002805625;Wöhrstraße
05758000002805626;Zur Alten Schmiede
05758000002805627;Zum Wiesengrund
05758000002805628;Meller Straße
