strassenschluessel;bezeichnung
05754000003610000;Achatiusweg
05754000003610050;Abt-Kruse-Weg
05754000003610100;Adlerstraße
05754000003610150;Adolf-Reichwein-Weg
05754000003610200;Ahornweg
05754000003610300;Akazienweg
05754000003610400;Albert-Schweitzer-Weg
05754000003610450;Alfred-Delp-Weg
05754000003610500;Alte Paderborner Landstraße
05754000003610600;Alte Poststraße
05754000003610630;Alte Spellerstraße
05754000003610650;Altenkamp
05754000003610700;Alter Markt
05754000003610750;Altes Oestervenn
05754000003610780;Am Anger
05754000003610800;Am Bärenbach
05754000003610850;Am Ehrenmal
05754000003610900;Am Fahrenstau
05754000003610950;Am Forthof
05754000003611000;Am Furlbach
05754000003611030;Am Hain
05754000003611050;Am Hallenbad
05754000003611100;Am Landerbach
05754000003611200;Am Menkebach
05754000003611300;Am Ölbach
05754000003611400;Am Ottenhof
05754000003611500;Am Pastorat
05754000003611550;Am Rathaus
05754000003611600;Am Schloss
05754000003611700;Am Schützenplatz
05754000003611800;Am Schulhof
05754000003611800;Am Schulhof
05754000003611900;Am Sportplatz
05754000003612000;Am Stallfeld
05754000003612100;Amselweg
05754000003612200;An der Gießerei
05754000003612300;An der Heller
05754000003612350;Anemonenweg
05754000003612370;Annastraße
05754000003612400;Asternweg
05754000003612450;Auenweg
05754000003612500;Auf dem Sande
05754000003612600;Auf den Holen
05754000003612700;Augustdorfer Straße
05754000003612800;Bachweg
05754000003612900;Bahndamm
05754000003613000;Bahnhofstraße
05754000003613100;Barbaraweg
05754000003613200;Bartokweg
05754000003613250;Beckersheide
05754000003613300;Beethovenstraße
05754000003613400;Berliner Straße
05754000003613430;Bernhard-Letterhaus-Weg
05754000003613440;Bernsteinweg
05754000003613450;Bexterweg
05754000003613500;Bielefelder Straße
05754000003613500;Bielefelder Straße
05754000003613520;Bienenweg
05754000003613600;Birkenweg
05754000003613700;Blumenweg
05754000003613750;Bodelschwinghweg
05754000003613800;Bokelfenner Straße
05754000003613900;Bonifatiusweg
05754000003614000;Brahmsweg
05754000003614100;Brandkuhle
05754000003614200;Breslauer Straße
05754000003614300;Brinkeweg
05754000003614400;Brockweg
05754000003614500;Brucknerweg
05754000003614600;Brumbusch
05754000003614700;Buchenweg
05754000003614800;Bütervenn
05754000003614850;Buschenvenn
05754000003614900;Buschweg
05754000003615000;Bussardweg
05754000003615050;Carl-Sonnenschein-Weg
05754000003615060;Carl-Zeiss-Straße
05754000003615100;Dahlienweg
05754000003615200;Dalbkeweg
05754000003615300;Dammweg
05754000003615400;Danziger Straße
05754000003615500;Dechant-Brill-Straße
05754000003615600;Detmolder Straße
05754000003615630;Dietrich-Bonhoeffer-Weg
05754000003615650;Dohlenweg
05754000003615700;Dopheide
05754000003615750;Dresdener Straße
05754000003615800;Dresselhausweg
05754000003615900;Drosselweg
05754000003616000;Drosteweg
05754000003616100;Ebbinghausweg
05754000003616100;Ebbinghausweg
05754000003616200;Eichendorffweg
05754000003616300;Eichenweg
05754000003616350;Eisvogelweg
05754000003616370;Elisabethstraße
05754000003616400;Elsterweg
05754000003616500;Emsweg
05754000003616600;Erikaweg
05754000003616700;Erlenweg
05754000003616800;Eschenweg
05754000003616900;Eulenweg
05754000003617000;Falkenhorst
05754000003617100;Falkenstraße
05754000003617200;Fallerslebenstraße
05754000003617300;Fasanenweg
05754000003617400;Feilenweg
05754000003617500;Feldweg
05754000003617550;Fichtenbrink
05754000003617600;Fienhofweg
05754000003617700;Finkenweg
05754000003617800;Fliederweg
05754000003617900;Flößweg
05754000003618000;Flugplatzstraße
05754000003618000;Flugplatzstraße
05754000003618100;Flurstraße
05754000003618300;Föhrenweg
05754000003618400;Forellenweg
05754000003618500;Forstweg
05754000003618600;Forthofstraße
05754000003618700;Fosse Bredde
05754000003618800;Fosse Grund
05754000003618800;Fosse Grund
05754000003618900;Franziskusweg
05754000003618950;Franz-Leuninger-Weg
05754000003619000;Freiligrathstraße
05754000003619100;Freimannweg
05754000003619200;Friedhofweg
05754000003619250;Friedrich-Husemann-Weg
05754000003619300;Füchtenweg
05754000003619400;Garnheide
05754000003619400;Garnheide
05754000003619500;Gartenweg
05754000003619550;Geranienweg
05754000003619600;Gerhart-Hauptmann-Weg
05754000003619610;Gerkens Hof
05754000003619630;Gerstenkamp
05754000003619650;Geschwister-Scholl-Weg
05754000003619700;Ginsterweg
05754000003619800;Gluckweg
05754000003619850;Görlitzer Straße
05754000003619880;Gottfried-Schenker-Straße
05754000003619900;Grabenweg
05754000003620000;Grauthoffweg
05754000003620100;Grenzweg
05754000003620100;Grenzweg
05754000003620200;Griegweg
05754000003620300;Grüner Weg
05754000003620400;Gutenbergstraße
05754000003620490;Haberland
05754000003620500;Habichtweg
05754000003620550;Häherweg
05754000003620600;Händelweg
05754000003620650;Haller Weg
05754000003620700;Hasenweg
05754000003620800;Hauptstraße
05754000003620900;Haydnweg
05754000003621000;Hegselweg
05754000003621100;Heidbrink
05754000003621200;Heideblümchenstraße
05754000003621300;Heideweg
05754000003621400;Heidfeld
05754000003621500;Heimweg
05754000003621530;Heinrich-Heine-Weg
05754000003621550;Heinz-Baak-Weg
05754000003621570;Helene-Weber-Straße
05754000003621600;Helleforthstraße
05754000003621710;Hellweg
05754000003621750;Herderweg
05754000003621800;Hindemithweg
05754000003621900;Hövelrieger Straße
05754000003621950;Hohe Straße
05754000003621980;Holter Kirchplatz
05754000003622010;Holter Straße
05754000003622100;Holunderweg
05754000003622200;Holzweg
05754000003622300;Hubertusweg
05754000003622400;Im Pohle
05754000003622450;Im Westervenn
05754000003622480;In den Kämpen
05754000003622500;In den Lüchten
05754000003622600;In der Stroth
05754000003622700;Industriestraße
05754000003622750;Irisweg
05754000003622800;Jägergrund
05754000003622900;Jahnstraße
05754000003622930;Johanna-Kirchner-Weg
05754000003622950;Johannes-Stiewe-Straße
05754000003622970;Josef-Brink-Weg
05754000003623000;Kamermühle
05754000003623100;Kampweg
05754000003623200;Kapellenweg
05754000003623250;Karlsbader Weg
05754000003623300;Kastanienweg
05754000003623400;Kattenheide
05754000003623500;Kaunitzer Straße
05754000003623600;Kerstingweg
05754000003623650;Kettelerstraße
05754000003623700;Kiebitzweg
05754000003623800;Kiefernweg
05754000003623900;Kirchstraße
05754000003623920;Kleeweg
05754000003623950;Kleiberweg
05754000003623970;Kleine Heide
05754000003624000;Königsberger Straße
05754000003624100;Kohlriege
05754000003624150;Kolpingstraße
05754000003624170;Konrad-Zuse-Straße
05754000003624180;Kornblumenweg
05754000003624200;Kranichweg
05754000003624300;Krügerweg
05754000003624400;Kuckucksweg
05754000003624500;Kuhkamp
05754000003624600;Kurzer Weg
05754000003624700;Landerdamm
05754000003624800;Lange Straße
05754000003624810;Lange Wiese
05754000003624850;Lausitzer Straße
05754000003624900;Landweg
05754000003625000;Leipziger Weg
05754000003625100;Lerchenweg
05754000003625150;Libellenweg
05754000003625200;Liboriusweg
05754000003625300;Liemker Straße
05754000003625400;Ligusterweg
05754000003625500;Lilienweg
05754000003625600;Lindenstraße
05754000003625700;Lippstädter Weg
05754000003625800;Lisztweg
05754000003625900;Lönsweg
05754000003625930;Löwenzahnweg
05754000003626000;Lortzingweg
05754000003626100;Lüchtenstraße
05754000003626200;Ludgerusweg
05754000003626220;Ludwig-Beck-Weg
05754000003626250;Magdeburger Weg
05754000003626260;Maikäferweg
05754000003626280;Marienstraße
05754000003626300;Marktweg
05754000003626400;Markusweg
05754000003626450;Max-Habermann-Weg
05754000003626500;Meisenweg
05754000003626600;Mendelssohnweg
05754000003626710;Mergelheide
05754000003626800;Mergelweg
05754000003626850;Milanweg
05754000003626900;Mittweg
05754000003626950;Mörikeweg
05754000003627000;Mozartweg
05754000003627100;Mühlenweg
05754000003627200;Münsterweg
05754000003627300;Nachtigallweg
05754000003627400;Nelkenweg
05754000003627450;Nikolaus-Groß-Weg
05754000003627500;Nordstraße
05754000003627610;Oerlinghauser Straße
05754000003627700;Oestervenn
05754000003627800;Offenbachweg
05754000003627900;Orffweg
05754000003628000;Osningweg
05754000003628100;Ostpreußenweg
05754000003628120;Ostritzer Straße
05754000003628200;Ottenheide
05754000003628220;Otto-Hahn-Straße
05754000003628300;Paderborner Straße
05754000003628350;Panzerringstraße
05754000003628400;Pappelweg
05754000003628450;Pastor-Bangen-Weg
05754000003628500;Paul-Keller-Weg
05754000003628550;Paul-Schneider-Weg
05754000003628600;Paulusweg
05754000003628700;Pfarrer-Huckschlag-Weg
05754000003628800;Pferdekamp
05754000003628850;Pirolweg
05754000003628900;Pollhansfeld
05754000003629000;Pollhansheide
05754000003629100;Pollstraße
05754000003629150;Posener Straße
05754000003629200;Rahmkeweg
05754000003629230;Rapsweg
05754000003629250;Rathausstraße
05754000003629300;Ravensberger Weg
05754000003629400;Reiherweg
05754000003629500;Rieger Straße
05754000003629600;Rodenweg
05754000003629700;Römerstraße
05754000003629800;Röwekamp
05754000003629900;Rosenstraße
05754000003629930;Rotkehlchenweg
05754000003629950;Rupert-Mayer-Weg
05754000003630000;Salbeiweg
05754000003630010;Sender Straße
05754000003630100;Senner Straße
05754000003630200;Scheipshofer Straße
05754000003630300;Schlesierweg
05754000003630400;Schlingweg
05754000003630500;Schlossstraße
05754000003630600;Schubertweg
05754000003630700;Schumannweg
05754000003630800;Schwalbenweg
05754000003630900;Siemensweg
05754000003630950;Siewekeweg
05754000003631000;Spechtweg
05754000003631100;Spellerstraße
05754000003631200;Spellerteich
05754000003631300;Sperberweg
05754000003631350;Sperlingweg
05754000003631380;Spreewaldstraße
05754000003631400;Stadtweg
05754000003631500;Starenweg
05754000003631550;Stauffenbergstraße
05754000003631700;St.-Heinrich-Straße
05754000003631800;St.-Michael-Straße
05754000003631830;St.-Sebastianus-Straße
05754000003631900;Tannenweg
05754000003632000;Taubenweg
05754000003632100;Teichweg
05754000003632200;Tenge-Rietberg-Straße
05754000003632310;Teutoburger Weg
05754000003632400;Theodor-Storm-Weg
05754000003632450;Tilsiter Weg
05754000003632500;Tölkenweg
