strassenschluessel;bezeichnung
05754000005200950;Ahornweg
05754000005200999;Alte Bielefelder Straße
05754000005201000;Am Bach
05754000005201001;Am Birkenhof
05754000005201005;Am Drostenhof
05754000005201010;Am Hang
05754000005201020;Am Hengeberg
05754000005201025;Am Hohlweg
05754000005201030;Am Kerkskamp
05754000005201040;Am Riegelbrink
05754000005201049;Am Winkel
05754000005201050;Ascheloher Weg
05754000005201055;Astrid-Lindgren-Weg
05754000005201060;Auf dem Klei
05754000005201070;Auf der Bleeke
05754000005201080;Bahnbreede
05754000005201090;Bahnhofstraße
05754000005201100;Barenhorst
05754000005201110;Bergkamp
05754000005201120;Bergstraße
05754000005201130;Bielefelder Straße
05754000005201140;Birkenweg
05754000005201150;Blotenberg
05754000005201160;Blumenstraße
05754000005201170;Bokemühlenweg
05754000005201180;Borgholzhausener Straße
05754000005201190;Bransheide
05754000005201200;Brennenheide
05754000005201210;Breslauer Straße
05754000005201220;Brunnenstraße
05754000005201230;Buchenweg
05754000005201235;C.-F.-Venghauss-Platz
05754000005201240;Dammstraße
05754000005201250;Diekstraße
05754000005201260;Dornberger Weg
05754000005201270;Drosselweg
05754000005201280;Egge
05754000005201290;Eichenstraße
05754000005201300;Ellersiek
05754000005201310;Engerstraße
05754000005201315;Erich-Kästner-Weg
05754000005201320;Esch
05754000005201330;Feldweg
05754000005201340;Finkenweg
05754000005201345;Flachskamp
05754000005201350;Friedrichstraße
05754000005201360;Gartenstraße
05754000005201370;Gerhart-Hauptmann-Straße
05754000005201380;Grasweg
05754000005201390;Grenzweg
05754000005201399;Grüner Weg
05754000005201400;Grünstraße
05754000005201410;Hägerfeld
05754000005201420;Hägerstraße
05754000005201430;Haller Straße
05754000005201440;Heide
05754000005201450;Heinrichstraße
05754000005201460;Hermannstraße
05754000005201470;Hermann-Potthoff-Straße
05754000005201480;Holtkamp
05754000005201490;Holzstraße
05754000005201500;Im Bruche
05754000005201510;Im Kloster
05754000005201520;Im Viertel
05754000005201521;Im Wiesengrund
05754000005201525;Isingdorfer Bruch
