strassenschluessel;bezeichnung
05570000004025705;Adolfshöhe
05570000004025707;Ahlener Damm
05570000004025709;Ahornweg
05570000004025710;Ahrenhorst
05570000004025713;Alfred-Delp-Straße
05570000004025715;Alst
05570000004025720;Alter Postweg
05570000004025725;Alte Stadt
05570000004025730;Alverskirchener Straße
05570000004025732;Am Buchsbaum
05570000004025733;Am Fernmeldeturm
05570000004025734;Am Fuchsbau
05570000004025735;Am Gänsegarten
05570000004025737;Am Hagen
05570000004025740;Am Mergelberg
05570000004025745;Am Piper
05570000004025750;Amselstiege
05570000004025752;Am Wall
05570000004025753;Am Weidenstock
05570000004025755;Anette-von-Droste-Hülshoff-Straße
05570000004025758;Astrid-Lindgren-Straße
05570000004025760;Auf dem Bült
05570000004025765;Auf dem Garrath
05570000004025770;Auf der Bree
05570000004025775;Auf der Geist
05570000004025780;Augustin-Wibbelt-Straße
05570000004025785;Backhausstraße
05570000004025790;Bahnhofstraße
05570000004025795;Bergstraße
05570000004025800;Bergkamp
05570000004025805;Berl
05570000004025810;Berliner Weg
05570000004025815;Bersenkampstraße
05570000004025820;Birkenallee
05570000004025825;Birkenweg
05570000004025830;Bispingweg
05570000004025831;Blankenweg
05570000004025835;Böckenholt
05570000004025840;Böckingwiese
05570000004025843;Böttcherstraße
05570000004025845;Borsigstraße
05570000004025850;Boschstraße
05570000004025855;Bracht
05570000004025860;Brahmsweg
05570000004025865;Breede
05570000004025870;Breil
05570000004025872;Brennereiweg
05570000004025875;Breslauer Weg
05570000004025880;Brock
05570000004025883;Buchenweg
05570000004025885;Buschkamp
05570000004025886;Carl-Diem-Straße
05570000004025888;Dachsleite
05570000004025890;Danziger Weg
05570000004025895;Darupstraße
05570000004025897;Dechant-Wessing-Straße
05570000004025900;Dieselstraße
05570000004025902;Dietrich-Bonhoeffer-Straße
05570000004025903;Dorfkamp
05570000004025905;Dornenkamp
05570000004025910;Drosselgasse
05570000004025915;Drostenhof
05570000004025917;Echterbrock
05570000004025919;Edith-Stein-Straße
05570000004025920;Eichendorffstraße
05570000004025922;Eichenweg
05570000004025925;Elmenhorst
05570000004025927;Elmster Berg
05570000004025930;Erlenweg
05570000004025933;Ernst-Haeckel-Straße
05570000004025935;Falkenstraße
05570000004025940;Fillstraße
05570000004025945;Finkenstraße
05570000004025950;Friedhofsweg
05570000004025955;Friedensstraße
