strassenschluessel;bezeichnung
05970000002406000;Bockenbachstraße
05970000002406001;In den Büschen
05970000002406002;In der Ickenbach
05970000002406003;Kirchhofweg
05970000002406004;Lindenhof
05970000002406006;Wendener Straße
05970000002406007;Am Eichhardt
05970000002406008;Richard-Wagner-Weg
05970000002406009;Attenbach
05970000002406010;Südhang
05970000002406030;Annaweg
05970000002406031;Burgholdinghausen
05970000002406032;Müsener Straße
05970000002406040;Achenbachstraße
05970000002406041;Alte Schulstraße
05970000002406042;Alter Fuhrweg
05970000002406043;Am Büll
05970000002406044;Am Heckstück
05970000002406045;Auf dem Damm
05970000002406046;Auf dem Lürenfeld
05970000002406047;Auf der Hube
05970000002406048;Auf der Pferdeweide
05970000002406049;Baumschulweg
05970000002406050;Berliner Straße
05970000002406051;Birkenweg
05970000002406052;Bottenbacher Gasse
05970000002406053;Bottenbacher Straße
05970000002406054;Buchener Weg
05970000002406055;Buschhüttener Straße
05970000002406056;Charlottenstraße
05970000002406057;Deichwaldstraße
05970000002406058;Friedrich-Ebert-Straße
05970000002406059;Forstweg
05970000002406060;Gerhart-Hauptmann-Weg
05970000002406061;Goetheweg
05970000002406062;Hans-Böckler-Straße
05970000002406063;Hermann-Ehlers-Weg
05970000002406064;Hohler Weg
05970000002406065;Hüttenstraße
05970000002406066;In der Försterwiese
05970000002406067;In der Molzkaute
05970000002406068;Im Kölsbachgrund
05970000002406069;Im Postgarten
05970000002406070;Im Weiher
05970000002406071;Kantstraße
05970000002406072;Kölsbachstraße
05970000002406073;Königsberger Straße
05970000002406074;Kurt-Schumacher-Weg
05970000002406075;Langenauer Straße
05970000002406076;Lessingstraße
05970000002406077;Liesewaldstraße
05970000002406078;Mattenbachstraße
05970000002406079;Mühlbergstraße
05970000002406080;Obere Mühlbergstraße
05970000002406081;Parkstraße
05970000002406082;Setzer Straße
05970000002406083;Siegener Straße
05970000002406084;Sohlbacher Straße
05970000002406085;Stockbornstraße
05970000002406086;Theodor-Heuss-Weg
05970000002406087;Tilsiter Straße
05970000002406088;Uhlandweg
05970000002406089;Untere Wiesenstraße
05970000002406090;Wachsbaumstraße
05970000002406091;Waldenburger Straße
05970000002406092;Zum Bergelchen
05970000002406093;Zum Küchenwald
05970000002406094;Zum Wehr
05970000002406095;Zum Hubensgut
05970000002406096;Kleistweg
05970000002406098;Backeswiese
05970000002406099;Ladestraße
05970000002406100;Herderweg
05970000002406101;Karl-Carstens-Weg
05970000002406102;Eisenhammer
05970000002406103;Konrad-Adenauer-Weg
05970000002406104;In der Stockwiese
05970000002406105;Johannes-Rau-Weg
05970000002406106;Am Hofgut
05970000002406160;Am Alten Hahn
05970000002406161;Am Fischteich
05970000002406162;Am Parkplatz
05970000002406163;Am Sonnenhang
05970000002406164;An der Stetze
05970000002406165;Auf dem Hammer
05970000002406166;Auf der Birke
05970000002406167;Außer dem Schlag
05970000002406168;Bockenbachstraße
05970000002406169;Brauhausweg
05970000002406170;Eichener Straße
05970000002406171;Grenzweg
05970000002406172;Hagener Straße
05970000002406173;Hammerstraße
05970000002406174;Hankerstraße
05970000002406175;Hergeswald
05970000002406176;Hof Kindelsberg
05970000002406177;Im Wenigen Bruch
05970000002406178;In der Bockelbach
05970000002406179;Jahnstraße
05970000002406180;Juliusstraße
05970000002406181;Kirchhofweg
05970000002406182;Kirbergstraße
05970000002406183;Mozartstraße
05970000002406184;Mühlenanger
05970000002406185;Mühlenwaldstraße
05970000002406186;Richard-Schmidt-Straße
05970000002406187;Schneeweißdornstraße
05970000002406188;Schubertstraße
05970000002406189;Schulstraße
05970000002406190;Stendenbacher Weg
05970000002406191;Südhang
05970000002406192;Südstraße
05970000002406193;Wendenhof
05970000002406194;Zimmerstraße
05970000002406195;Zum Möhnerschen
05970000002406196;Beethovenweg
05970000002406197;Im Wiesental
05970000002406198;Joseph-Haydn-Weg
05970000002406199;Zum Stadtwald
05970000002406200;Untere Bockelbach
05970000002406201;Am Streffel
05970000002406202;Zum Sonnenwinkel
05970000002406203;In der Alten Straße
05970000002406204;Walter-Thomas-Weg
05970000002406260;Am Pfantstiehl
05970000002406261;Auf dem Hainchen
05970000002406262;Bogenstraße
05970000002406263;Brachestraße
05970000002406264;Dornseifer Straße
05970000002406265;Eichendorffweg
05970000002406266;Erzebachstraße
05970000002406267;Fellenbachstraße
05970000002406268;Fellinghausener Straße
05970000002406269;Gutshofstraße
05970000002406270;Heesstraße
05970000002406271;Höhenweg
05970000002406272;Hofwiesenstraße
05970000002406273;In der Ecke
05970000002406274;In der Thal
05970000002406275;Landstraße
05970000002406276;Luisenstraße
05970000002406277;Neuer Weg
05970000002406278;Numbachstraße
05970000002406279;Obere Erzenbach
05970000002406280;Schulweg
05970000002406281;Sonnenweg
05970000002406282;Stormstraße
05970000002406283;Waldheimstraße
05970000002406284;Weidener Straße
05970000002406285;Zum Hohlen Stein
05970000002406286;Rubensweg
05970000002406287;Gülshof
05970000002406288;Am Eichenwäldchen
05970000002406289;Vorm Mühlberg
05970000002406290;Zum Kohlenberg
05970000002406291;Rembrandtweg
05970000002406292;Adolf-Saenger-Weg
05970000002406293;Hermann-Kuhmichel-Weg
05970000002406294;Hermann-Manskopf-Weg
05970000002406295;Hanna-Achenbach-Weg
05970000002406296;Rothwiese
05970000002406297;Klafelders Garten
05970000002406330;Aherhammer
05970000002406331;Aherweiden
05970000002406332;Alter Bruch
05970000002406333;Am Klingelborn
05970000002406334;Am Nöchel
05970000002406335;Am Rosenkamm
05970000002406336;Auf der Lohmühle
05970000002406337;Auf der Rennwiese
05970000002406338;Austraße
05970000002406339;Backhausweg
05970000002406340;Bergstraße
05970000002406341;Dallnstraße
05970000002406342;Ebertshahnstraße
05970000002406343;Feldhof
05970000002406344;Feldstraße
05970000002406345;Ferndorfer Straße
05970000002406346;Friedhofsweg
05970000002406347;Gartenstraße
05970000002406348;Gasser Weg
05970000002406349;Glück-Auf-Straße
05970000002406350;Gute Zeit
05970000002406351;Hirtengarten
05970000002406352;Höhstraße
05970000002406353;Hofacker
05970000002406354;Im Kiel
05970000002406355;In der Heeg
05970000002406356;In der Zitzenbach
05970000002406357;Irlenhof
05970000002406358;Irlenweg
05970000002406359;Kärntner Straße
