strassenschluessel;bezeichnung
05766000005209001;Am Blumenkamp
05766000005209002;Am Kirchberg
05766000005209003;Am Markt
05766000005209004;Am Ramberg
05766000005209005;Am Schild
05766000005209006;Am Sonnenhof
05766000005209007;Am Wall
05766000005209008;Am Weinberg
05766000005209009;An der Oelwiese
05766000005209010;An der Roten Kuhle
05766000005209011;An der Stadtmauer
05766000005209012;An der Steinkuhle
05766000005209013;Annenweg
05766000005209014;Arminiusweg
05766000005209015;Asternweg
05766000005209016;Auf den Gehren
05766000005209017;Auf der Klus
05766000005209018;Auf der Lied
05766000005209019;Bahnhofstraße
05766000005209020;Bergstraße
05766000005209021;Birkenweg
05766000005209022;Blankenburg
05766000005209023;Brückenstraße
05766000005209024;Brunnenstraße
05766000005209025;Buchenweg
05766000005209026;Dallensenweg
05766000005209027;Eichenweg
05766000005209028;Emmerstraße
05766000005209029;Eschenbrucher Straße
05766000005209030;Fichtenweg
05766000005209031;Fr.-Wilh.-Weber-Straße
05766000005209032;Fuchsholz
05766000005209033;Gartenstraße
05766000005209034;Goethestraße
05766000005209035;Hamborner Mühle
05766000005209036;Harzberger Straße
05766000005209037;Hermannstal
05766000005209038;Hilleweg
05766000005209039;Hintere Straße
05766000005209040;Höxterstraße
05766000005209041;Hohenborner Straße
05766000005209042;Holland
05766000005209043;Johannes-Hasse-Straße
05766000005209044;Kanalstraße
05766000005209045;Karlstraße
05766000005209046;Kilianstraße
05766000005209047;Kirchweg
05766000005209048;Königsgrund
05766000005209049;Krähenbrink
05766000005209050;Kreuzstraße
05766000005209051;Lärchenweg
05766000005209052;Liboriusstraße
05766000005209053;Marienstraße
05766000005209054;Meinteweg
05766000005209055;Mittlere Straße
05766000005209056;Mühlenstraße
05766000005209057;Nelkenweg
05766000005209058;Neuer Wall
05766000005209059;Pfarrer-Nussbaum-Straße
05766000005209060;Prozessionsweg
05766000005209061;Pyrmonter Straße
05766000005209062;Rambergsweg
05766000005209063;Rosenstraße
05766000005209064;Römerstraße
05766000005209065;Schäfergrund
05766000005209066;Schierenbergstraße
05766000005209067;Schildweg
05766000005209068;Schillerstraße
05766000005209069;Schledenstraße
05766000005209070;Schrotweg
05766000005209071;Schulstraße
05766000005209072;Seilerstraße
05766000005209073;Stadtholz
05766000005209074;Südfeld
05766000005209075;Tulpenweg
05766000005209076;Uhlensen
05766000005209077;Unter dem Schild
05766000005209078;Unter den Klippen
05766000005209080;Vordere Straße
05766000005209081;Waldstraße
05766000005209082;Widukindstraße
05766000005209083;Wiesenweg
05766000005209084;Am Golfplatz
05766000005209085;Zum Golfplatz
05766000005209086;Fliederweg
05766000005209087;Brandenburger Straße
05766000005209088;Mecklenburger Straße
05766000005209089;Ostpreußenstraße
05766000005209090;Pommernstraße
05766000005209091;Schlesier Straße
05766000005209092;Sudetenstraße
05766000005209093;Silberbrink
05766000005209094;Dieselstraße
05766000005209095;Siemensstraße
05766000005209097;Angermünder Straße
05766000005209098;Wesertalweg
05766000005209099;Sonnenwinkel
05766000005209100;Kirchbergweg
05766000005209101;Wildkämpe
05766000005209102;An der Gärtnerei
05766000005209103;Schwering & Hasse-Straße
05766000005209104;Uckermärker Straße
05766000005209136;Am Bach
05766000005209137;Am Mühlengraben
05766000005209138;Am Wehr
05766000005209139;Auf dem Brinke
05766000005209140;Auf der Rothe
05766000005209141;Bergweg
05766000005209142;Eichwald
05766000005209143;Forstweg
05766000005209144;Glashütte
05766000005209145;Hohlentwete
05766000005209146;Im Winkel
05766000005209147;Kirchenkämpe
05766000005209148;Kohlgärten
05766000005209149;Kortenberg
05766000005209150;Kurzer Ort
05766000005209151;Marktweg
05766000005209152;Mischheid
05766000005209153;Obere Dorfstraße
05766000005209154;Pappmühle
05766000005209155;Postweg
05766000005209156;Rosensiek
05766000005209157;Schäferberg
05766000005209158;Schmiedeweg
05766000005209159;Schulweg
05766000005209160;Steinweg
05766000005209161;Untere Dorfstraße
05766000005209162;Vennerbruch
05766000005209163;Vor dem Berge
05766000005209164;Waldtwete
05766000005209165;Mühlenweg
05766000005209166;Oberer Bergweg
05766000005209167;Brakenkamp
05766000005209168;Rosenbusch
05766000005209169;Hinterer Schäferberg
05766000005209170;Steinbreite
05766000005209171;Unteres Feld
05766000005209172;Storchenweg
05766000005209173;Brinkweg
05766000005209186;Alte Dorfstraße
05766000005209187;Alte Schulstraße
05766000005209188;Am Anger
05766000005209189;Am Südhang
05766000005209191;Biesterfeld
05766000005209192;Burgtwete
05766000005209193;Dunger Tor
05766000005209194;Falkenhagener Straße
05766000005209195;Fasanenweg
05766000005209196;Friedlandstraße
05766000005209197;Ginsterweg
05766000005209198;Hauptstraße
05766000005209199;Heideweg
05766000005209200;Im Graben
05766000005209201;Im Kirchwinkel
05766000005209202;Im Orte
05766000005209203;Kiefernweg
05766000005209204;Klosterbreite
05766000005209205;Kuhkämpe
05766000005209206;Lindenweg
05766000005209207;Lügder Straße
05766000005209208;Paenbruch
05766000005209209;Paradiesmühle
05766000005209210;Poststraße
05766000005209211;Scharpenberg
05766000005209212;Schläge
05766000005209213;Schmiedeberg
05766000005209214;Schwalenberger Straße
05766000005209215;Teichweg
05766000005209216;Triftweg
05766000005209217;Waldwiese
05766000005209218;Wallgraben
05766000005209219;Klostertor
05766000005209220;Müernstraße
05766000005209221;Hermann-Löns-Weg
05766000005209246;Alte Poststraße
05766000005209247;Am Buchenberge
05766000005209248;Am Berghof
05766000005209249;Am Hahnenklau
05766000005209250;Am Steilhang
05766000005209251;Auf dem Felde
05766000005209252;Bentweg
05766000005209253;Berghofweg
05766000005209254;Im Niesetal
05766000005209255;Köterbergstraße
05766000005209256;Kuhhelle
05766000005209257;Niesemühle
05766000005209258;Zehntweg
05766000005209259;Hermann-Korb-Straße
05766000005209260;Kirchtwete
05766000005209266;Am Dorn
05766000005209267;Am Lakenbach
05766000005209268;Auf dem Kampe
