strassenschluessel;bezeichnung
05754000000400050;Burg Ravensberg
05754000000405000;Auf dem Bienenfeld
05754000000406000;Auf der Wahme
05754000000407000;Arnischen Busch
05754000000408000;Ahornweg
05754000000409000;Am Bach
05754000000410000;Am Blömkenberg
05754000000410100;Am Haarberg
05754000000410200;Am Teuto
05754000000410300;Am Hardenberg
05754000000410400;Am Hohen Garten
05754000000410410;Am Landbach
05754000000410420;Am Ravensberg
05754000000410430;Am krummen Acker
05754000000410500;Am Riesberg
05754000000410600;Am Scheining
05754000000410700;Am Schulzen Garten
05754000000410710;Am Stadtgraben
05754000000410800;Amselweg
05754000000410900;Am Tempel
05754000000410950;Am Uphof
05754000000411000;Am Wulfersiek
05754000000411020;An der Bundesstraße
05754000000411050;Auf der Horst
05754000000411100;Bahnhofstraße
05754000000411210;Barenbergweg
05754000000411230;Barnhauser Straße
05754000000411300;Beethovenstraße
05754000000411400;Berghauser Weg
05754000000411500;Bergstraße
05754000000411600;Berliner Straße
05754000000411700;Bielefelder Straße
05754000000411710;Binnenfeld
05754000000411720;Bödinghausen
05754000000411730;Burbrede
05754000000411740;Burg Ravensberg
05754000000411800;Breslauer Weg
05754000000411810;Brincker Weg
05754000000411820;Brinkstraße
05754000000411830;Casumer Straße
05754000000411840;Clever Bruch
05754000000411850;Clever Schlucht
05754000000411860;Clever Straße
05754000000411870;Dieckbrede
05754000000411900;Dietrich-Bonhoeffer-Straße
05754000000412000;Danziger Weg
05754000000412010;Dorfstraße
05754000000412050;Donneresch
05754000000412100;Drosselweg
05754000000412200;Dr.-Wilhelm-Upmeyer-Straße
05754000000412210;Eisdehne
05754000000412220;Eschweg
05754000000412230;Fasanenweg
05754000000412240;Enkefeld
05754000000412260;Faßbrink
05754000000412270;Fahrenbrede
05754000000412300;Finkenau
05754000000412400;Finkenweg
05754000000412410;Franz-Nolte-Straße
05754000000412500;Freistraße
05754000000412600;Friedenstraße
05754000000412610;Fuchsweg
05754000000412700;Gartenstraße
05754000000412800;Gerhart-Hauptmann-Straße
05754000000412900;Goethestraße
05754000000413000;Goldbrede
05754000000413010;Grenzweg
05754000000413100;Großes Moor
05754000000413200;Haller Weg
05754000000413310;Hamlingdorfer Weg
05754000000413320;Hasenweg
05754000000413330;Haus Brincke
05754000000413340;Heidbrede
05754000000413350;Heideweg
05754000000413355;Heidkamp
05754000000413400;Heidbreder Weg
05754000000413500;Hengbergweg
05754000000413510;Hesselner Straße
05754000000413520;Hesseltal
05754000000413530;Hesselteicher Straße
05754000000413550;Hörster Straße
05754000000413560;Hoffstraße
05754000000413570;Holtackerweg
05754000000413580;Holtfelder Straße
05754000000413590;Holzweg
05754000000413600;In der Lake
05754000000413610;Illenbruch
05754000000413630;Im Felde
05754000000413640;Industriestraße
05754000000413650;Julius-Hesse-Straße
05754000000413660;Im Recke
05754000000413670;Inge-Stern-Straße
05754000000413700;Jammerpatt
05754000000413710;Kämpenstraße
05754000000413800;Kaiserstraße
05754000000413900;Kampgarten
05754000000414000;Kirchstraße
05754000000414010;Kleekamp
05754000000414110;Kleines Moor
05754000000414120;Kleistraße
05754000000414200;Klingenhagen
05754000000414300;Klockenbrink
05754000000414350;Königsberger Straße
05754000000414400;Konradstraße
05754000000414410;Kottenkamp
05754000000414420;Landweg
05754000000414430;Kurt-Nagel-Straße
05754000000414440;Laarwiese
05754000000414500;Lessingstraße
05754000000414510;Lohkamp
05754000000414600;Martin-Luther-Straße
05754000000414700;Masch
05754000000414800;Masurenweg
05754000000414890;Max-Weinberg-Straße
05754000000414900;Mecklenburger Weg
05754000000415000;Meisenweg
05754000000415010;Meller Straße
05754000000415020;Nienkamp
05754000000415100;Mittelstraße
05754000000415200;Mozartstraße
05754000000415300;Nicolaistraße
05754000000415310;Nollbrink
05754000000415320;Nollheide
05754000000415330;Obere Mühle
05754000000415340;Oldendorfer Straße
05754000000415370;Osnabrücker Straße
05754000000415400;Osningstraße
05754000000415410;Ostbarthauser Straße
05754000000415450;Osterfeld
05754000000415500;Oststraße
05754000000415520;Pallheide
05754000000415550;Pappelweg
05754000000415600;Peter-Eggermont-Straße
05754000000415700;Ravensberger Straße
05754000000415710;Rebhuhnweg
05754000000415720;Regina-Spiegel-Straße
05754000000415800;Rosenberger Straße
05754000000415900;Samlandweg
05754000000416000;Schillerstraße
05754000000416100;Schlesierweg
05754000000416110;Schloßallee
05754000000416200;Schubertstraße
05754000000416300;Schulstraße
05754000000416310;Stockkämper Straße
05754000000416350;Steinbrink
05754000000416400;Südstraße
05754000000416500;Sundernstraße
05754000000416600;Tanfanastraße
05754000000416610;Taubenweg
05754000000416620;Telgenbusch
05754000000416700;Teutoburger Straße
05754000000416710;Thielheide
05754000000416730;Unter der Burg
05754000000416800;Unter der Horst
05754000000416810;Versmolder Straße
05754000000416900;Vogelgitter
05754000000416910;Wellenstraße
05754000000417000;Wellingholzhauser Straße
05754000000417010;Westbarthauser Straße
05754000000417100;Weststraße
05754000000417110;Wichlinghausen
05754000000417210;Wichlinghauser Weg
05754000000417300;Wiesenstraße
05754000000417310;Winkelshütter Straße
05754000000417320;Wollenbrock
05754000000417330;Wilmskamp
05754000000417400;Ziegelstraße
05754000000417500;Zur Salzenteichs Heide
057540000004B7000;Wichlinghausen
057540000004B9300;Wüste
057540000004B9305;Windkamp
057540000004B9308;Wiesenbrink
057540000004B9310;Wiesenbrede
057540000004B9315;Westernkamp
057540000004B9320;Wester Feld
057540000004B9325;Voßheide
057540000004B9330;Unterm Hagen
057540000004B9335;Tienpen Garten
057540000004B9340;Tielheide
057540000004B9345;Thiel
057540000004B9350;Sondern
057540000004B9355;Stockkämper Heide
057540000004B9360;Steinbrink
057540000004B9362;Steinbrede
057540000004B9363;Steinbach
057540000004B9365;Schloß Holtfeld
057540000004B9370;Schabernakel
057540000004B9375;Salzenteichs Heide
057540000004B9378;Rote Feld
057540000004B9379;Rolfbach
057540000004B9380;Riesberg
057540000004B9382;Reckbrede
057540000004B9385;Ravensberg
057540000004B9390;Pustmühlenbach
057540000004B9395;Pöttcherbusch
057540000004B9398;Piumer Bach
057540000004B9400;Pfahlbruch
057540000004B9405;Osterfeld
057540000004B9410;Ostbarthauser Feld
057540000004B9412;Ossensieck
057540000004B9413;Oldendorfer Plaggenweg
057540000004B9414;Oberwiesengraben
057540000004B9415;Oberste Salzenteich
057540000004B9420;Obere Brede
057540000004B9425;Nollheide
057540000004B9426;Nollbrink
057540000004B9428;Niedere Kamp
057540000004B9430;Neustadt
057540000004B9431;Neue Hessel
057540000004B9432;Nattekamp
057540000004B9435;Natte Acker
057540000004B9440;Mühlenwiese
057540000004B9445;Mühlenkamp
057540000004B9448;Mühlenfeld
057540000004B9450;Mühlenbrede
057540000004B9455;Berghauser Mühlenbach
057540000004B9460;Mittelbrede
057540000004B9465;Masch
057540000004B9470;Marken-Teil
057540000004B9475;Lohkamp
057540000004B9480;Lohbrede
057540000004B9485;Lange Wiese
057540000004B9490;Lange Kamp
057540000004B9495;Laawiese
057540000004B9500;Laabrink
057540000004B9505;Kuhhof
057540000004B9510;Kruse Heide
057540000004B9515;Krauskamp
057540000004B9520;Kottenkamp
057540000004B9525;Klusebrink
057540000004B9530;Kampsheide
057540000004B9535;Kamp
057540000004B9536;Kammweg
057540000004B9538;Johannisegge
057540000004B9539;In den Kaempen
057540000004B9540;Im Wollenbrog
057540000004B9545;Im Westbarthauser Felde
057540000004B9548;Im Strucke
057540000004B9550;Im Recke
057540000004B9555;Im Ohr
057540000004B9560;Im Langen Acker
057540000004B9565;Im Dorfe
057540000004B9575;Holzbach
057540000004B9578;Höring
057540000004B9580;Hülshorst
057540000004B9590;Heilchenheide
057540000004B9595;Henneberg
057540000004B9600;Heidbrede
057540000004B9605;Hauskamp
057540000004B9615;Hardenberg
057540000004B9620;Hagenbrock
057540000004B9625;Große Wiese
057540000004B9628;Große Kamp
057540000004B9630;Grundsieck
057540000004B9635;Geistkamp
057540000004B9640;Funkenbreede
057540000004B9645;Freesenkamp
057540000004B9648;Fohrenbach
057540000004B9655;Fluchten
057540000004B9660;Fahrenbrink
057540000004B9665;Esel
057540000004B9670;Esch
057540000004B9675;Enkefeld
057540000004B9680;Eisdehne
057540000004B9685;Die Wehnhorst
057540000004B9690;Die Salzpütte
057540000004B9695;Die Salzenteichs Heide
057540000004B9705;Die Lehmbrede
057540000004B9710;Die Kämpe
057540000004B9715;Hessel
057540000004B9720;Die Hahnenwiese
057540000004B9722;Die Große Wiese
057540000004B9725;Dieckbreede
057540000004B9730;Die Breeden
057540000004B9735;Die Breede
057540000004B9738;Die Bockhorster Bergteile
057540000004B9740;Der Zuschlag
057540000004B9745;Violenbach
057540000004B9748;Der Neue Kamp
057540000004B9750;Der Maschkamp
057540000004B9755;Der Kamp
057540000004B9760;Das Illenbruch
057540000004B9765;Das Langenberger Feld
057540000004B9768;Das Kleekämper Feld
057540000004B9770;Das Große Feld
057540000004B9775;Clever Schlucht
057540000004B9780;Clever Neustadt
057540000004B9785;Clever Masch
057540000004B9790;Clever Feld
057540000004B9795;Clever Bruch
057540000004B9800;Casumer Feld
057540000004B9805;Casumer Bach
057540000004B9806;Bühlenbach
057540000004B9807;Bruchbach
057540000004B9810;Brockfeld
057540000004B9815;Breede
057540000004B9820;Brede
057540000004B9825;Borgholzhauser Berg
057540000004B9830;Bödinghausen
057540000004B9835;Bockhorster Bach
057540000004B9840;Birkenzuschlag
057540000004B9845;Bienenfeld
057540000004B9850;Bei Schloß Holtfeld
057540000004B9855;Bei der Salzpuette
057540000004B9862;Barthauser Berge
057540000004B9865;Barnhauser Bach
057540000004B9870;Barenberger Heide
057540000004B9875;Barenberg
057540000004B9885;Bachbreede
057540000004B9887;BAB Bielefeld-Osnabrück
057540000004B9890;Auf'm Winkel
057540000004B9895;Auf'm Moor
057540000004B9900;Auf'm Kälberkampe
057540000004B9905;Auf'm Brinkkamp
057540000004B9910;Auf'm Bienenfeld
057540000004B9915;Auf der Johannisegge
057540000004B9920;Auf der Horst
057540000004B9922;Auf der Höhe
057540000004B9925;Auf der Goldbrede
057540000004B9930;Auf dem Fahlbrok
057540000004B9935;Auf dem Jordan
057540000004B9940;Auf dem Klee
057540000004B9945;Auf dem Holland
057540000004B9948;Auf dem Ahlenkampe
057540000004B9950;An der Hessel
057540000004B9960;An der Egge
057540000004B9965;Am Wichlinghauser Weg
057540000004B9975;Am Osberge
057540000004B9980;Am Kreuzweg
057540000004B9990;Brackwede-Osnabrück
057540000004B9997;Alte Hessel
057540000004B9998;Alter Violenbach
