strassenschluessel;bezeichnung
05374000000405001;Ahornweg
05374000000405002;Alte Halde
05374000000405003;Altenastraße
05374000000405004;Am alten Friedhof
05374000000405005;Am Freien Stuhl
05374000000405006;Am Klitgen
05374000000405007;Am Räschen
05374000000405008;Am Stadtwald
05374000000405009;Am Stentenberg
05374000000405010;Am Wäcker
05374000000405011;Asternweg
05374000000405012;Auf dem Kamp
05374000000405013;Am Grafweg
05374000000405014;Auf der Hardt
05374000000405015;Bahnstraße
05374000000405016;Baldenberger Weg
05374000000405017;Bergstraße
05374000000405018;Birkenstraße
05374000000405019;Blumenweg
05374000000405020;Breiter Weg
05374000000405021;Bruchstraße
05374000000405022;Brückenstraße
05374000000405023;Buchenstraße
05374000000405024;Burgstraße
05374000000405025;Burstenstraße
05374000000405026;Burstenweg
05374000000405027;Buschweg
05374000000405028;Dietrich-Bonhoeffer-Weg
05374000000405029;Dörspestraße
05374000000405030;Drostenweg
05374000000405031;Druchtemicke
05374000000405032;Eichenstraße
05374000000405033;Eifeler Straße
05374000000405034;Enneststraße
05374000000405035;Eschenstraße
05374000000405036;Erlenweg
05374000000405038;Feldstraße
05374000000405039;Fichtenstraße
05374000000405040;Fliederstraße
05374000000405041;Friedhofstraße
05374000000405042;Friedrich-Ebert-Straße
05374000000405043;Gartenstraße
05374000000405044;Gasstraße
05374000000405045;Geesthölzchen
05374000000405046;Gimbornstraße
05374000000405047;Glockenbergstraße
05374000000405048;Goethestraße
05374000000405049;Hackenberger Weg
05374000000405050;Hauptstraße
05374000000405051;Henneweide
05374000000405052;Herweg
05374000000405053;Hirschweg
05374000000405054;Höhenweg
05374000000405055;Hohler Weg
05374000000405056;Hunschlade
05374000000405057;Heckenweg
05374000000405058;Immickestraße
05374000000405059;Im Stadtgraben
05374000000405060;In der Leie
05374000000405061;Industriestraße
05374000000405062;Im Strick
05374000000405063;Jahnstraße
05374000000405064;Johann-Budde-Straße
05374000000405065;Kampgarten
05374000000405066;Kampstraße
05374000000405067;Karlstraße
05374000000405068;Kirchstraße
05374000000405069;Klevestraße
05374000000405070;Kölner Straße
05374000000405071;Kastanienweg
05374000000405073;Längestenstraße
05374000000405074;Langenlöhstraße
05374000000405075;Lilienstraße
05374000000405076;Lindenstraße
05374000000405077;Leopold-Krawinkel-Straße
05374000000405078;Markstraße
05374000000405079;Mühlenstraße
05374000000405081;Nelkenstraße
05374000000405082;Nistenbergstraße
05374000000405083;Nordstraße
05374000000405084;Oststraße
05374000000405085;Othestraße
05374000000405086;Quellenweg
05374000000405087;Ravensbergstraße
05374000000405088;Rerkausenstraße
05374000000405089;Richtstraße
05374000000405090;Rosenstraße
05374000000405091;Rehwinkel
05374000000405092;Saltemertstraße
05374000000405094;Schillerstraße
05374000000405096;Schwarzenbergstraße
05374000000405097;Silbergstraße
05374000000405098;Stadionstraße
05374000000405099;Steilweg
05374000000405100;Steinstraße
05374000000405101;Stentenbergsiepen
05374000000405102;Stentenbergstraße
05374000000405103;Südstraße
05374000000405104;Scheurenwiese
05374000000405105;Talstraße
05374000000405106;Tulpenweg
05374000000405107;Turnerstraße
05374000000405108;Veilchenstraße
05374000000405109;Vossbicke
05374000000405110;Wallstraße
05374000000405111;Wasserstraße
05374000000405112;Weidenweg
05374000000405113;Weststraße
05374000000405114;Wiedeneststraße
05374000000405115;Wiesenstraße
05374000000405116;Wilhelmstraße
05374000000405117;Zum Bornacker
05374000000405118;Zum Dreiort
05374000000405119;Zum Grünen Siepen
05374000000405120;Zum Krähenacker
05374000000405121;Zur Bretschlade
05374000000405122;Altenothe
05374000000405124;Am Schürenfeld
05374000000405125;Im Kohlhagen
05374000000405126;Sülemicker Feld
05374000000405127;Auf dem Dümpel
05374000000405129;Am Silberhalter
05374000000405130;Denklinger Straße
05374000000405131;Derschlager Straße
05374000000405132;Heerstraße
05374000000405133;Höchstenstraße
05374000000405134;Schulstraße
05374000000405136;Am Büchelchen
05374000000405137;An der Belmicke
05374000000405138;An der Burg
05374000000405139;Annastraße
05374000000405140;Brüchener Weg
05374000000405141;Kaufmannsgasse
05374000000405142;Neue Straße
05374000000405143;Peter-Butz-Straße
05374000000405144;Petersbergstraße
05374000000405145;Wendeweg
05374000000405146;Zwerstaller Weg
05374000000405147;Bösinghausen
05374000000405149;Freischlade
05374000000405150;Geschleide
05374000000405152;Breite Straße
05374000000405153;Breslauer Straße
05374000000405154;Brunnenstraße
05374000000405155;Danziger Straße
05374000000405156;Hardtstraße
05374000000405157;Hofstraße
05374000000405158;Hohle Straße
05374000000405159;Königsberger Straße
05374000000405160;Liegnitzer Straße
05374000000405161;Löhstraße
05374000000405162;Rengsestraße
05374000000405163;Schöne Aussicht
05374000000405164;Sonnenkamp
05374000000405165;Stettiner Straße
05374000000405166;Teichstraße
05374000000405167;Zum Beul
05374000000405168;Zum Knollen
05374000000405169;Zur Steinebreche
05374000000405170;Hoeh
05374000000405172;Eckenhagener Straße
05374000000405173;Ersbacher Weg
05374000000405174;Hanenstraße
05374000000405176;Hackewiese
05374000000405177;Hofwiese
05374000000405178;Oberhof
05374000000405180;Am Leiweg
05374000000405181;Dorfstraße
05374000000405182;Rudolf-Harbig-Straße
05374000000405183;Seutenstraße
05374000000405185;Talsperrenstraße
05374000000405186;Waldstraße
05374000000405187;Zur Nordhelle
05374000000405189;Altenother Weg
05374000000405190;Am Heshahn
05374000000405191;Breitegarten
05374000000405192;Entgarten
05374000000405193;Flurstraße
05374000000405194;Hepperblick
05374000000405195;Kapellenstraße
05374000000405196;Kellerseifen
05374000000405197;Mühlhofer Weg
05374000000405198;Siedlungsstraße
05374000000405199;Sohler Weg
05374000000405200;Wolfschlader Weg
05374000000405203;Am Dümpel
05374000000405204;Am Stockhahn
05374000000405205;An der Dörspe
05374000000405206;Auf dem Nochen
05374000000405207;Belmicker Weg
05374000000405208;Hannemicker Weg
05374000000405209;Klosterweg
05374000000405210;Kreuzstraße
05374000000405211;Lieberhausener Straße
05374000000405212;Lützenbergstraße
05374000000405213;Neue Siedlung
05374000000405214;Olper Straße
05374000000405215;Paulstraße
05374000000405217;Zum Bürgen
05374000000405218;Zum Hornbruch
05374000000405219;Zum Lichtenbruch
05374000000405220;Pustenbach
05374000000405221;Rosenthal
05374000000405222;Rosenthalseifen
05374000000405224;Alte Straße
05374000000405225;Am Hang
05374000000405226;Am Heidchen
05374000000405227;Am Holzweg
05374000000405228;Am Laubberg
05374000000405229;Am Schlöten
05374000000405230;Auf dem Rosten
05374000000405231;Am Höfchen
05374000000405232;Am Fuchsberg
05374000000405233;Bahnhofstraße
05374000000405234;Bruchhausener Straße
05374000000405235;Eichendorffstraße
05374000000405236;Hartemicker Weg
05374000000405237;Heideweg
05374000000405238;Heisterbacher Weg
05374000000405239;Hermicker Weg
05374000000405240;In der Bockemühle
05374000000405241;In der Delle
05374000000405242;Ibitschenstraße
05374000000405243;Kortemicker Straße
05374000000405244;Martin-Luther-Straße
05374000000405245;Meerschlader Weg
05374000000405246;Olper Straße
05374000000405247;Schürmannstraße
05374000000405248;Sonnenweg
05374000000405249;Steimelstraße
05374000000405250;Sülemicker Straße
05374000000405251;Vor der Platte
05374000000405252;Wilhelm-Schriever-Straße
05374000000405253;Zum Bauckmert
05374000000405254;Zum Jettholz
05374000000405255;Wörde
05374000000405256;Baldenbergstraße
05374000000405257;Südring
05374000000405258;Aehlenbergstraße
05374000000405259;Wiedenbruchstraße
05374000000405260;Am Ohl
05374000000405261;In der Fuhr
05374000000405263;Butterwiese
05374000000405264;Töschenwiese
05374000000405265;Zur Drift
05374000000405266;Hilgesbicke
05374000000405267;Im Dickfeld
05374000000405272;Unter dem Löh
05374000000405273;Vor der Alten Höh
05374000000405274;Schmittenloch
05374000000405275;Am Heinzelmännchen
05374000000405276;Renneweg
05374000000405278;Niederrengse
05374000000405279;Im Eichenfeld
05374000000405280;Zum Wiebusch
05374000000405281;Zur alten Wiese
05374000000405282;Fritz-Rau-Straße
05374000000405283;Pieper-Keller-Straße
05374000000405284;Auf dem Stein
05374000000405285;Am Steimel
05374000000405286;Frümbergstraße
05374000000405287;Zum Hornbruch
05374000000405292;Spreckenweg
05374000000405293;Ackerstraße
05374000000405294;Josef-von-Jechner-Straße
05374000000405295;Am Müllersberg
05374000000405296;Im Espenhagen
05374000000405297;Zum Rathaus
05374000000405299;Zum Steinbruch
05374000000405300;Johann-Hackenberg-Straße
05374000000405301;Wiedenester Blick
05374000000405303;An der Eie
05374000000405304;Lingesten
05374000000405316;Zum Mietpark
05374000000405317;Amickeweg
05374000000499999;fiktiver Straßenschlüssel
