strassenschluessel;bezeichnung
05374000005201001;Agathaberger Weg
05374000005201002;Alte-Kölner-Straße
05374000005201003;Am Hammerwerk
05374000005201004;Am Oberen Schützengraben
05374000005201005;Amselweg
05374000005201006;Am Unteren Schützengraben
05374000005201007;Am Wall
05374000005201008;Attendorner-Tor-Straße
05374000005201009;Auf dem Silberberg
05374000005201010;August-Mittelsten-Scheid-Straße
05374000005201011;Bahnstraße
05374000005201012;Bechener Straße
05374000005201013;Bergstraße
05374000005201014;Bernhardstraße
05374000005201015;Beverstraße
05374000005201016;Böcklerstraße
05374000005201017;Braunsberger Weg
05374000005201018;Radiumstraße
05374000005201019;Brunsbachsmühle
05374000005201020;Constantin-Hamm-Straße
05374000005201021;Graf-von-Galen-Straße
05374000005201022;Dr.-Eugen-Kersting-Straße
05374000005201023;Drosselweg
05374000005201024;Ebertstraße
05374000005201025;Egener Straße
05374000005201026;Elisabethstraße
05374000005201027;Engelbertusstraße
05374000005201028;Engelsburg
05374000005201029;Erste Mühle
05374000005201030;Finkenweg
05374000005201031;Flurstraße
05374000005201032;Fritz-Volbach-Straße
05374000005201033;Gartenstraße
05374000005201034;Gauler Höhe
05374000005201035;Gaulstraße
05374000005201036;Gladbacher Straße
05374000005201037;Gummersbacher Straße
05374000005201038;Von-Ketteler-Straße
05374000005201039;Hedwigstraße
05374000005201040;Herbstmühle
05374000005201041;Hermann-Löns-Weg
05374000005201042;Hermannstraße
05374000005201043;Hindenburgplatz
05374000005201044;Hindenburgstraße
05374000005201045;Hochstraße
05374000005201046;Höhenweg
05374000005201047;Im Siebenborn
05374000005201048;Industriestraße
05374000005201049;Joseph-Mäurer-Straße
05374000005201050;Kaiserstraße
05374000005201051;Karl-Graf-Straße
05374000005201052;Kirchplatz
05374000005201053;Klosterplatz
05374000005201054;Klosterstraße
05374000005201055;Kölner-Tor-Platz
05374000005201056;Königsberger Straße
05374000005201057;Kolpingstraße
05374000005201058;Langenbick
05374000005201059;Leiersmühle
05374000005201060;Lenneper Straße
05374000005201061;Leonhardtstraße
05374000005201062;Lerchenweg
05374000005201063;Leuchtenbirkener Weg
05374000005201065;Louise-Schröder-Straße
05374000005201066;Lüdenscheider Straße
05374000005201067;Marienburger Weg
05374000005201068;Marktstraße
05374000005201069;Meisenweg
05374000005201070;Memellandstraße
05374000005201071;Michaelstraße
05374000005201072;Mühlenweg
05374000005201073;Nackenborn
05374000005201074;Nikolausstraße
05374000005201075;Birkerhof
05374000005201076;Ohlstraße
05374000005201077;Ostlandstraße
05374000005201078;Paul-Gerhardt-Straße
05374000005201079;Paulstraße
05374000005201080;Peterstraße
05374000005201081;Pollenderstraße
05374000005201082;Marktplatz
05374000005201083;Ringstraße
