strassenschluessel;bezeichnung
05370000003207900;Aussiedlerhof Holzweg
05370000003207901;Drenkstraße
05370000003207902;Landstraße
05370000003207903;Selstener Straße
05370000003207904;Stieg
05370000003207910;Am Kirchplatz
05370000003207911;Am Pfad
05370000003207912;Clemensstraße
05370000003207913;Friedhofsstraße
05370000003207914;Gartenstraße
05370000003207915;Maria-Lind
05370000003207916;Mühlenberg
05370000003207917;Im Kirchfeld
05370000003207920;Lindenstraße
05370000003207921;Maarstraße
05370000003207922;Wallstraße
05370000003207930;Grüntal
05370000003207931;Kreuzstraße
05370000003207932;Rotdornweg
05370000003207940;Ahornstraße
05370000003207941;Anton-Laumen-Straße
05370000003207942;End
05370000003207943;Kükesweg
05370000003207944;Neustraße
05370000003207945;Tannenweg
05370000003207950;Alban-Philipps-Straße
05370000003207951;Am Eckert
05370000003207952;Am Friedhof
05370000003207953;Engerstraße
05370000003207954;Fletschweg
05370000003207955;Grachtweg
05370000003207956;Henscher Straße
05370000003207957;Ringstraße
05370000003207958;Sandstraße
05370000003207959;Talstraße
05370000003207960;Wolfsheide
05370000003207970;Alter Klauser Kirchweg
05370000003207971;Am Driesch
05370000003207972;Am Haas
05370000003207973;Am Heidchen
05370000003207974;Amselweg
05370000003207975;Am Steinritsch
05370000003207976;Bergstraße
05370000003207977;Birkenweg
05370000003207978;Bohlenfeld
05370000003207979;Brauereistraße
05370000003207980;Bruchstraße
05370000003207981;Bunderweg
05370000003207982;Bünderken
05370000003207983;Driescher Weg
05370000003207984;Elsweg
05370000003207985;Erksweg
05370000003207986;Erlenstraße
05370000003207987;Fäkenweg
05370000003207988;Haarener Straße
05370000003207989;Haaserdriesch
05370000003207990;Haaser Straße
05370000003207991;Heerstraße
05370000003207992;Heideweg
05370000003207993;Heider Hof
05370000003207994;Hirtenweg
05370000003207995;Im Pölert
05370000003207996;Johannesstraße
05370000003207997;Karkener Straße
05370000003207998;Kitscherweg
05370000003207999;Kluserweg
05370000003208000;Kohlenkamp
05370000003208001;Konrad-Adenauer-Straße
05370000003208002;Mittelweg
05370000003208003;Nachtigallenweg
05370000003208004;Obspringener Straße
05370000003208005;Paulisweg
05370000003208006;Reitweg
05370000003208007;Rother Straße
05370000003208008;Schabroicher Weg
05370000003208009;Sopericher Straße
05370000003208010;Teggerstraße
05370000003208011;Waldweg
05370000003208012;Zehntweg
05370000003208013;Zollweg
05370000003208014;Entenpfuhl
05370000003208015;Am Bellenbaum
05370000003208016;Im Haarener Feld
05370000003208017;An der Lehmkuhl
05370000003208018;Berlderath
05370000003208019;Emilie-Schneider-Straße
05370000003208020;Bergehecker Hof
05370000003208021;Pfarrer-Hanrath-Weg
05370000003208030;Baumgartenstraße
05370000003208031;Bollbergstraße
05370000003208032;Dorfstraße
05370000003208033;Erdbrüggener Hof
05370000003208034;Furter Straße
05370000003208035;Petitsweg
05370000003208036;Schiersweg
05370000003208037;Schildacker
05370000003208038;Tilder Weg
05370000003208039;Vogteistraße
05370000003208040;Weiherstraße
05370000003208050;Frilinghoven
05370000003208060;Auf dem Kamp
05370000003208061;Auf dem Wall
05370000003208062;Balduinstraße
05370000003208063;Brabanter Straße
05370000003208064;Bocketer Weg
05370000003208065;Dr.-Kitschen-Platz
05370000003208066;Erdbrüggener Straße
05370000003208067;Georgstraße
05370000003208068;Hellstraße
05370000003208069;Hondschaftsweg
05370000003208070;Im Hagenkamp
05370000003208071;Im Hölterfeld
05370000003208072;Kapellenstraße
05370000003208073;Kranenstraße
05370000003208074;Krummstraße
05370000003208075;Lambertusstraße
05370000003208076;Löffelstraße
05370000003208077;Luisenweg
05370000003208078;Marktstraße
05370000003208079;Melatenstraße
05370000003208080;Mühlenstraße
05370000003208081;Mühlenweid
05370000003208082;Rochusstraße
05370000003208083;Roermonder Straße
05370000003208084;Sebastianusstraße
05370000003208085;Schloßstraße
05370000003208086;Stiftsgasse
05370000003208087;Pfarrer-Erbel-Weg
05370000003208088;In der Aue
05370000003208089;Raiffeisenstraße
05370000003208100;An der Flachsroth
05370000003208101;An der Villa
05370000003208102;Dampfmühle
05370000003208103;Hartweg
05370000003208104;Heinsberger Straße
05370000003208105;Herkenrathstraße
05370000003208106;Kirchstraße
05370000003208107;Müschenend
05370000003208108;Nordstraße
05370000003208109;Oidtmannstraße
05370000003208110;Schulstraße
05370000003208111;Aussiedlerhof Kullersträßchen
05370000003208112;Am Dorfplatz
05370000003208113;Pfarrer-Franßen-Straße
05370000003208114;Emilie-Schneider-Platz
05370000003208115;Prof.-Rademacher-Straße
05370000003208116;Im Hufenrath
05370000003208117;Am Schaafsweg
05370000003208118;Aussiedlerhof Blumenland
05370000003208119;Gartenbau Kullertal
05370000003208120;Aussiedlerhof Karrweg
05370000003208121;Am Etzenweg
05370000003208122;An der Bellevue
05370000003208123;Am Wasserwerk
05370000003208125;Lückerath Straße
05370000003217300;Auf der Nachbarheide
05370000003217305;Kirchhover Bruch
05370000003217319;Auf dem Fleischhauer
05370000003217344;Im Rindweger Bruch
05370000003217347;Im Kämpchen
05370000003217361;Im Haarener Felde
05370000003217365;Unterster Tannenbusch
05370000003218008;Am Waldfeuchter Weg
05370000003218028;An der Gewann
05370000003218045;In der Heide
05370000003218055;Im Hufenrath
05370000003218078;Haaren
05370000003218079;Driesch
05370000003218080;Obspringen
05370000003218102;Unten an der Bocketer Furche
05370000003218112;Oben an der Bocketer Furche
05370000003218114;Rindweg
05370000003218146;Kirchenfeld
05370000003218168;Auf dem Wall
