strassenschluessel;bezeichnung
05774000003600100;Am Ostfeld
05774000003600150;Ahornweg
05774000003600200;Albert-Schweitzer-Straße
05774000003600250;Alfer Weg
05774000003600300;Almestraße
05774000003600350;Alte Bleiche
05774000003600360;Almeschlag
05774000003600370;Alte Kapelle
05774000003600400;Alte Römerstraße
05774000003600410;Alte Vogelstange
05774000003600500;Alter Schützenweg
05774000003600550;Alter Sportplatz
05774000003600600;Altmarweg
05774000003600710;Am Alten Hellweg
05774000003600800;Am Bach
05774000003600800;Am Bach
05774000003601000;Am Bürgerturm
05774000003601100;Am Damm
05774000003601210;Am Eichenwald
05774000003601300;Am Erlenbach
05774000003601400;Am Flomengraben
05774000003601500;Am Flüth
05774000003601600;Am Friedhof
05774000003601660;Am Grarock
05774000003601670;Am Hohen Wege
05774000003601680;Am Holz
05774000003601700;Am Kessberg
05774000003601710;Am Kunstrad
05774000003601750;Am Liemekebach
05774000003601800;Am Pfarrgarten
05774000003601900;Am Roggenacker
05774000003602000;Am Rothebach
05774000003602050;Am Rott
05774000003602100;Amselweg
05774000003602200;Am Schlinge
05774000003602250;An der Burg
05774000003602300;Am Sprudel
05774000003602400;Am Stadtgraben
05774000003602500;Am Turbinenbach
05774000003602600;Am Twerspring
05774000003602700;Am Wallgraben
05774000003602710;Am Weizenfeld
05774000003602750;Am Wiesengrund
05774000003602810;An der Heder
05774000003602900;An der Schützenhalle
05774000003603000;An der Stadtmauer
05774000003603010;An der Trift
05774000003603050;An der Warte
05774000003603100;Anemonenweg
05774000003603200;Annenstraße
05774000003603310;Annepauten
05774000003603400;Annetteweg
05774000003603410;Anton-Bartscher-Straße
05774000003603500;Antoniusstraße
05774000003603600;Asternweg
05774000003603650;Auf dem Berge
05774000003603700;Auf dem Bruche
05774000003603720;Auf dem Howe
05774000003603740;Auf den Dämmen
05774000003603750;Auf den Behnen
05774000003603800;Auf den Küten
05774000003603900;Auf der Breite
05774000003604000;Auf der Ewert
05774000003604100;Auf der Heide
05774000003604200;Bachstraße
05774000003604300;Bäckerstraße
05774000003604400;Bahnhofstraße
05774000003604500;Bartholomäusstraße
05774000003604620;Bauhofstraße
05774000003604700;Begonienstraße
05774000003604750;Belleviller Straße
05774000003604800;Berglar
05774000003604910;Bergstraße
05774000003605000;Bewördenweg
05774000003605070;Binnere Straße
05774000003605100;Birkenstraße
05774000003605200;Bleichstraße
05774000003605210;Blomestraße
05774000003605300;Blumenweg
05774000003605350;Bocerstraße
05774000003605360;Bodelschwinghstraße
05774000003605410;Bogenstraße
05774000003605500;Bohmkestraße
05774000003605600;Boker Damm
05774000003605700;Boker Straße
05774000003605800;Bornstraße
05774000003605900;Bosenholz
05774000003605950;Breite Werl
05774000003606000;Breslauer Straße
05774000003606100;Brockensklee
05774000003606200;Bruchstraße
05774000003606300;Brückenstraße
05774000003606310;Brüssower Straße
05774000003606400;Brunnenstraße
05774000003606450;Buchenweg
05774000003606460;Buschweg
05774000003606480;Bümers Grund
05774000003606500;Bürener Straße
05774000003606600;Burscheidweg
05774000003606650;Cerisy-Platz
05774000003606700;Christiansweg
05774000003606750;Clara-Pfänder-Straße
05774000003606800;Dammstraße
05774000003606900;Danziger Straße
05774000003607000;Delbrücker Straße
05774000003607100;Delbrücker Weg
05774000003607200;Diekelake
05774000003607250;Domherrenkamp
05774000003607300;Dorfstraße
05774000003607320;Dorfgarten
05774000003607400;Dreckburg
05774000003607510;Dreihausen
05774000003607580;Dreiweg
05774000003607600;Drewerweg
05774000003607650;Driftkamp
05774000003607700;Dr.-Josef-Schäfers-Straße
05774000003607750;Dr.-Krismann-Straße
05774000003607770;Dr.-Loewenberg-Straße
05774000003607800;Drosselweg
05774000003607900;Droste-Hülshoff-Straße
05774000003607930;Dünenweg
05774000003607960;Düsternstraße
05774000003608010;Eduard-Schnieder-Straße
05774000003608100;Eichendorffstraße
05774000003608150;Eichenweg
05774000003608200;Eichfeld
05774000003608300;Eiserweg
05774000003608400;Elisabethweg
05774000003608460;Ellinghausen
05774000003608500;Ellinghauser Straße
05774000003608600;Emmausweg
05774000003608700;Emmersberg
05774000003608800;Engernweg
05774000003608900;Engersstraße
05774000003609000;Enkhausen
05774000003609030;Enkhauser Weg
05774000003609100;Erlenweg
05774000003609200;Ernst-Moritz-Arndt-Straße
05774000003609300;Eschenstraße
05774000003609400;Espenfeld
05774000003609450;Esprike
05774000003609500;Ewertstraße
05774000003609610;Falkenweg
05774000003609700;Fasanenweg
05774000003609800;Ferdinand-Henze-Straße
05774000003610000;Feuergasse
05774000003610100;Fichtenstraße
05774000003610200;Fielsche Feld
05774000003610300;Finkenweg
05774000003610350;Franz-Cramer-Straße
05774000003610360;Franziska-Knoke-Straße
05774000003610400;Franz-Kleine-Straße
05774000003610430;Franz-Kleine-Straße
05774000003610500;Fliederweg
05774000003610550;Förster-Blanke-Straße
05774000003610600;Franz-Klingenthal-Straße
05774000003610650;Franz-Stock-Straße
05774000003610700;Franz-Xaver-Straße
05774000003610910;Freiheit
05774000003610920;Frieda-Nadig-Weg
05774000003610950;Friedrich-Wilhelms-Au
05774000003611000;Frieth
05774000003611050;Furt
05774000003611100;Futterweg
05774000003611200;Gartenstraße
05774000003611300;Gebrüder-Grimm-Straße
05774000003611390;Georg-Hillker-Straße
05774000003611410;Georgstraße
05774000003611480;Gerda-Herf-Straße
05774000003611500;Geseker Straße
05774000003611500;Geseker Straße
05774000003611600;Ginsterweg
05774000003611700;Gladiolenweg
05774000003611740;Glanzkrautstraße
05774000003611750;Glatzer Straße
05774000003611800;Glockenpohl
05774000003611900;Glogauer Straße
05774000003612000;Goldregenweg
05774000003612100;Görlitzer Straße
05774000003612200;Grabenweg
05774000003612250;Graf-Galen-Straße
05774000003612300;Gräfenweg
05774000003612400;Grüner Kamp
05774000003612500;Grüner Weg
05774000003612600;Gunneweg
05774000003612700;Haarener Straße
05774000003612800;Habringhauser Weg
05774000003612850;Hagebuttenweg
05774000003612900;Haholtstraße
05774000003612950;Hainbuchenweg
05774000003613000;Hallenberg
05774000003613050;Haltiger Feld
05774000003613100;Haltinghausenweg
05774000003613110;Hans-Kohlenberg-Straße
05774000003613150;Harkerweg
05774000003613180;Haselnußweg
05774000003613200;Hasleiweg
05774000003613300;Hauptstraße
05774000003613350;Hathumarstraße
05774000003613400;Hederbornstraße
05774000003613510;Hedertal
05774000003613550;Hedwig-Dransfeld-Weg
05774000003613600;Heideweg
05774000003613700;Heilgärten
05774000003613750;Heinrich-Klocke-Straße
05774000003613800;Heinrichstraße
05774000003613850;Heitwinkel
05774000003613880;Hellings Kamp
05774000003613900;Heesterstraße
05774000003614010;Hilligenknapp
05774000003614030;Hinter Bathen Kapelle
05774000003614050;Hinter den Knicken
05774000003614100;Hohenrottweg
05774000003614200;Höhenweg
05774000003614250;Hohlweg
05774000003614260;Hohlwegskamp
05774000003614320;Holsener Straße
05774000003614330;Holser Feld
05774000003614350;Holser Flüthe
05774000003614410;Holser Heide
05774000003614420;Holtkamp
05774000003614500;Holtwiesenweg
05774000003614550;Holunderweg
05774000003614580;Hopfengarten
05774000003614600;Hoppenhofstraße
05774000003614700;Hoveskamp
05774000003614800;Hubertusweg
05774000003614850;Huchtfeld
05774000003614900;Hudering
05774000003615000;Hüneknapp
05774000003615100;Im Birkenfeld
05774000003615200;Im Bockel
05774000003615250;Im Bühl
05774000003615300;Im Dahle
05774000003615400;Im Hagen
05774000003615440;Im Heerfeld
05774000003615450;Im Heidgarten
05774000003615500;Im Heil
05774000003615510;Im Höwen
05774000003615610;Im Kämpchen
05774000003615700;Im Klegg
05774000003615770;Im Knick
05774000003615800;Im Lein
05774000003615900;Im Molkenberg
05774000003616000;Im Nordfeld
05774000003616110;Im Schildern
05774000003616200;In den Vielen
05774000003616300;In der Feldmark
05774000003616400;Insel
05774000003616450;Jakobusweg
05774000003616500;Jahnstraße
05774000003616600;Johannesstraße
05774000003616620;Johannes-Engelmeier-Straße
05774000003616650;Johann-Reineke-Straße
05774000003616700;Josef-Metzger-Straße
05774000003616750;Käupers Kamp
05774000003616800;Kamp
05774000003616850;Kapellenweg
05774000003616890;Karlsbader Straße
05774000003616900;Kastanienweg
05774000003617000;Katharinenweg
05774000003617100;Katthagen
05774000003617200;Kellerberg
05774000003617300;Kettelerstraße
05774000003617350;Kiebitzweg
05774000003617400;Kiefernweg
05774000003617500;Kiffelstraße
05774000003617600;Kirchbreite
05774000003617710;Kirchgasse
05774000003617800;Kirchstraße
05774000003617900;Kirnegasse
05774000003617950;Kirschenweg
05774000003618000;Kittelstraße
05774000003618100;Kleeweg
05774000003618210;Kleiner Hellweg
05774000003618250;Kleine Feld
05774000003618300;Kleine Straße
05774000003618400;Klein-Verne
05774000003618500;Klingelstraße
05774000003618600;Klosterweg
05774000003618700;Kochs Feld
05774000003618800;Kokelake
05774000003618860;Kolberger Straße
05774000003618900;Kolpingstraße
05774000003619000;Kottenstraße
05774000003619030;Kreiskönigsallee
05774000003619100;Königsberger Straße
05774000003619200;Königsfuhr
05774000003619300;Königstraße
05774000003619350;Kösliner Straße
05774000003619400;Kösterweg
05774000003619500;Kreuzstraße
05774000003619600;Krewetstraße
05774000003619700;Krokusweg
05774000003619810;Krumme Straße
05774000003619850;Kuckuckswinkel
05774000003619900;Kurze Straße
05774000003619950;Lambertusstraße
05774000003620010;Küferweg
05774000003620030;Kugelbreite
05774000003620050;Küsterkamp
05774000003620100;Landwehrweg
05774000003620200;Lange Brückenstraße
05774000003620300;Langenhagen
05774000003620400;Lange Straße
05774000003620500;Lange Wenne
05774000003620600;Laurentiusstraße
05774000003620650;Leeren Teich
05774000003620700;Lekweg
05774000003620800;Lerchenweg
05774000003620900;Liboriusstraße
05774000003621000;Liegnitzer Straße
05774000003621100;Liemekestraße
05774000003621150;Lindentrift
05774000003621200;Lindenweg
05774000003621300;Lippestraße
05774000003621400;Lippstädter Straße
05774000003621500;Lippstädter Weg
05774000003621610;Lohnkämpen
05774000003621700;Lohweg
05774000003621790;Lower Schling
05774000003621800;Löbbekestraße
05774000003621900;Lönsweg
05774000003622000;Luisenweg
05774000003622050;Lupinenrain
05774000003622110;Mackeloh
05774000003622200;Mantinghauser Straße
05774000003622300;Marienplatz
05774000003622400;Marienstraße
05774000003622500;Marktstraße
05774000003622600;Markusweg
05774000003622700;Matthäus-Ring
05774000003622750;Meierhofstraße
05774000003622800;Meinolphusallee
05774000003622900;Meinolfusstraße
05774000003623000;Meinwerkstraße
05774000003623100;Meisenweg
05774000003623200;Melkeweg
05774000003623230;Melkplatz
05774000003623300;Mittelstraße
05774000003623350;Mohnstraße
05774000003623370;Molkenbergstraße
05774000003623400;Moorweg
05774000003623450;Mühlenberg
