strassenschluessel;bezeichnung
05570000000818430;Adolf-Kolping-Straße
05570000000818435;Agnes-Miegel-Straße
05570000000818440;Ahlener Straße
05570000000818442;Ahornweg
05570000000818444;Akazienweg
05570000000818445;Alleestraße
05570000000818450;Alsenstraße
05570000000818460;Alter Hammweg
05570000000818465;Altlomnitzer Straße
05570000000818470;Am Birkenkamp
05570000000818471;Am Flachsberg
05570000000818472;Am Flimmerberg
05570000000818473;Am Deipenbach
05570000000818475;Am Hellbach
05570000000818480;Am Himmelreich
05570000000818485;Am Hirschgraben
05570000000818490;Am Kollenbach
05570000000818495;Am Lippbach
05570000000818500;Am Rattbach
05570000000818505;Am Rüenkolk
05570000000818515;Am Siechenbach
05570000000818525;Am Sportplatz
05570000000818530;Am Stadion
05570000000818532;Am Stichelbach
05570000000818533;Am Völkerbach
05570000000818535;Am Volkspark
05570000000818540;Am Wiesenborn
05570000000818542;Am Tuttenbrocksee
05570000000818545;Amselweg
05570000000818550;An den Tannen
05570000000818552;An der Christus-Kirche
05570000000818555;An der Kirche
05570000000818560;An der Wersemühle
05570000000818565;Angel
05570000000818570;Annastraße
05570000000818575;Anton-Schulte-Straße
05570000000818577;Annecke-Straße
05570000000818580;Antoniusstraße
05570000000818582;Auf dem Bredenbusch
05570000000818585;Auf dem Hollberg
05570000000818590;Auf dem Jakob
05570000000818595;Auf den Kämpen
05570000000818600;Auf dem Tigge
05570000000818605;Auf dem Völker
05570000000818610;Auf den Wällen
05570000000818615;Auf Sonnenschein
05570000000818620;Augustastraße
05570000000818625;Augustin-Wibbelt-Straße
05570000000818630;Bachstraße
05570000000818635;Bahnhofplatz
05570000000818640;Bahnhofstraße
05570000000818642;Bauknechtestraße
05570000000818645;Beethovenweg
05570000000818647;Benno-Happe-Weg
05570000000818650;Bergstraße
05570000000818655;Berliner Straße
05570000000818660;Bismarckstraße
05570000000818662;Bonhoefferweg
05570000000818665;Borggrevestraße
05570000000818670;Borsigstraße
05570000000818675;Boschstraße
05570000000818680;Brahmsstraße
05570000000818685;Brede
05570000000818690;Bredestraße
05570000000818695;Bremer Straße
05570000000818700;Breslauer Straße
05570000000818705;Brinkmannstraße
05570000000818710;Brokweg
05570000000818715;Bruchstraße
05570000000818720;Brückenstraße
05570000000818725;Büchnerstraße
05570000000818730;Bussardstraße
05570000000818735;Butterbrede
05570000000818740;Butterkamp
05570000000818742;Captanstraße
05570000000818745;Carl-Zeiss-Straße
05570000000818746;Cheruskerstraße
05570000000818748;Christian-Grabbe-Straße
05570000000818750;Christian-Morgenstern-Straße
05570000000818752;Christine-Koch-Straße
05570000000818755;Clemens-August-Straße
05570000000818760;Daimlerring
05570000000818765;Dalmer
05570000000818770;Dalmerweg
05570000000818772;Oberer Dalmerweg
05570000000818775;Danziger Straße
05570000000818777;Dechant-Schepers-Straße
05570000000818780;Deipenbrede
05570000000818785;Dieselstraße
05570000000818790;Domhof
05570000000818795;Dorfstraße
05570000000818800;Dornkamp
05570000000818804;Dr.-Max-Hagedorn-Straße
05570000000818805;Dr.-Lönne-Straße
05570000000818806;Dr.-Prüssing-Straße
05570000000818807;Dr.-Sunder-Straße
05570000000818810;Dresdener Straße
05570000000818815;Drosselstiege
05570000000818820;Droste-Hülshoff-Straße
05570000000818825;Dünninghausen
05570000000818830;Dyckerhoffstraße
05570000000818835;Eichendorffstraße
05570000000818840;Eichengrund
05570000000818845;Einsteinstraße
05570000000818850;Elisabethstraße
05570000000818852;Elisabeth-Selbert-Straße
05570000000818853;Elisabeth-Wibbelt-Straße
05570000000818854;Elise-Rüdiger-Straße
05570000000818855;Elker
05570000000818860;Elmhof
05570000000818865;Elmstraße
05570000000818870;Elsterbergweg
05570000000818875;Elsterkamp
05570000000818880;Engelsgasse
05570000000818885;Ennigerloher Straße
05570000000818890;Ennigerstraße
05570000000818895;Esselenstraße
05570000000818897;Everkekamp
05570000000818900;Everkeweg
05570000000818905;Falkenberger Straße
05570000000818910;Falkenweg
05570000000818912;Falkweg
05570000000818915;Feldstraße
05570000000818920;Feuerstraße
05570000000818925;Fontanestraße
05570000000818930;Frankensteiner Straße
05570000000818935;Frankenstraße
05570000000818940;Frankfurter Weg
05570000000818945;Franz-Lehar-Straße
05570000000818950;Franz-Liszt-Straße
05570000000818955;Freiherr-vom-Stein-Straße
05570000000818960;Freudenbergstraße
05570000000818965;Friedhofsweg
05570000000818970;Friedrich-Fröbel-Straße
05570000000818975;Friedrich-Hegel-Straße
05570000000818980;Fr.-von-Bodelschwingh-Straße
05570000000818985;Friedrichshorst
05570000000818987;Friesenweg
05570000000818990;Fritz-Reuter-Straße
05570000000819000;Gartenstraße
05570000000819010;Geißlerstraße
05570000000819012;Gerhard-Gertheinrich-Straße
05570000000819015;Gerhart-Hauptmann-Straße
05570000000819020;Germanenstraße
05570000000819025;Gertrudenstraße
05570000000819026;Gertrud-Bäumer-Straße
05570000000819027;Gewerbepark Grüner Weg
05570000000819030;Gleiwitzer Weg
05570000000819035;Goethestraße
05570000000819040;Göttfricker Weg
05570000000819045;Götzstraße
05570000000819050;Gottfried-Polysius-Straße
05570000000819055;Graf-Galen-Straße
05570000000819057;Grevenbrede
05570000000819058;Große Hoellert
05570000000819060;Grottkauer Straße
05570000000819070;Grummelstraße
05570000000819075;Günksberg
05570000000819080;Gustav-Freytag-Straße
05570000000819085;Gustav-Moll-Straße
05570000000819090;Gutenbergweg
05570000000819092;Händelweg
05570000000819095;Hamburger Straße
05570000000819100;Hammer Straße
05570000000819105;Hammwarte
05570000000819110;Hans-Böckler-Straße
05570000000819115;Hansaring
05570000000819120;Harberg
05570000000819125;Harbergstraße
05570000000819130;Hardenbergstraße
05570000000819133;Haselnussweg
05570000000819135;Hauptstraße
05570000000819137;Heckenrosenweg
05570000000819140;Heddigermarkstraße
05570000000819142;Heinrich-Dirichs-Straße
05570000000819143;Heinrich-Gerhard-Bücker-Weg
05570000000819145;Heinrich-Heine-Straße
05570000000819150;Heinrich-Zille-Straße
05570000000819155;Hellweg
05570000000819157;Helene-Lange-Straße
05570000000819160;Herderstraße
05570000000819163;Heringsdorfer Straße
05570000000819165;Hermann-Löns-Weg
05570000000819167;Hertha-Koenig-Straße
05570000000819170;Herzfelder Straße
05570000000819175;Hesseler
05570000000819180;Hinteler
05570000000819185;Höckelmer
05570000000819190;Höckelmerstraße
05570000000819195;Höckmerlau
05570000000819200;Hoher Weg
05570000000819205;Holter
05570000000819210;Holtkamp
05570000000819215;Holtmar
05570000000819217;Holtmardreisch
05570000000819220;Holtmarweg
05570000000819223;Holunderweg
05570000000819225;Honerbergweg
05570000000819230;Hubertusstraße
05570000000819235;Hühlstraße
05570000000819240;Idastraße
05570000000819245;Im Brok
05570000000819246;Im Ensereck
05570000000819248;Im Lehmkühlchen
05570000000819250;Im Lennebrok
05570000000819255;Im Soestkamp
05570000000819260;Im Südfelde
05570000000819265;Im Vinkendahl
05570000000819270;Im Werl
05570000000819275;In der Laake
05570000000819280;Industriestraße
05570000000819283;Ingeborg-Bachmann-Straße
05570000000819285;Insterburger Straße
05570000000819290;Jahnstraße
05570000000819295;Johann-Strauß-Straße
05570000000819300;Joseph-Haydn-Straße
05570000000819302;Jupp-Rack-Weg
05570000000819305;Kästnerstraße
05570000000819310;Kaiser-Wilhelm-Straße
05570000000819315;Kalkstraße
05570000000819320;Kampstraße
05570000000819325;Kantstraße
05570000000819330;Kapellenstraße
05570000000819331;Katharinenweg
05570000000819332;Kellerort
05570000000819333;Katharina-Busch-Straße
05570000000819335;Keplerstraße
05570000000819336;Kerkbrede
05570000000819340;Kettelerstraße
05570000000819345;Kiebitzweg
05570000000819350;Kirchplatz
05570000000819355;Kirchstraße
05570000000819360;Klapperweg
05570000000819365;Klarastraße
05570000000819370;Kleine Heide
05570000000819380;Kleine Südstraße
05570000000819382;Kleine Ostlandstraße
05570000000819390;Klostergasse
05570000000819395;Klosterkamp
05570000000819400;Klutenberg
05570000000819405;Knükel
05570000000819410;Königsberger Straße
05570000000819413;Kolberger Weg
05570000000819414;Kornblumenweg
05570000000819415;Konrad-Adenauer-Ring
05570000000819420;Kopernikusstraße
05570000000819422;Krameramtstraße
05570000000819425;Kreuzstraße
05570000000819427;Kreuzdornweg
05570000000819430;Krügerstraße
05570000000819435;Kurze Straße
05570000000819440;Ladestraße
05570000000819443;Langobardenstraße
05570000000819444;Lavendelweg
05570000000819445;Leipziger Straße
05570000000819446;Leisnerweg
05570000000819447;Lebensweg
05570000000819450;Lennebrokstraße
05570000000819455;Lerchenweg
05570000000819460;Lessingstraße
05570000000819462;Leutaschweg
05570000000819463;Ligusterweg
05570000000819465;Lindenauer Straße
05570000000819467;Lilienweg
05570000000819470;Lindenkamp
05570000000819475;Linnenstraße
05570000000819480;Lippborger Straße
05570000000819485;Lippweg
05570000000819487;Lise-Meitner-Weg
05570000000819490;Lönkerstraße
05570000000819495;Lohberg
05570000000819500;Lortzingstraße
05570000000819502;Louise-Otto-Straße
05570000000819503;Louise-von-Gall-Straße
05570000000819505;Lourenkamp
05570000000819506;Luise-Hensel-Straße
05570000000819507;Luise-von-Bornstedt-Straße
05570000000819508;Lupinenstraße
05570000000819510;Lübecker Straße
05570000000819511;Maiglöckchenweg
05570000000819513;Malvenweg
05570000000819515;Margaretenstraße
05570000000819520;Maria-Kahle-Straße
05570000000819522;Marie-Curie-Straße
05570000000819525;Marienplatz
05570000000819530;Marienstraße
05570000000819532;Markomannenstraße
05570000000819533;Mark I
05570000000819535;Markt
05570000000819540;Martin-Luther-Straße
05570000000819545;Martinsring
05570000000819550;Mauerstraße
05570000000819552;Heinz-Füting-Straße
05570000000819555;Meisenstraße
05570000000819556;Menni-Rosendahl-Straße
05570000000819557;Mohnweg
05570000000819560;Mozartstraße
05570000000819565;Mühlenstraße
05570000000819570;Mühlenweg
05570000000819575;Müllerstraße
05570000000819580;Münsterkamp
05570000000819585;Münsterweg
05570000000819590;Neißer Straße
05570000000819595;Neubeckumer Straße
05570000000819600;Hindenburgplatz
05570000000819605;Neustraße
05570000000819610;Nienkämpe
05570000000819615;Nordbergstraße
05570000000819620;Nordring
05570000000819625;Nordstraße
05570000000819630;Nordwall
05570000000819631;Obere Brede
05570000000819633;Oberer Hermann-Löns-Weg
05570000000819635;Oelder Straße
05570000000819640;Oppelner Straße
05570000000819645;Ostenfelder Straße
05570000000819650;Ostlandstraße
05570000000819655;Oststraße
05570000000819660;Ostwall
05570000000819665;Ottmachauer Straße
05570000000819670;Pankratiusstraße
05570000000819675;Pannenberg
05570000000819680;Pappelweg
05570000000819685;Parallelweg
05570000000819690;Pastoratsweg
05570000000819695;Paterweg
05570000000819700;Paul-Keller-Straße
05570000000819705;Peltzerstraße
05570000000819708;Pfälzer Weg
05570000000819710;Pirolweg
05570000000819715;Poststraße
05570000000819720;Potsdamer Straße
05570000000819725;Propsteigasse
05570000000819730;Prozessionsweg
05570000000819735;Prudentiastraße
05570000000819740;Pulort
05570000000819745;Querstraße
05570000000819750;Regelkamp
05570000000819755;Reichenbacher Straße
05570000000819760;Rektor-Wilger-Straße
05570000000819765;Rheinische Straße
05570000000819770;Richard-Wagner-Straße
05570000000819775;Richtersgasse
05570000000819780;Rieckstraße
05570000000819785;Ringöfen
05570000000819790;Ringstraße
05570000000819795;Robert-Koch-Straße
05570000000819800;Römerstraße
05570000000819805;Roggenmarkt
05570000000819810;Roland
05570000000819815;Roncallistraße
05570000000819817;Rosenbaumweg
05570000000819820;Rosengasse
05570000000819825;Rostocker Straße
05570000000819830;Ruhrstraße
05570000000819835;Saarlandring
05570000000819840;Sachsenstraße
05570000000819845;Sackstraße
05570000000819850;Sandkuhle
05570000000819855;Schillerstraße
05570000000819860;Schlenkhoffs Weg
05570000000819862;Schlehenstraße
05570000000819865;Schlippkamp
05570000000819867;Schrievers Brede
05570000000819868;Schubertstraße
05570000000819870;Schüttenweg
05570000000819875;Schulstraße
05570000000819877;Schwester-Blanda-Weg
05570000000819878;Schwester-Waltraut-Weg
05570000000819880;Siechenhausweg
05570000000819885;Siemensstraße
05570000000819887;Sieverdingweg
