strassenschluessel;bezeichnung
05554000006801001;Adelheidstraße
05554000006801002;Aechterhook
05554000006801003;Altstadt
05554000006801004;Altstadtweg
05554000006801005;Alstätter Straße
05554000006801006;Am Alten Stadtgraben
05554000006801007;Am Holzplatz
05554000006801008;Am Roggenkamp
05554000006801009;Zum Kluuten
05554000006801010;Am Röringkamp
05554000006801011;Am Strackmanns Esch
05554000006801012;An't Lindeken
05554000006801013;An't Lummert
05554000006801014;Bänkstegge
05554000006801015;Bahnhofstraße
05554000006801016;Beatrixstraße
05554000006801017;Berkelstraße
05554000006801018;Bernhard-Letterhaus-Straße
05554000006801019;Bertradisstraße
05554000006801020;Billungerstraße
05554000006801021;Boorstegge
05554000006801022;Bremer Straße
05554000006801023;Breslauer Straße
05554000006801024;Burgstraße
05554000006801025;Butenwall
05554000006801026;Braoke
05554000006801027;Nienhuus Esch
05554000006801028;Middelwegg
05554000006801029;Gördelerstraße
05554000006801030;Danziger Straße
05554000006801031;Degeners Pütt
05554000006801032;Dewesweg
05554000006801033;Domhof
05554000006801034;Erich-Klausener-Straße
05554000006801035;Forellenweg
05554000006801036;Franziskanerstraße
05554000006801037;Freiheit
05554000006801038;Gartenstraße
05554000006801039;Gasthausstraße
05554000006801040;Gerkinglohstraße
05554000006801041;Gert-Bülsinck-Straße
05554000006801042;Geschwister-Scholl-Straße
05554000006801043;Graf-von-Moltke-Straße
05554000006801044;Gutenbergstraße
05554000006801045;Hooge Feld
05554000006801046;Hooge Süringe
05554000006801047;Humperdinckstraße
05554000006801048;Im Vree
05554000006801049;Jan-Elsbeck-Straße
05554000006801050;Kapellenweg
05554000006801051;Kardinal-von-Galen-Platz
05554000006801052;Karl-Benz-Straße
05554000006801053;Karl-Leisner-Straße
05554000006801054;Kerssenbrockstraße
05554000006801055;Kirchplatz
05554000006801056;Klarissenhagen
05554000006801057;Klosterstraße
05554000006801058;Klühnmarkt
05554000006801059;Königsberger Straße
05554000006801060;Königstraße
05554000006801061;Kreszentiastraße
05554000006801062;Krumme-Jacken-Straße
05554000006801063;Ladestraße
05554000006801064;Lappenbrink
05554000006801065;Liemarstraße
05554000006801066;Lochumstraße
05554000006801067;Lüntener Stegge
05554000006801068;Maria-Franziska-Straße
05554000006801069;Maria-Theresia-Straße
05554000006801070;Markt
05554000006801071;Master Esch
05554000006801072;Mauerstraße
05554000006801073;Mittelstraße
05554000006801074;Mühlenstraße
05554000006801075;Neustraße
05554000006801076;Nikolaus-Groß-Straße
05554000006801077;Norbertstraße
05554000006801078;Up de Haare
05554000006801079;Nünningstiege
05554000006801080;Ölbachstraße
05554000006801081;Robert-Bosch-Straße
05554000006801082;Bladener Straße
05554000006801083;Oldenkotter Straße
05554000006801084;Ringstraße
05554000006801085;Ostendarper Straße
05554000006801086;Ottensteiner Straße
05554000006801087;Polstraße
05554000006801088;Reinmodisstraße
05554000006801089;Sachsenring
05554000006801090;Schabbecke
05554000006801091;Schelver Diek
05554000006801092;Schlupstraße
05554000006801093;Stadtlohner Straße
05554000006801094;Stegge
05554000006801095;Stettiner Platz
05554000006801096;Südlohner Diek
05554000006801097;Süringstraße
05554000006801098;Leipziger Straße
05554000006801099;Schweriner Straße
05554000006801100;Tappehornstraße
05554000006801101;Tenhagenstraße
05554000006801102;Theophanostraße
05554000006801103;Elsterwerdastraße
05554000006801104;Twicklerkamp
05554000006801105;Twicklerstraße
05554000006801106;Dahlienweg
05554000006801107;Up de Bookholt
05554000006801108;Up de Hacke
05554000006801109;Vehofstraße
05554000006801110;Von-Manderscheidt-Straße
05554000006801111;Von-Stauffenberg-Straße
05554000006801112;Walbertstraße
05554000006801113;Wallstraße
05554000006801114;Wassermühlenstraße
05554000006801115;Weberstraße
05554000006801116;Wessendorfer Straße
05554000006801117;Wichmanngasse
05554000006801118;Widukindstraße
05554000006801119;Wikbertstraße
05554000006801120;Windmühlenstraße
05554000006801121;Windmühlentor
05554000006801122;Winterswyker Straße
05554000006801123;Wissing Esch
05554000006801124;Wüllener Straße
05554000006801125;Kämpenbree
05554000006801126;Zum Pferdemarkt
05554000006801127;Zur Hünenburg
05554000006801128;Zwillbrocker Straße
05554000006801129;Ekbertstraße
05554000006801130;Hoyastraße
05554000006801131;Marienstraße
05554000006801132;Groenloer Strasse
05554000006801133;Warinusstraße
05554000006801134;Ziegeleistraße
05554000006801135;Am Stadtpark
05554000006801136;Ausbachstraße
05554000006801138;Parkstraße
