strassenschluessel;bezeichnung
05374000003201096;Am Heiderweg
05374000003210356;Rotkleeweg
05374000003210357;Anemonenweg
05374000003210358;Akeleiweg
05374000003210359;Orchideenweg
05374000003210360;Kornblumenweg
05374000003210361;Thymianweg
05374000003210362;Mohnweg
05374000003210363;Glockenblumenweg
05374000003210364;Dorfplatz
05374000003210366;Am Ehrenmal
05374000003210367;Am Hof
05374000003210368;Am Pfaffenberg
05374000003210369;Alte Poststraße
05374000003210370;Auf der Geishardt
05374000003210371;Bahnhofstraße
05374000003210372;Bitzenweg
05374000003210373;Bornenweg
05374000003210374;Breidenbacher Weg
05374000003210375;Distelkamper Straße
05374000003210376;Dr.-Rieck-Straße
05374000003210377;Eckenbacher Straße
05374000003210378;Eckenbacher Hardt
05374000003210379;Feldstraße
05374000003210380;Friedhofstraße
05374000003210381;Parkstraße
05374000003210382;Nümbrechter Straße
05374000003210383;Hauptstraße
05374000003210384;Höhenstraße
05374000003210385;Huppichterother Kirchweg
05374000003210386;Im Wiesengrund
05374000003210387;In der Delle
05374000003210388;Jakob-Engels-Straße
05374000003210389;Lindchenweg
05374000003210390;Marktstraße
05374000003210391;Nachtigallenweg
05374000003210392;Överchen
05374000003210393;Meta-Herz-Straße
05374000003210394;Ritterpfad
05374000003210395;Schmiedeweg
05374000003210396;Schulstraße
05374000003210397;Spreitger Weg
05374000003210398;Am Breiten Stück
05374000003210399;Weiherstraße
05374000003210400;Kapellenweg
05374000003210401;Schloßstraße
05374000003210402;Wiesenstraße
05374000003210403;Erlenweg
05374000003210404;Am Sonnenhang
05374000003210405;Am Eichenkamp
05374000003210406;Amselweg
05374000003210407;Finkenweg
05374000003210408;Bergstraße
05374000003210409;Göpringhauser Straße
05374000003210410;Homburger Straße
05374000003210411;Heideweg
05374000003210412;Huppichterother Straße
05374000003210413;Sonnenweg
05374000003210414;Waldstraße
05374000003210415;Holsteinsmühle
05374000003210416;Schloß Homburg
05374000003210418;Backhausweg
05374000003210419;Am Jungholz
05374000003210420;Am Rottland
05374000003210421;Bonekamper Straße
05374000003210422;Denkmalweg
05374000003210423;Driescher Straße
05374000003210424;Eichenweg
05374000003210425;Nordhang
05374000003210426;Gretenhecke
05374000003210427;Kalksteinstraße
05374000003210428;Kirschbaumweg
05374000003210429;Freibadstraße
05374000003210430;Jürgesweg
05374000003210431;Kalkofener Straße
05374000003210432;Lindenweg
05374000003210433;Mühlenweg
