strassenschluessel;bezeichnung
05170000005234501;Ahornweg
05170000005234502;Am Amphitheater
05170000005234503;Am Eulenturm
05170000005234504;Am Gruithüs
05170000005234505;Am Langacker
05170000005234506;Am Leegen Berg
05170000005234507;Am Sandberg
05170000005234508;Amselweg
05170000005234509;Am Waymannshof
05170000005234510;An de Hohe Steeg
05170000005234511;Antoniusstraße
05170000005234512;Auf der Alten Burg
05170000005234513;Alte Brauerei
05170000005234514;Am Hasenacker
05170000005234515;An de Gönn
05170000005234516;Archäologischer Park
05170000005234517;Bahnhofstraße
05170000005234518;Bemmelstraße
05170000005234519;Bergweg
05170000005234520;Boxtelstraße
05170000005234521;Brückstraße
05170000005234522;Brunhildstraße
05170000005234523;Cornelius-de-Pauw-Straße
05170000005234524;Bongersweg
05170000005234525;Birkenkamp
05170000005234526;De Beyer
05170000005234527;Drosselweg
05170000005234528;Carl-Cuno-Straße
05170000005234529;Buschhoffweg
05170000005234530;Am Nordturm
05170000005234531;Erprather Eck
05170000005234532;Elisabethstraße
05170000005234533;Emil-Barth-Straße
05170000005234534;Engelbert-Humperdinck-Straße
05170000005234535;Erlenweg
05170000005234536;Erprather Weg
05170000005234537;Europaplatz
05170000005234538;Falkenweg
05170000005234539;Fasanenweg
05170000005234540;Fildersteg
05170000005234541;Finkenweg
05170000005234542;Fürstenberg
05170000005234543;Fingerhutsweg
05170000005234544;Fichtenweg
05170000005234546;Nibelungenplatz
05170000005234547;Gasthausstraße
05170000005234548;Georg-Bleibtreu-Straße
05170000005234549;Gereonsweg
05170000005234550;Guntherstraße
05170000005234551;Gelderner Straße
05170000005234552;Gustav-Ruhnau-Straße
05170000005234553;Zur Südsee
05170000005234555;Hagdornstraße
05170000005234556;Hagenbuschstraße
05170000005234557;Halenboom
05170000005234558;Hanselaer
05170000005234559;Heeser Weg
05170000005234560;Heinrich-Holland-Straße
05170000005234561;Heinrich-Lensing-Straße
05170000005234562;Helenastraße
05170000005234563;Herdekamp
05170000005234564;Hochbruch
05170000005234565;Hochstraße
05170000005234566;Holzweg
05170000005234567;Hucksweg
05170000005234568;Hühnerstraße
05170000005234569;Haus Seelen
05170000005234570;Heckkamp
05170000005234571;Haselnußweg
05170000005234573;Im Eichenwinkel
05170000005234574;Im Kleefeld
05170000005234575;Im Kornfeld
05170000005234576;Im Niederbruch
