strassenschluessel;bezeichnung
05362000001204040;In der Hell
05362000001204041;Kerkrader Straße
05362000001204043;Hedwig-Gries-Straße
05362000001204044;Marie-Curie-Straße
05362000001204045;Lida-Gustava-Heymann-Str.
05362000001204046;Anna-Schmitz-Straße
05362000001204047;Schwestern-Brünell-Weg
05362000001204048;Maja-Lex-Weg
05362000001204049;Ida-Ehre-Weg
05362000001204050;Gabriele-Münter-Weg
05362000001204051;Irmgard-Keun-Weg
05362000001204052;Hannah-Arendt-Straße
05362000001204053;Sophie-Scholl-Straße
05362000001204054;Ricarda-Huch-Weg
05362000001204055;An der alten Zuckerfabrik
05362000001204056;Lise-Meitner-Straße
05362000001204057;Marie-Schlei-Straße
05362000001204058;Helma-Meyers-Straße
05362000001204059;Otto-Paes-Straße
05362000001204060;Xavier-Kürten-Weg
05362000001204061;Falkenweg
05362000001204062;Josef-Flohr-Weg
05362000001204063;Knappschaftsstraße
05362000001204065;Auf der Höhe
05362000001204066;Arminiusweg
05362000001204067;Willy-Brandt-Straße
05362000001204068;Am Rankewerk
05362000001204069;Arndtstraße
05362000001204070;An der Bleiche
05362000001204071;An der Synagoge
05362000001204072;Am Amtsgericht
05362000001204073;An der alten Brauerei
05362000001204074;Max-Ernst-Allee
05362000001204075;Am Daberger Hof
05362000001204076;Alte Bohle
05362000001204077;Am Eichenbusch
05362000001204078;Am Inselweiher
05362000001204079;Am Krausen Baum
05362000001204080;Am Pappelbusch
05362000001204081;Am Rolfsacker
05362000001204082;Am Volkspark
05362000001204083;An Haus Vendel
05362000001204084;An Maria Glück
05362000001204085;Auf der Pehle
05362000001204086;Auguste-Viktoria-Str.
05362000001204087;An der Ziegelei
05362000001204088;Am Römerkanal
05362000001204089;Bahnhofstraße
05362000001204090;Balthasar-Neumann-Platz
05362000001204091;Bergerstraße
05362000001204092;Berzdorfer Straße
05362000001204093;Bleiche
05362000001204094;Böningergasse
05362000001204095;Bonnstraße
05362000001204096;Lennéstraße
05362000001204097;Buba-Waerterh.Falkenlust
05362000001204098;Burgstraße
05362000001204099;Cäcilienstraße
05362000001204100;Chlodwigstraße
05362000001204101;Clemens-August-Straße
05362000001204102;Comesstraße
05362000001204103;Donatusstraße
05362000001204104;Drachenfelsstraße
05362000001204105;Weyhestraße
05362000001204106;Eibenweg
05362000001204107;Elisabethstraße
05362000001204108;Erlengrund
05362000001204109;Eichendorffstraße
05362000001204110;Engeldorfer Straße
05362000001204111;Fischmarkt
05362000001204112;Frankenstraße
05362000001204113;Franzstraße
05362000001204114;Freiherr-Vom-Stein-Straße
05362000001204115;Friedrichstraße
05362000001204116;An Schloss Falkenlust
05362000001204117;Franziskanerhof
05362000001204118;Janshofpassage
05362000001204119;Gartenstraße
05362000001204120;Georg-Grosser-Straße
05362000001204121;Georg-Sandmann-Straße
05362000001204122;Gertrudenstraße
